begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL,L.Thrp.Time.Cell.DL.HighPrecision
2022-02-02,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,182788677664.0,8994466.0
2022-02-04,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,254344203560.0,11832608.0
2022-02-03,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,233723440984.0,11863435.0
2022-02-05,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,569900004328.0,21979900.0
2022-02-06,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,357570042408.0,14912869.0
2022-02-10,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,315910030000.0,14558968.0
2022-02-08,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,347257569112.0,14463618.0
2022-02-11,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,293441060400.0,13889342.0
2022-02-12,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,465105666360.0,20642406.0
2022-02-13,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,344755184152.0,15750612.0
2022-02-18,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,338977310744.0,15926971.0
2022-02-17,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,312110473696.0,13357576.0
2022-02-19,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,381673809296.0,19033909.0
2022-02-20,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,358404249608.0,16198495.0
2022-03-01,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,375693304488.0,16334334.0
2022-03-02,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,297384211696.0,15504105.0
2022-03-06,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,91.66666666666667,282192781584.0,11539083.0
2022-03-03,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,344969159480.0,17177234.0
2022-03-07,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,228314879824.0,11701043.0
2022-03-09,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,4.166666666666667,13002663488.0,715652.0
2022-03-10,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,222615316288.0,11099884.0
2022-03-11,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,285204699936.0,12696277.0
2022-03-12,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,212795650848.0,8764162.0
2022-03-13,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,291170311448.0,11359093.0
2022-03-15,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,315808904552.0,13517481.0
2022-03-14,4G_DUNDASTREET/,808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,242040637368.0,10375924.0
2022-02-02,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,406185138224.0,18337415.0
2022-02-04,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,455140921624.0,20039336.0
2022-02-03,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,453130671896.0,20114403.0
2022-02-05,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,506152976816.0,20311402.0
2022-02-06,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,491039203848.0,19869541.0
2022-02-12,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,70.83333333333333,0.0,0.0
2022-02-13,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0.0,0.0
2022-02-18,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,772366558824.0,34536153.0
2022-02-17,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,767031000184.0,28451033.0
2022-02-19,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,605172088552.0,26255217.0
2022-02-20,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,681510188768.0,31946375.0
2022-03-01,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,834486482656.0,38223711.0
2022-03-02,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,875228200360.0,36499581.0
2022-03-06,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,91.66666666666667,607686722008.0,27685526.0
2022-03-03,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,997274788152.0,43281367.0
2022-03-07,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,837405535304.0,34931258.0
2022-03-09,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,4.166666666666667,42800550728.0,1852279.0
2022-03-10,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,708367831896.0,30662656.0
2022-03-11,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,716698009144.0,32433168.0
2022-03-12,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,497132185704.0,20986785.0
2022-03-13,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,605782547424.0,25913243.0
2022-03-15,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,683500214344.0,28353665.0
2022-03-14,4G_KENNEDYSTREET/,808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,551353786536.0,26260855.0
2022-02-02,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,1207583541032.0,42590807.0
2022-02-04,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1452319883776.0,49887146.0
2022-02-03,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1358145568328.0,47536138.0
2022-02-05,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1366981341360.0,49214740.0
2022-02-06,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1193697878296.0,42939448.0
2022-02-10,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1295565545960.0,51182505.0
2022-02-08,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1302816120336.0,47319902.0
2022-02-11,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1299674033408.0,52531733.0
2022-02-12,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1449661979800.0,51566448.0
2022-02-13,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1297586187720.0,46228289.0
2022-02-18,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1427785017440.0,54209291.0
2022-02-17,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,1253770023352.0,48807386.0
2022-02-19,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1470182918040.0,54427662.0
2022-02-20,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1458564972976.0,52490940.0
2022-03-01,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1175095047992.0,47124513.0
2022-03-02,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1126485823936.0,47416818.0
2022-03-06,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,91.66666666666667,1199470876880.0,44180367.0
2022-03-03,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1495998817400.0,54425525.0
2022-03-07,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1391919691944.0,54035986.0
2022-03-09,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,4.166666666666667,56400215016.0,2289714.0
2022-03-10,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,1373743136752.0,53772242.0
2022-03-11,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1392841237208.0,55074790.0
2022-03-12,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,1329418679880.0,47942259.0
2022-03-13,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,1142691818648.0,44956880.0
2022-03-15,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1442476483648.0,55307317.0
2022-03-14,4G_DAMAROAD/,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1502747703248.0,56737373.0
2022-02-02,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,377851217656.0,29054932.0
2022-02-04,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,405212919688.0,28799773.0
2022-02-03,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,510210402312.0,35370320.0
2022-02-05,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,337584235624.0,23428763.0
2022-02-06,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,188873622984.0,14275525.0
2022-02-10,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,453191676440.0,37598564.0
2022-02-08,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,356514278232.0,28847892.0
2022-02-11,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,449697681320.0,37733175.0
2022-02-12,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,480086493928.0,37734091.0
2022-02-13,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,276027729088.0,21093523.0
2022-02-18,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,494438374952.0,33000062.0
2022-02-17,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,392878630040.0,31634959.0
2022-02-19,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,482226754008.0,35710899.0
2022-02-20,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,288315520704.0,19763929.0
2022-03-01,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,583295378544.0,45116932.0
2022-03-02,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,508825959312.0,44310477.0
2022-03-06,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,91.66666666666667,252701257120.0,21903729.0
2022-03-03,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,481754237368.0,36597945.0
2022-03-07,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,510283786016.0,38890527.0
2022-03-09,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,4.166666666666667,14840514416.0,896723.0
2022-03-10,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,462997311064.0,37090852.0
2022-03-11,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,754598362648.0,56570057.0
2022-03-12,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,433540782760.0,37375751.0
2022-03-13,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,246274162312.0,20160547.0
2022-03-15,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,474903278528.0,39948897.0
2022-03-14,4G_ROCKELBANK/,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,453241169376.0,36305018.0
2022-02-02,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,792516148552.0,36987308.0
2022-02-04,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,601604002984.0,30251545.0
2022-02-03,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,594617814104.0,27407115.0
2022-02-05,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,507521127328.0,21505209.0
2022-02-06,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,278778054632.0,13453710.0
2022-02-10,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,661102926616.0,32479944.0
2022-02-08,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,558583681200.0,24489329.0
2022-02-11,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,630740174896.0,30688752.0
2022-02-12,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,487870704792.0,21953876.0
2022-02-13,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,335299985520.0,15917708.0
2022-02-18,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,475883394232.0,20682438.0
2022-02-17,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,501714324392.0,22592952.0
2022-02-19,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,544709667424.0,31840394.0
2022-02-20,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,442051598872.0,19012307.0
2022-03-01,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,574760303680.0,27436763.0
2022-03-02,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,508549659560.0,23393602.0
2022-03-06,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,91.66666666666667,311507665720.0,15145019.0
2022-03-03,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,451894889984.0,20983570.0
2022-03-07,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,528834598816.0,28997055.0
2022-03-09,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,4.166666666666667,16358610360.0,823218.0
2022-03-10,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,505052278432.0,25224075.0
2022-03-11,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,589165897824.0,28935571.0
2022-03-12,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,501490445792.0,25660739.0
2022-03-13,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,388454820608.0,17170265.0
2022-03-15,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,585373798608.0,28980374.0
2022-03-14,4G_SWISSHOTEL/,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,517469749264.0,24508762.0
2022-02-02,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,462016273096.0,17306016.0
2022-02-04,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,748197028568.0,25067905.0
2022-02-03,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,541111738488.0,22304682.0
2022-02-05,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,751308855104.0,28303499.0
2022-02-06,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,570051688136.0,21836915.0
2022-02-10,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,511345035760.0,18273074.0
2022-02-08,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,509886428032.0,17479899.0
2022-02-11,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,679831792536.0,21468514.0
2022-02-12,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,620220666200.0,17600076.0
2022-02-13,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,787224698936.0,26558231.0
2022-02-18,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,639849553032.0,23461939.0
2022-02-17,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,505039911056.0,18619336.0
2022-02-19,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,641427438992.0,22373905.0
2022-02-20,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,571603243208.0,21922961.0
2022-03-01,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,556410498560.0,27258118.0
2022-03-02,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,608804580960.0,29888994.0
2022-03-06,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,91.66666666666667,658683719864.0,27432856.0
2022-03-03,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,641484916360.0,29625016.0
2022-03-07,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,815202800840.0,35281949.0
2022-03-09,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,4.166666666666667,35361376464.0,1322104.0
2022-03-10,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,483846495864.0,20275481.0
2022-03-11,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1020071919800.0,42815889.0
2022-03-12,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,629378160944.0,25239883.0
2022-03-13,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,505864759720.0,19075467.0
2022-03-15,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,669572558640.0,26638842.0
2022-03-14,4G_MARJAYTOWN_II/,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,446102928872.0,20202903.0
2022-02-02,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,655289751640.0,40000973.0
2022-02-04,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,623094365296.0,40089063.0
2022-02-03,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,672049925016.0,40501044.0
2022-02-05,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,556581281016.0,33495095.0
2022-02-06,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,663600847640.0,40441353.0
2022-02-10,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,582492414048.0,37651340.0
2022-02-08,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,619306986088.0,39714507.0
2022-02-11,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,616761813280.0,41360696.0
2022-02-12,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,586088058960.0,36984852.0
2022-02-13,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,584426616176.0,38521737.0
2022-02-18,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,628554617224.0,36943509.0
2022-02-17,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,566503840272.0,34252578.0
2022-02-19,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,645313505136.0,41275244.0
2022-02-20,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,718636821008.0,47077421.0
2022-03-01,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,578027133096.0,37504417.0
2022-03-02,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,579769321848.0,36240664.0
2022-03-06,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,91.66666666666667,511667475872.0,33193174.0
2022-03-03,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,569636110256.0,37422344.0
2022-03-07,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,602239627848.0,37592478.0
2022-03-09,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,4.166666666666667,30688377760.0,1766792.0
2022-03-10,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,620359303832.0,40793693.0
2022-03-11,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,589743401672.0,38123090.0
2022-03-12,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,516121286096.0,31214038.0
2022-03-13,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,463034939576.0,28562995.0
2022-03-15,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,83.33333333333333,570387119464.0,32547194.0
2022-03-14,4G_CONGOTOWN/,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,511883306960.0,30741561.0
2022-02-02,4G_IMATT_II/,808692.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,236609371976.0,14872729.0
2022-02-04,4G_IMATT_II/,808692.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,174428041192.0,11863497.0
2022-02-03,4G_IMATT_II/,808692.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,304647579256.0,17954954.0
2022-02-05,4G_IMATT_II/,808692.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,156057348520.0,9709625.0
2022-02-06,4G_IMATT_II/,808692.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,185211965768.0,11868894.0
