begintime,sk_object,duration,integrity,67194649,67194650
2022-02-08,7669476.0,86400.0,100.0,0.0,0.0
2022-03-15,7669476.0,82800.0,95.83333333333333,0.0,0.0
2022-02-11,7669476.0,86400.0,100.0,0.0,0.0
2022-03-11,7669478.0,86400.0,100.0,0.0,0.0
2022-02-20,7669476.0,86400.0,100.0,0.0,0.0
2022-02-18,7669477.0,86400.0,100.0,0.0,0.0
2022-03-03,7669478.0,86400.0,100.0,0.0,0.0
2022-03-02,7669476.0,86400.0,100.0,0.0,0.0
2022-03-01,7669476.0,86400.0,100.0,0.0,0.0
2022-02-17,7669478.0,75600.0,87.5,0.0,0.0
2022-03-01,7669478.0,86400.0,100.0,0.0,0.0
2022-03-01,7669477.0,86400.0,100.0,0.0,0.0
2022-02-19,7669477.0,86400.0,100.0,0.0,0.0
2022-02-06,7669477.0,86400.0,100.0,0.0,0.0
2022-03-11,7669476.0,86400.0,100.0,0.0,0.0
2022-02-12,7669476.0,86400.0,100.0,0.0,0.0
2022-03-02,7669478.0,86400.0,100.0,0.0,0.0
2022-02-11,7669478.0,86400.0,100.0,0.0,0.0
2022-03-11,7669477.0,86400.0,100.0,0.0,0.0
2022-02-05,7669476.0,86400.0,100.0,0.0,0.0
2022-02-11,7669477.0,86400.0,100.0,0.0,0.0
2022-02-18,7669478.0,86400.0,100.0,0.0,0.0
2022-02-12,7669477.0,86400.0,100.0,0.0,0.0
2022-02-20,7669478.0,86400.0,100.0,0.0,0.0
2022-03-07,7669478.0,82800.0,95.83333333333333,0.0,0.0
2022-02-13,7669477.0,86400.0,100.0,0.0,0.0
2022-03-14,7669478.0,86400.0,100.0,0.0,0.0
2022-02-19,7669476.0,86400.0,100.0,0.0,0.0
2022-03-10,7669477.0,79200.0,91.66666666666667,0.0,0.0
2022-02-10,7669478.0,86400.0,100.0,0.0,0.0
2022-02-18,7669476.0,86400.0,100.0,0.0,0.0
2022-03-13,7669477.0,75600.0,87.5,0.0,0.0
2022-02-04,7669478.0,86400.0,100.0,0.0,0.0
2022-03-06,7669478.0,79200.0,91.66666666666667,0.0,0.0
2022-03-14,7669476.0,86400.0,100.0,0.0,0.0
2022-03-15,7669477.0,82800.0,95.83333333333333,0.0,0.0
2022-03-06,7669476.0,79200.0,91.66666666666667,0.0,0.0
2022-02-20,7669477.0,86400.0,100.0,0.0,0.0
2022-02-03,7669476.0,86400.0,100.0,0.0,0.0
2022-03-13,7669476.0,75600.0,87.5,0.0,0.0
2022-02-17,7669476.0,75600.0,87.5,0.0,0.0
2022-02-19,7669478.0,86400.0,100.0,0.0,0.0
2022-02-08,7669478.0,86400.0,100.0,0.0,0.0
2022-03-12,7669478.0,68400.0,79.16666666666667,0.0,0.0
2022-02-13,7669476.0,86400.0,100.0,0.0,0.0
2022-03-02,7669477.0,86400.0,100.0,0.0,0.0
2022-03-10,7669476.0,79200.0,91.66666666666667,0.0,0.0
2022-02-05,7669478.0,86400.0,100.0,0.0,0.0
2022-03-03,7669477.0,86400.0,100.0,0.0,0.0
2022-03-10,7669478.0,79200.0,91.66666666666667,0.0,0.0
2022-03-09,7669477.0,3600.0,4.166666666666667,0.0,0.0
2022-02-17,7669477.0,75600.0,87.5,0.0,0.0
2022-03-12,7669477.0,68400.0,79.16666666666667,0.0,0.0
2022-03-07,7669477.0,82800.0,95.83333333333333,0.0,0.0
2022-02-13,7669478.0,86400.0,100.0,0.0,0.0
2022-03-14,7669477.0,86400.0,100.0,0.0,0.0
2022-03-07,7669476.0,82800.0,95.83333333333333,0.0,0.0
2022-02-06,7669478.0,86400.0,100.0,0.0,0.0
2022-02-10,7669477.0,86400.0,100.0,0.0,0.0
2022-02-05,7669477.0,86400.0,100.0,0.0,0.0
2022-02-06,7669476.0,86400.0,100.0,0.0,0.0
2022-02-03,7669478.0,86400.0,100.0,0.0,0.0
2022-03-03,7669476.0,86400.0,100.0,0.0,0.0
2022-03-09,7669478.0,3600.0,4.166666666666667,0.0,0.0
2022-03-13,7669478.0,75600.0,87.5,0.0,0.0
2022-03-15,7669478.0,82800.0,95.83333333333333,0.0,0.0
2022-03-06,7669477.0,79200.0,91.66666666666667,0.0,0.0
2022-02-10,7669476.0,86400.0,100.0,0.0,0.0
2022-02-04,7669477.0,86400.0,100.0,0.0,0.0
2022-02-03,7669477.0,86400.0,100.0,0.0,0.0
2022-02-08,7669477.0,86400.0,100.0,0.0,0.0
2022-03-12,7669476.0,68400.0,79.16666666666667,0.0,0.0
2022-02-04,7669476.0,86400.0,100.0,0.0,0.0
2022-02-12,7669478.0,86400.0,100.0,0.0,0.0
2022-03-09,7669476.0,3600.0,4.166666666666667,0.0,0.0
