begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL
2022-02-02,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,1207583541032.0
2022-02-03,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1358145568328.0
2022-02-04,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1452319883776.0
2022-02-05,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1366981341360.0
2022-02-06,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1193697878296.0
2022-02-08,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1302816120336.0
2022-02-10,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1295565545960.0
2022-02-11,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1299674033408.0
2022-02-12,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1449661979800.0
2022-02-13,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1297586187720.0
