begintime,sk_object,duration,integrity,M8034C0,M8034C1
2022-03-12 11:00:00,21462.0,60.0,100.0,0.0,0.0
2022-03-14 13:00:00,21416.0,60.0,100.0,0.0,0.0
2022-03-14 08:00:00,21482.0,60.0,100.0,0.0,0.0
2022-03-14 09:00:00,21459.0,60.0,100.0,0.0,0.0
2022-03-11 08:00:00,21484.0,60.0,100.0,0.0,0.0
2022-03-12 18:00:00,21421.0,60.0,100.0,0.0,0.0
2022-03-13 05:00:00,21424.0,60.0,100.0,0.0,0.0
2022-03-11 11:00:00,21490.0,60.0,100.0,0.0,0.0
2022-03-14 18:00:00,21399.0,60.0,100.0,0.0,0.0
2022-03-13 19:00:00,21474.0,60.0,100.0,0.0,0.0
2022-03-12 20:00:00,21401.0,60.0,100.0,0.0,0.0
2022-03-12 10:00:00,21408.0,60.0,100.0,0.0,0.0
2022-03-12 13:00:00,21438.0,60.0,100.0,0.0,0.0
2022-03-14 10:00:00,21404.0,60.0,100.0,0.0,0.0
2022-03-14 10:00:00,21468.0,60.0,100.0,0.0,0.0
2022-03-14 00:00:00,21417.0,60.0,100.0,0.0,0.0
2022-03-13 17:00:00,21446.0,60.0,100.0,0.0,0.0
2022-03-12 02:00:00,21478.0,60.0,100.0,0.0,0.0
2022-03-14 11:00:00,21483.0,60.0,100.0,0.0,0.0
2022-03-14 00:00:00,21448.0,60.0,100.0,0.0,0.0
2022-03-14 21:00:00,21448.0,60.0,100.0,0.0,0.0
2022-03-12 11:00:00,21421.0,60.0,100.0,0.0,0.0
2022-03-13 17:00:00,21462.0,60.0,100.0,0.0,0.0
2022-03-12 22:00:00,21426.0,60.0,100.0,0.0,0.0
2022-03-13 04:00:00,21466.0,60.0,100.0,0.0,0.0
2022-03-11 10:00:00,21418.0,60.0,100.0,0.0,0.0
2022-03-13 00:00:00,21444.0,60.0,100.0,0.0,0.0
2022-03-14 06:00:00,21407.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,21464.0,60.0,100.0,0.0,0.0
2022-03-12 10:00:00,21487.0,60.0,100.0,0.0,0.0
2022-03-12 14:00:00,21435.0,60.0,100.0,0.0,0.0
2022-03-13 15:00:00,21455.0,60.0,100.0,0.0,0.0
2022-03-11 08:00:00,21428.0,60.0,100.0,0.0,0.0
2022-03-13 06:00:00,21399.0,60.0,100.0,0.0,0.0
2022-03-12 02:00:00,21442.0,60.0,100.0,0.0,0.0
2022-03-12 09:00:00,21412.0,60.0,100.0,0.0,0.0
2022-03-11 21:00:00,21444.0,60.0,100.0,0.0,0.0
2022-03-13 02:00:00,21479.0,60.0,100.0,0.0,0.0
2022-03-13 08:00:00,21403.0,60.0,100.0,0.0,0.0
2022-03-11 18:00:00,21448.0,60.0,100.0,0.0,0.0
2022-03-12 18:00:00,21414.0,60.0,100.0,0.0,0.0
2022-03-13 19:00:00,21473.0,60.0,100.0,0.0,0.0
2022-03-14 14:00:00,21488.0,60.0,100.0,0.0,0.0
2022-03-13 07:00:00,21453.0,60.0,100.0,0.0,0.0
2022-03-14 14:00:00,21469.0,60.0,100.0,0.0,0.0
2022-03-14 22:00:00,21490.0,60.0,100.0,0.0,0.0
2022-03-15 01:00:00,21468.0,60.0,100.0,0.0,0.0
2022-03-14 19:00:00,21453.0,60.0,100.0,0.0,0.0
2022-03-12 15:00:00,21425.0,60.0,100.0,0.0,0.0
2022-03-12 20:00:00,21467.0,60.0,100.0,0.0,0.0
2022-03-13 02:00:00,21464.0,60.0,100.0,0.0,0.0
2022-03-14 15:00:00,21412.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,21428.0,60.0,100.0,0.0,0.0
2022-03-13 05:00:00,21445.0,60.0,100.0,0.0,0.0
2022-03-12 02:00:00,21441.0,60.0,100.0,0.0,0.0
