begintime,sk_object,duration,M8076C0
2022-03-15 06:58:00,6377.0,2,0.0
2022-03-17 02:53:00,6374.0,7,1898.0
2022-03-17 02:54:00,6371.0,6,1945.0
2022-03-17 02:54:00,6373.0,6,1572.0
2022-03-17 02:54:00,6375.0,6,1961.0
2022-03-17 02:54:00,6376.0,6,1993.0
2022-03-17 02:54:00,6378.0,6,2019.0
2022-03-17 02:55:00,6372.0,5,1952.0
2022-03-18 18:00:00,6375.0,15,1960.0
2022-03-18 18:15:00,6375.0,15,1960.0
2022-03-18 18:30:00,6375.0,15,1961.0
2022-03-18 18:45:00,6375.0,15,1961.0
2022-03-19 06:56:00,87741.0,4,0.0
2022-03-19 13:46:00,6377.0,14,1921.0
2022-03-19 16:58:00,6377.0,2,1922.0
2022-03-11 21:47:00,6377.0,13,1931.0
2022-03-12 05:55:00,6378.0,5,2015.0
2022-03-12 06:50:00,6377.0,10,1922.0
