begintime,sk_object,1542455326,1542455327,1542455328,1542455329,1542455330,1542455331,1542455332,1542455333,1542460727,1542460728,1542460729,duration
2022-03-01 00:00:00,7729283.0,6234808.0,2043798709.0,5556.0,432290.0,12544972.0,13874372326.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729284.0,7620699.0,2316459913.0,5555.0,432210.0,14253585.0,15519877158.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729285.0,5098022.0,1232961761.0,5556.0,432152.0,11635021.0,13257506088.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729286.0,7245798.0,1791973804.0,5564.0,432930.0,12421109.0,13925311938.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729287.0,281149.0,67275094.0,5568.0,433250.0,1161456.0,1046374753.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729288.0,5745991.0,1183888776.0,5561.0,432644.0,9642153.0,11257189735.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729289.0,805654.0,172343617.0,5566.0,433090.0,1530132.0,1055342169.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729290.0,5153333.0,1134135220.0,5564.0,432884.0,9436747.0,11087631674.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729291.0,5098021.0,998081788.0,5572.0,433570.0,9663110.0,10772905332.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729292.0,8698647.0,1794108887.0,5552.0,432016.0,15523825.0,18758369772.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729293.0,13307911.0,3698419831.0,32816.0,4982514.0,23718851.0,26853241740.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729294.0,1207755.0,314188061.0,5563.0,432758.0,2099840.0,2120746733.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729295.0,5071196.0,1765265952.0,5565.0,432964.0,9340677.0,10042154049.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729296.0,9599236.0,1746782288.0,5567.0,433170.0,18910366.0,22373200025.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729297.0,5976263.0,1163266910.0,5564.0,432884.0,13515801.0,16118730168.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729298.0,10010715.0,3065291279.0,5567.0,433124.0,15919307.0,18263995075.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729299.0,2971305.0,471667999.0,5565.0,433010.0,4957657.0,5430842805.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729300.0,1254544.0,190294199.0,5565.0,432964.0,2976265.0,3571559383.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729301.0,4015729.0,895857652.0,5560.0,432518.0,7507063.0,7865060243.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729302.0,9516189.0,2709138887.0,5561.0,432644.0,17832430.0,21484261000.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729303.0,4827896.0,1269364339.0,5563.0,432896.0,7894143.0,8503916419.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729304.0,4071384.0,649578540.0,5564.0,432930.0,7455339.0,8471639276.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729305.0,5792011.0,2148596607.0,5560.0,432518.0,10394309.0,11500349597.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729306.0,18559849.0,4251740398.0,5565.0,433010.0,30494995.0,35949040786.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729307.0,12732788.0,2798369423.0,5567.0,433170.0,21849284.0,25088506766.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729308.0,1981834.0,305117754.0,5553.0,432004.0,3918140.0,4468037833.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729309.0,8001863.0,1521374290.0,5560.0,432564.0,14152061.0,15936666598.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729310.0,13332044.0,5529343134.0,5567.0,433078.0,17778643.0,18777469193.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729311.0,602931.0,96517180.0,5571.0,433444.0,1364086.0,1546949942.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729312.0,5751899.0,2041542808.0,5557.0,432416.0,10778462.0,11561324712.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729313.0,5772510.0,1059250789.0,5563.0,432850.0,12138703.0,12817846903.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729314.0,8221864.0,2578032766.0,5558.0,432404.0,16547240.0,18864517144.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729315.0,9851815.0,2266781187.0,5555.0,432210.0,20522348.0,24043048214.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729316.0,15741343.0,3628543083.0,5564.0,432930.0,25588562.0,29471730704.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729317.0,15143826.0,3300319065.0,5559.0,432438.0,24821933.0,28818181558.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729318.0,5169110.0,1236034318.0,5302.0,412384.0,8905321.0,10461523061.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729319.0,11309905.0,2780072865.0,5568.0,433204.0,20128502.0,23138902650.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729320.0,6679611.0,1749579640.0,5562.0,432816.0,13040508.0,14962654381.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729321.0,111483.0,5991277.0,5560.0,432518.0,223270.0,20589674.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729322.0,11050821.0,3506258994.0,5568.0,433112.0,18865244.0,21767002246.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,7729323.0,8744603.0,2026225413.0,5565.0,433056.0,18215131.0,21432988992.0,0.0,0.0,,,,PT3600S
