begintime,ne_name,ne_type,vendor,integrity,ipv4InOctets,ipv4InPackets,id
2022-03,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-1,IPADDRESSV4-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF-IPADDRESSV4,Nokia,65.11,878539821.0,12103367.0,1
