begintime,sk_object,1593835620,1593835628,1593835629,1593835637,1593835638,1593835639,1593835640,1593835647,1593835648,1593835649,1593835650,1593835651,1593835801,1593835802,1593835804,1593835805,duration
2022-03-01 00:00:00,882214.0,,0.24964112,0.0,,,,,30972.0,30972.0,30995.0,,,,,,,PT3600S
2022-03-01 00:00:00,882215.0,,1.5122452,0.0,,,,,33011.0,33011.0,33001.0,,,,,,,PT3600S
2022-03-01 00:00:00,882216.0,,0.93931717,0.0,,,,,32451.0,32451.0,32444.0,,,,,,,PT3600S
2022-03-01 00:00:00,882217.0,,2.277642,0.0,,,,,32352.0,32352.0,32358.0,,,,,,,PT3600S
2022-03-01 00:00:00,882218.0,,1.3352398,0.0,,,,,28826.0,28826.0,28826.0,,,,,,,PT3600S
2022-03-01 00:00:00,882219.0,,1.7545414,0.0,,,,,31937.0,31937.0,31937.0,,,,,,,PT3600S
2022-03-01 00:00:00,882220.0,,0.66669917,0.0,,,,,31432.0,31432.0,31429.0,,,,,,,PT3600S
2022-03-01 00:00:00,882221.0,,0.41450724,0.0,,,,,32836.0,32836.0,32836.0,,,,,,,PT3600S
2022-03-01 00:00:00,882222.0,,1.4579763,0.0,,,,,31992.0,31992.0,31992.0,,,,,,,PT3600S
2022-03-01 00:00:00,882223.0,,1.8862387,0.0,,,,,33395.0,33385.0,33389.0,,,,,,,PT3600S
2022-03-01 00:00:00,882224.0,,0.2449389,0.0,,,,,31567.0,31567.0,31567.0,,,,,,,PT3600S
2022-03-01 00:00:00,882225.0,,0.86684334,0.0,,,,,32940.0,32919.0,32947.0,,,,,,,PT3600S
2022-03-01 00:00:00,882226.0,,0.67407697,0.0,,,,,32434.0,32434.0,32434.0,,,,,,,PT3600S
2022-03-01 00:00:00,882227.0,,1.4729993,0.0,,,,,31899.0,31893.0,31879.0,,,,,,,PT3600S
2022-03-01 00:00:00,882228.0,,1.0257816,0.0,,,,,32151.0,32151.0,32151.0,,,,,,,PT3600S
2022-03-01 00:00:00,882229.0,,1.4446559,0.0,,,,,33171.0,33171.0,33171.0,,,,,,,PT3600S
2022-03-01 00:00:00,882231.0,,1.4287331,0.0,,,,,33300.0,33300.0,33300.0,,,,,,,PT3600S
2022-03-01 00:00:00,882232.0,,1.4662464,0.0,,,,,31668.0,31663.0,31667.0,,,,,,,PT3600S
2022-03-01 00:00:00,882233.0,,1.8239026,0.0,,,,,33755.0,33749.0,33748.0,,,,,,,PT3600S
2022-03-01 00:00:00,882234.0,,0.29288971,0.0,,,,,33223.0,33163.0,33172.0,,,,,,,PT3600S
2022-03-01 00:00:00,882235.0,,0.93373168,0.0,,,,,31182.0,31182.0,31174.0,,,,,,,PT3600S
2022-03-01 00:00:00,882236.0,,0.3561253,0.0,,,,,32366.0,32366.0,32337.0,,,,,,,PT3600S
2022-03-01 00:00:00,882237.0,,0.92940331,0.0,,,,,31036.0,31034.0,31032.0,,,,,,,PT3600S
2022-03-01 00:00:00,882238.0,,0.69883943,0.0,,,,,31055.0,31055.0,31055.0,,,,,,,PT3600S
2022-03-01 00:00:00,882239.0,,1.049962,0.0,,,,,32586.0,32570.0,32577.0,,,,,,,PT3600S
2022-03-01 00:00:00,882240.0,,0.37391832,0.0,,,,,31966.0,31966.0,31965.0,,,,,,,PT3600S
2022-03-01 00:00:00,882241.0,,3.2813387,0.0,,,,,32715.0,32708.0,32710.0,,,,,,,PT3600S
2022-03-01 00:00:00,882242.0,,0.23714474,0.0,,,,,31903.0,31903.0,31903.0,,,,,,,PT3600S
2022-03-01 00:00:00,882243.0,,1.4020388,0.0,,,,,32677.0,32677.0,32677.0,,,,,,,PT3600S
2022-03-01 00:00:00,882244.0,,1.332989,0.0,,,,,30925.0,30925.0,30925.0,,,,,,,PT3600S
2022-03-01 00:00:00,882245.0,,1.3481843,0.0,,,,,31715.0,31712.0,31747.0,,,,,,,PT3600S
2022-03-01 00:00:00,882246.0,,2.2744811,0.0,,,,,31766.0,31766.0,31766.0,,,,,,,PT3600S
2022-03-01 00:00:00,882247.0,,3.0755377,0.0,,,,,32233.0,32233.0,32233.0,,,,,,,PT3600S
2022-03-01 00:00:00,882248.0,,0.38084531,0.0,,,,,32387.0,32387.0,32421.0,,,,,,,PT3600S
2022-03-01 00:00:00,882249.0,,0.75239247,0.0,,,,,30420.0,30420.0,30406.0,,,,,,,PT3600S
2022-03-01 00:00:00,882250.0,,1.153466,0.0,,,,,32146.0,32146.0,32123.0,,,,,,,PT3600S
2022-03-01 00:00:00,882252.0,,2.2357042,0.0,,,,,32986.0,32986.0,32896.0,,,,,,,PT3600S
2022-03-01 00:00:00,882253.0,,0.30540249,0.0,,,,,32238.0,32238.0,32238.0,,,,,,,PT3600S
2022-03-01 00:00:00,882254.0,,1.2386236,0.0,,,,,31811.0,31811.0,31867.0,,,,,,,PT3600S
2022-03-01 00:00:00,882256.0,,1.2000519,0.0,,,,,31803.0,31803.0,31796.0,,,,,,,PT3600S
2022-03-01 00:00:00,882257.0,,1.400471,0.0,,,,,32994.0,32990.0,33000.0,,,,,,,PT3600S
2022-03-01 00:00:00,882258.0,,1.2578905,0.0,,,,,32943.0,32943.0,32928.0,,,,,,,PT3600S
2022-03-01 00:00:00,882259.0,,1.6078193,0.0,,,,,32119.0,32119.0,32118.0,,,,,,,PT3600S
2022-03-01 00:00:00,882260.0,,1.1783009,0.0,,,,,32836.0,32836.0,32836.0,,,,,,,PT3600S
2022-03-01 00:00:00,882261.0,,0.53094918,0.0,,,,,32057.0,32056.0,32057.0,,,,,,,PT3600S
2022-03-01 00:00:00,882262.0,,1.2002912,0.0,,,,,31266.0,31266.0,30960.0,,,,,,,PT3600S
2022-03-01 00:00:00,882263.0,,1.9084408,0.0,,,,,32399.0,32361.0,32359.0,,,,,,,PT3600S
2022-03-01 00:00:00,882264.0,,1.7678201,0.0,,,,,32543.0,32541.0,32542.0,,,,,,,PT3600S
2022-03-01 00:00:00,882265.0,,2.1420605,0.0,,,,,32899.0,32899.0,32918.0,,,,,,,PT3600S
2022-03-01 00:00:00,882266.0,,1.4793193,0.0,,,,,30619.0,30619.0,30619.0,,,,,,,PT3600S
2022-03-01 00:00:00,882267.0,,2.1293316,0.0,,,,,30339.0,30339.0,30339.0,,,,,,,PT3600S
2022-03-01 00:00:00,882268.0,,0.28864443,0.0,,,,,33263.0,33263.0,33263.0,,,,,,,PT3600S
2022-03-01 00:00:00,882269.0,,0.98282498,0.0,,,,,32334.0,32334.0,32334.0,,,,,,,PT3600S
2022-03-01 00:00:00,882271.0,,1.4498308,0.0,,,,,32306.0,32302.0,32299.0,,,,,,,PT3600S
2022-03-01 00:00:00,882272.0,,0.4049294,0.0,,,,,32361.0,32361.0,32369.0,,,,,,,PT3600S
2022-03-01 00:00:00,882273.0,,0.27301753,0.0,,,,,32856.0,32856.0,32856.0,,,,,,,PT3600S
2022-03-01 00:00:00,882274.0,,0.52458227,0.0,,,,,32879.0,32876.0,32877.0,,,,,,,PT3600S
2022-03-01 00:00:00,882275.0,,2.0498798,0.0,,,,,33249.0,33240.0,33245.0,,,,,,,PT3600S
2022-03-01 00:00:00,882276.0,,0.23427334,0.0,,,,,32686.0,32628.0,32594.0,,,,,,,PT3600S
2022-03-01 00:00:00,882277.0,,0.73782468,0.0,,,,,32653.0,32653.0,32648.0,,,,,,,PT3600S
2022-03-01 00:00:00,882278.0,,2.0154793,0.0,,,,,32410.0,32410.0,32407.0,,,,,,,PT3600S
2022-03-01 00:00:00,882279.0,,3.7316847,0.0,,,,,31665.0,31665.0,31665.0,,,,,,,PT3600S
2022-03-01 00:00:00,882280.0,,1.6441,0.0,,,,,32503.0,32503.0,32526.0,,,,,,,PT3600S
2022-03-01 00:00:00,882281.0,,1.2878267,0.0,,,,,32035.0,32032.0,32032.0,,,,,,,PT3600S
2022-03-01 00:00:00,882282.0,,1.4485688,0.0,,,,,32638.0,32638.0,32637.0,,,,,,,PT3600S
2022-03-01 00:00:00,882283.0,,3.0437627,0.0,,,,,32125.0,32125.0,32110.0,,,,,,,PT3600S
2022-03-01 00:00:00,882284.0,,2.3273826,0.0,,,,,32349.0,32349.0,32354.0,,,,,,,PT3600S
2022-03-01 00:00:00,882285.0,,1.5037191,0.0,,,,,32561.0,32561.0,32583.0,,,,,,,PT3600S
2022-03-01 00:00:00,882286.0,,2.1106253,0.0,,,,,32705.0,32699.0,32699.0,,,,,,,PT3600S
2022-03-01 00:00:00,882287.0,,0.24043083,0.0,,,,,33279.0,33279.0,33279.0,,,,,,,PT3600S
2022-03-01 00:00:00,882288.0,,0.25570139,0.0,,,,,32566.0,32429.0,32398.0,,,,,,,PT3600S
2022-03-01 00:00:00,882289.0,,1.5750897,0.0,,,,,32722.0,32722.0,32684.0,,,,,,,PT3600S
2022-03-01 00:00:00,882290.0,,0.81624389,0.0,,,,,31340.0,31340.0,31338.0,,,,,,,PT3600S
2022-03-01 00:00:00,882291.0,,2.8735151,0.0,,,,,31967.0,31932.0,31951.0,,,,,,,PT3600S
2022-03-01 00:00:00,882292.0,,1.5623397,0.0,,,,,32620.0,32620.0,32622.0,,,,,,,PT3600S
2022-03-01 00:00:00,882293.0,,1.8362875,0.0,,,,,32852.0,32852.0,32866.0,,,,,,,PT3600S
2022-03-01 00:00:00,882294.0,,1.2795961,0.0,,,,,33640.0,33630.0,33641.0,,,,,,,PT3600S
2022-03-01 00:00:00,882295.0,,0.75736523,0.0,,,,,32566.0,32566.0,32570.0,,,,,,,PT3600S
2022-03-01 00:00:00,882296.0,,0.52916616,0.0,,,,,32203.0,32203.0,32161.0,,,,,,,PT3600S
2022-03-01 00:00:00,882297.0,,0.20637193,0.0,,,,,30197.0,30197.0,30197.0,,,,,,,PT3600S
2022-03-01 00:00:00,882298.0,,0.2810089,0.0,,,,,32591.0,32474.0,32542.0,,,,,,,PT3600S
2022-03-01 00:00:00,882299.0,,0.32220083,0.0,,,,,32515.0,32315.0,32258.0,,,,,,,PT3600S
2022-03-01 00:00:00,882300.0,,0.62579083,0.0,,,,,32269.0,32269.0,32264.0,,,,,,,PT3600S
2022-03-01 00:00:00,882301.0,,1.3401989,0.0,,,,,31938.0,31938.0,31950.0,,,,,,,PT3600S
2022-03-01 00:00:00,882302.0,,1.1198474,0.0,,,,,33035.0,33035.0,33019.0,,,,,,,PT3600S
2022-03-01 00:00:00,882303.0,,3.1976695,0.0,,,,,33079.0,33079.0,33076.0,,,,,,,PT3600S
2022-03-01 00:00:00,882304.0,,1.7015759,0.0,,,,,30965.0,30965.0,30966.0,,,,,,,PT3600S
2022-03-01 00:00:00,882307.0,,0.77003253,0.0,,,,,30997.0,30997.0,30997.0,,,,,,,PT3600S
2022-03-01 00:00:00,882308.0,,0.40245056,0.0,,,,,32216.0,32216.0,32222.0,,,,,,,PT3600S
2022-03-01 00:00:00,882309.0,,0.50414443,0.0,,,,,33303.0,33303.0,33303.0,,,,,,,PT3600S
2022-03-01 00:00:00,882310.0,,0.35731584,0.0,,,,,32072.0,32021.0,32032.0,,,,,,,PT3600S
2022-03-01 00:00:00,882311.0,,0.70782197,0.0,,,,,30188.0,30188.0,30260.0,,,,,,,PT3600S
2022-03-01 00:00:00,882312.0,,0.93033224,0.0,,,,,31461.0,31461.0,31447.0,,,,,,,PT3600S
2022-03-01 00:00:00,882313.0,,1.0375525,0.0,,,,,31853.0,31850.0,31850.0,,,,,,,PT3600S
2022-03-01 00:00:00,882314.0,,0.24154139,0.0,,,,,32554.0,32550.0,32549.0,,,,,,,PT3600S
2022-03-01 00:00:00,882315.0,,0.24981,0.0,,,,,32373.0,32373.0,32401.0,,,,,,,PT3600S
2022-03-01 00:00:00,882316.0,,2.4387889,0.0,,,,,33896.0,33896.0,33896.0,,,,,,,PT3600S
2022-03-01 00:00:00,882317.0,,1.7458535,0.0,,,,,33862.0,33846.0,33854.0,,,,,,,PT3600S
2022-03-01 00:00:00,882318.0,,1.7950296,0.0,,,,,33234.0,33234.0,33234.0,,,,,,,PT3600S
2022-03-01 00:00:00,882319.0,,1.7742181,0.0,,,,,32005.0,32005.0,32005.0,,,,,,,PT3600S
2022-03-01 00:00:00,882320.0,,0.49754333,0.0,,,,,31183.0,31183.0,31207.0,,,,,,,PT3600S
2022-03-01 00:00:00,882321.0,,0.26881778,0.0,,,,,32235.0,32235.0,32235.0,,,,,,,PT3600S
2022-03-01 00:00:00,882322.0,,0.24622139,0.0,,,,,32517.0,32517.0,32514.0,,,,,,,PT3600S
2022-03-01 00:00:00,882323.0,,1.7782658,0.0,,,,,32832.0,32831.0,32831.0,,,,,,,PT3600S
2022-03-01 00:00:00,882324.0,,0.2540853,0.0,,,,,32947.0,32947.0,32941.0,,,,,,,PT3600S
2022-03-01 00:00:00,882325.0,,1.2881986,0.0,,,,,32968.0,32968.0,32968.0,,,,,,,PT3600S
2022-03-01 00:00:00,882326.0,,0.87885946,0.0,,,,,32726.0,32726.0,32814.0,,,,,,,PT3600S
2022-03-01 00:00:00,882327.0,,1.3401567,0.0,,,,,31614.0,31608.0,31616.0,,,,,,,PT3600S
2022-03-01 00:00:00,882328.0,,3.5857658,0.0,,,,,32749.0,32747.0,32749.0,,,,,,,PT3600S
2022-03-01 00:00:00,882329.0,,0.3022036,0.0,,,,,32387.0,32367.0,32389.0,,,,,,,PT3600S
2022-03-01 00:00:00,882330.0,,1.0805451,0.0,,,,,33265.0,33185.0,33294.0,,,,,,,PT3600S
2022-03-01 00:00:00,882331.0,,0.26200026,0.0,,,,,33443.0,33443.0,33443.0,,,,,,,PT3600S
2022-03-01 00:00:00,882332.0,,0.70541584,0.0,,,,,30697.0,30697.0,30698.0,,,,,,,PT3600S
2022-03-01 00:00:00,882333.0,,3.2897811,0.0,,,,,32313.0,32308.0,32308.0,,,,,,,PT3600S
2022-03-01 00:00:00,882334.0,,0.23861112,0.0,,,,,31786.0,31786.0,31850.0,,,,,,,PT3600S
2022-03-01 00:00:00,882335.0,,0.26594445,0.0,,,,,30678.0,30678.0,30675.0,,,,,,,PT3600S
2022-03-01 00:00:00,882336.0,,1.6673923,0.0,,,,,32721.0,32716.0,32724.0,,,,,,,PT3600S
2022-03-01 00:00:00,882337.0,,0.511805,0.0,,,,,29962.0,29962.0,30035.0,,,,,,,PT3600S
2022-03-01 00:00:00,882338.0,,0.75209248,0.0,,,,,32635.0,32635.0,32626.0,,,,,,,PT3600S
2022-03-01 00:00:00,882339.0,,0.3381575,0.0,,,,,31547.0,31547.0,31508.0,,,,,,,PT3600S
2022-03-01 00:00:00,882340.0,,0.82649535,0.0,,,,,33106.0,33105.0,33103.0,,,,,,,PT3600S
2022-03-01 00:00:00,882341.0,,0.62876028,0.0,,,,,32963.0,32963.0,32963.0,,,,,,,PT3600S
2022-03-01 00:00:00,882342.0,,0.26406971,0.0,,,,,31161.0,31161.0,31099.0,,,,,,,PT3600S
2022-03-01 00:00:00,882343.0,,3.0422406,0.0,,,,,33232.0,33232.0,33232.0,,,,,,,PT3600S
2022-03-01 00:00:00,882344.0,,2.3547955,0.0,,,,,30666.0,30666.0,30634.0,,,,,,,PT3600S
2022-03-01 00:00:00,882345.0,,1.1010423,0.0,,,,,32685.0,32683.0,32681.0,,,,,,,PT3600S
2022-03-01 00:00:00,882346.0,,1.0658617,0.0,,,,,27896.0,27896.0,27833.0,,,,,,,PT3600S
2022-03-01 00:00:00,882347.0,,0.43944833,0.0,,,,,31909.0,31909.0,31893.0,,,,,,,PT3600S
2022-03-01 00:00:00,882348.0,,2.1823249,0.0,,,,,28701.0,28698.0,28728.0,,,,,,,PT3600S
2022-03-01 00:00:00,882349.0,,0.60867167,0.0,,,,,31662.0,31662.0,31648.0,,,,,,,PT3600S
2022-03-01 00:00:00,882350.0,,0.87991798,0.0,,,,,26707.0,26694.0,26710.0,,,,,,,PT3600S
2022-03-01 00:00:00,882351.0,,0.62996471,0.0,,,,,32722.0,32722.0,32722.0,,,,,,,PT3600S
2022-03-01 00:00:00,882352.0,,1.5779288,0.0,,,,,32027.0,32026.0,32025.0,,,,,,,PT3600S
2022-03-01 00:00:00,882353.0,,3.4868979,0.0,,,,,31899.0,31897.0,31894.0,,,,,,,PT3600S
2022-03-01 00:00:00,882354.0,,0.19137168,0.0,,,,,32839.0,32839.0,32869.0,,,,,,,PT3600S
2022-03-01 00:00:00,882355.0,,2.1134102,0.0,,,,,32331.0,32331.0,32331.0,,,,,,,PT3600S
2022-03-01 00:00:00,882356.0,,0.61680502,0.0,,,,,32854.0,32845.0,32832.0,,,,,,,PT3600S
2022-03-01 00:00:00,882357.0,,1.1564578,0.0,,,,,32580.0,32580.0,32580.0,,,,,,,PT3600S
2022-03-01 00:00:00,882358.0,,1.2312233,0.0,,,,,33154.0,33154.0,33155.0,,,,,,,PT3600S
2022-03-01 00:00:00,882359.0,,0.72245276,0.0,,,,,33246.0,33246.0,33089.0,,,,,,,PT3600S
2022-03-01 00:00:00,882360.0,,0.25828058,0.0,,,,,34093.0,34093.0,34093.0,,,,,,,PT3600S
2022-03-01 00:00:00,882361.0,,0.34051168,0.0,,,,,29365.0,29365.0,29352.0,,,,,,,PT3600S
2022-03-01 00:00:00,882362.0,,1.9312268,0.0,,,,,33392.0,33389.0,33389.0,,,,,,,PT3600S
2022-03-01 00:00:00,882363.0,,1.0916278,0.0,,,,,32693.0,32693.0,32685.0,,,,,,,PT3600S
2022-03-01 00:00:00,882364.0,,2.4206548,0.0,,,,,30335.0,30328.0,30351.0,,,,,,,PT3600S
2022-03-01 00:00:00,882365.0,,0.33656973,0.0,,,,,31770.0,31768.0,31770.0,,,,,,,PT3600S
2022-03-01 00:00:00,882366.0,,1.3997847,0.0,,,,,32019.0,32018.0,32014.0,,,,,,,PT3600S
2022-03-01 00:00:00,882367.0,,1.0748614,0.0,,,,,32257.0,32065.0,32245.0,,,,,,,PT3600S
2022-03-01 00:00:00,882368.0,,3.2246351,0.0,,,,,32933.0,32928.0,32927.0,,,,,,,PT3600S
2022-03-01 00:00:00,882369.0,,1.0970494,0.0,,,,,33754.0,33754.0,33754.0,,,,,,,PT3600S
2022-03-01 00:00:00,882370.0,,0.87989861,0.0,,,,,32397.0,32397.0,32397.0,,,,,,,PT3600S
2022-03-01 00:00:00,882372.0,,1.2699931,0.0,,,,,31765.0,31765.0,31765.0,,,,,,,PT3600S
2022-03-01 00:00:00,882373.0,,1.0048584,0.0,,,,,32550.0,32550.0,32554.0,,,,,,,PT3600S
2022-03-01 00:00:00,882374.0,,2.4069262,0.0,,,,,33079.0,33075.0,33074.0,,,,,,,PT3600S
2022-03-01 00:00:00,882375.0,,2.4361606,0.0,,,,,31895.0,31893.0,31888.0,,,,,,,PT3600S
2022-03-01 00:00:00,882376.0,,0.33088416,0.0,,,,,33156.0,33129.0,33122.0,,,,,,,PT3600S
2022-03-01 00:00:00,882377.0,,2.3050306,0.0,,,,,32271.0,32258.0,32269.0,,,,,,,PT3600S
2022-03-01 00:00:00,882378.0,,1.0228283,0.0,,,,,28527.0,28527.0,28534.0,,,,,,,PT3600S
2022-03-01 00:00:00,882379.0,,1.3308122,0.0,,,,,31948.0,31948.0,31972.0,,,,,,,PT3600S
2022-03-01 00:00:00,882380.0,,3.0051398,0.0,,,,,32855.0,32855.0,32855.0,,,,,,,PT3600S
2022-03-01 00:00:00,882381.0,,1.0498055,0.0,,,,,32367.0,32367.0,32364.0,,,,,,,PT3600S
2022-03-01 00:00:00,882382.0,,1.6810342,0.0,,,,,33531.0,33531.0,33534.0,,,,,,,PT3600S
2022-03-01 00:00:00,882383.0,,2.1418808,0.0,,,,,32754.0,32754.0,32721.0,,,,,,,PT3600S
2022-03-01 00:00:00,882384.0,,0.77607334,0.0,,,,,30762.0,30762.0,30762.0,,,,,,,PT3600S
2022-03-01 00:00:00,882385.0,,0.52233136,0.0,,,,,28725.0,28725.0,28690.0,,,,,,,PT3600S
2022-03-01 00:00:00,882386.0,,1.7597209,0.0,,,,,31979.0,31979.0,31978.0,,,,,,,PT3600S
2022-03-01 00:00:00,882387.0,,0.28327194,0.0,,,,,32007.0,32007.0,32007.0,,,,,,,PT3600S
2022-03-01 00:00:00,884593.0,,2.0759494,0.0,,,,,32525.0,32525.0,32525.0,,,,,,,PT3600S
2022-03-01 01:00:00,629924.0,,1.7419116,0.0,,,,,32764.0,32762.0,32766.0,,,,,,,PT3600S
2022-03-01 01:00:00,635174.0,,0.95797002,0.0,,,,,29988.0,29988.0,29999.0,,,,,,,PT3600S
2022-03-01 01:00:00,642457.0,,0.69121361,0.0,,,,,29758.0,29758.0,29758.0,,,,,,,PT3600S
2022-03-01 01:00:00,644294.0,,0.29954776,0.0,,,,,29835.0,29835.0,29835.0,,,,,,,PT3600S
2022-03-01 01:00:00,644920.0,,0.89558333,0.0,,,,,33216.0,33214.0,33214.0,,,,,,,PT3600S
2022-03-01 01:00:00,645834.0,,1.4318662,0.0,,,,,34178.0,34178.0,34185.0,,,,,,,PT3600S
2022-03-01 01:00:00,645985.0,,1.6882783,0.0,,,,,30817.0,30817.0,30826.0,,,,,,,PT3600S
2022-03-01 01:00:00,646452.0,,2.8236098,0.0,,,,,32232.0,32229.0,32231.0,,,,,,,PT3600S
2022-03-01 01:00:00,647126.0,,1.1348433,0.0,,,,,33162.0,33162.0,33160.0,,,,,,,PT3600S
2022-03-01 01:00:00,648789.0,,0.49243334,0.0,,,,,29577.0,29577.0,29587.0,,,,,,,PT3600S
2022-03-01 01:00:00,648928.0,,0.51375639,0.0,,,,,31397.0,31397.0,31385.0,,,,,,,PT3600S
2022-03-01 01:00:00,649104.0,,0.22982693,0.0,,,,,32507.0,32486.0,32506.0,,,,,,,PT3600S
2022-03-01 01:00:00,650485.0,,0.41010305,0.0,,,,,33209.0,33209.0,33169.0,,,,,,,PT3600S
2022-03-01 01:00:00,651165.0,,1.0749047,0.0,,,,,32729.0,32729.0,32729.0,,,,,,,PT3600S
2022-03-01 01:00:00,652188.0,,0.58166528,0.0,,,,,32365.0,32365.0,32364.0,,,,,,,PT3600S
2022-03-01 01:00:00,652359.0,,0.27260083,0.0,,,,,31874.0,31874.0,31884.0,,,,,,,PT3600S
2022-03-01 01:00:00,652388.0,,0.80189526,0.0,,,,,31925.0,31925.0,31928.0,,,,,,,PT3600S
2022-03-01 01:00:00,652636.0,,0.39264777,0.0,,,,,32813.0,32813.0,32825.0,,,,,,,PT3600S
2022-03-01 01:00:00,653027.0,,0.24116889,0.0,,,,,32137.0,32137.0,32137.0,,,,,,,PT3600S
2022-03-01 01:00:00,653921.0,,0.76749468,0.0,,,,,32003.0,32003.0,32003.0,,,,,,,PT3600S
2022-03-01 01:00:00,653997.0,,1.6463833,0.0,,,,,32144.0,32135.0,32129.0,,,,,,,PT3600S
2022-03-01 01:00:00,654026.0,,0.93285251,0.0,,,,,31394.0,31375.0,31388.0,,,,,,,PT3600S
2022-03-01 01:00:00,654147.0,,2.1310234,0.0,,,,,32733.0,32733.0,32733.0,,,,,,,PT3600S
2022-03-01 01:00:00,654366.0,,0.31437415,0.0,,,,,30752.0,30752.0,30751.0,,,,,,,PT3600S
2022-03-01 01:00:00,882206.0,,1.3578986,0.0,,,,,33734.0,33729.0,33729.0,,,,,,,PT3600S
2022-03-01 01:00:00,882207.0,,0.33673972,0.0,,,,,31526.0,31526.0,31526.0,,,,,,,PT3600S
2022-03-01 01:00:00,882208.0,,0.22320113,0.0,,,,,32223.0,32223.0,32219.0,,,,,,,PT3600S
2022-03-01 01:00:00,882209.0,,2.185745,0.0,,,,,32571.0,32571.0,32568.0,,,,,,,PT3600S
2022-03-01 01:00:00,882210.0,,0.96182251,0.0,,,,,32254.0,32253.0,32252.0,,,,,,,PT3600S
