begintime,sk_object,1282454495,1282454496,1282454497,1282454498,1282454499,1282454500,1282454501,1282454502,duration
2022-03-01 00:00:00,502280.0,128078.0,0.0,567942.0,0.0,8621521.0,0.0,54252320.0,0.0,PT3600S
2022-03-01 00:00:00,502322.0,1497035.0,0.0,2663219.0,0.0,563061564.0,0.0,1451686769.0,0.0,PT3600S
2022-03-01 00:00:00,502323.0,654815.0,0.0,845677.0,0.0,159029573.0,0.0,362160230.0,0.0,PT3600S
2022-03-01 00:00:00,502328.0,221794.0,2782.0,476030.0,0.0,23473235.0,216442.0,131885498.0,0.0,PT3600S
2022-03-01 00:00:00,502330.0,283961.0,0.0,400110.0,0.0,26385519.0,0.0,114429473.0,0.0,PT3600S
2022-03-01 00:00:00,502368.0,699449.0,0.0,1009423.0,0.0,106563381.0,0.0,381469566.0,0.0,PT3600S
2022-03-01 00:00:00,502414.0,346197.0,0.0,612526.0,0.0,55951974.0,0.0,221348316.0,0.0,PT3600S
2022-03-01 00:00:00,502415.0,1253001.0,0.0,2229628.0,0.0,472616034.0,0.0,1160920818.0,0.0,PT3600S
2022-03-01 00:00:00,502416.0,266038.0,0.0,674022.0,0.0,34508815.0,0.0,120675215.0,0.0,PT3600S
2022-03-01 00:00:00,502457.0,1186253.0,0.0,1853381.0,0.0,371954904.0,0.0,982496712.0,0.0,PT3600S
2022-03-01 00:00:00,502522.0,648226.0,0.0,900783.0,0.0,176512370.0,0.0,424281774.0,0.0,PT3600S
2022-03-01 00:00:00,502570.0,376696.0,0.0,471107.0,0.0,52328115.0,0.0,177869176.0,0.0,PT3600S
2022-03-01 00:00:00,502605.0,877599.0,2783.0,1158963.0,0.0,118074919.0,216614.0,316758523.0,0.0,PT3600S
2022-03-01 00:00:00,502647.0,1118193.0,0.0,1944043.0,0.0,380540645.0,0.0,1031180616.0,0.0,PT3600S
2022-03-01 00:00:00,502648.0,649794.0,0.0,1011641.0,0.0,103158082.0,0.0,426422636.0,0.0,PT3600S
2022-03-01 00:00:00,502649.0,825130.0,0.0,1352360.0,0.0,213025744.0,0.0,659514880.0,0.0,PT3600S
