begintime,sk_object,duration,M8072C28,M8072C29,M8072C0,M8072C1,M8072C2,M8072C3,M8072C4,M8072C5,M8072C6,M8072C30,M8072C7,M8072C8,M8072C9,M8072C10,M8072C11,M8072C12,M8072C13,M8072C31,M8072C32,M8072C33
2022-03-11 21:47:00,6279.0,13,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,6282.0,13,0.0,0.0,248.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,242.0,241.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,6290.0,13,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,6291.0,13,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,6300.0,13,0.0,0.0,45.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,36.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,6320.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,6286.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,6287.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,6288.0,5,0.0,0.0,88.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,6310.0,5,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,6314.0,5,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,6319.0,5,0.0,0.0,170.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,6279.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,6282.0,10,1.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0
