begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,PDCP_SDU_VOL_DL,L.Thrp.bits.DL
2022-02-11,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,413122752352.0
2022-02-12,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,470437389640.0
2022-02-13,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,91.66666666666667,0,422215128896.0
2022-02-17,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,0,303317924408.0
2022-02-18,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,375777902800.0
2022-02-19,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,445536041896.0
2022-02-20,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,438900205496.0
2022-03-01,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,274161153760.0
2022-03-02,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,300349723136.0
2022-03-03,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,298462402080.0
2022-03-06,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,83.33333333333333,0,265250374800.0
2022-03-07,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,252174574864.0
2022-03-09,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,4.166666666666667,0,39072457976.0
2022-03-10,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,0,321684490832.0
2022-03-11,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,344358071784.0
2022-03-12,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,75.0,0,341075291072.0
2022-03-13,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,0,254494415784.0
2022-03-14,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,274403366616.0
2022-03-15,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=3,Cell Name=4G_MALAMA_II-3,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",809128.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0,303566477944.0
