begintime,ne_name,ne_type,vendor,integrity,L.Thrp.bits.DL,4G traffic,id
2022-03-10,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,2946968069712.0,2946968069712.0,61
2022-03-10,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,2195254210600.0,2195254210600.0,62
2022-03-10,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,878122308408.0,878122308408.0,63
2022-03-11,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,3065351584344.0,3065351584344.0,64
2022-03-11,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2367458472160.0,2367458472160.0,65
2022-03-11,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,845571201248.0,845571201248.0,66
2022-03-12,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,79.17,2629632278720.0,2629632278720.0,67
2022-03-12,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,79.17,2039107200832.0,2039107200832.0,68
2022-03-12,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,79.17,834772988920.0,834772988920.0,69
2022-03-13,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,87.5,2885737426864.0,2885737426864.0,70
2022-03-13,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,87.5,2152265131088.0,2152265131088.0,71
2022-03-13,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,87.5,781694088040.0,781694088040.0,72
2022-03-14,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,98.96,2616296655752.0,2616296655752.0,73
2022-03-14,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,99.17,1782487984880.0,1782487984880.0,74
2022-03-14,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,666580092456.0,666580092456.0,75
2022-03-15,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2931151272424.0,2931151272424.0,76
2022-03-15,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2059049249872.0,2059049249872.0,77
2022-03-15,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,258544127208.0,258544127208.0,78
