begintime,ne_name,ne_type,vendor,integrity,L.Thrp.bits.DL,4G traffic,id
2022-02-02,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,2805389979104.0,2805389979104.0,1
2022-02-02,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,2495587796248.0,2495587796248.0,2
2022-02-02,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,531577906096.0,531577906096.0,3
2022-02-03,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,3178424221344.0,3178424221344.0,4
2022-02-03,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2393322709784.0,2393322709784.0,5
2022-02-03,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,512600884544.0,512600884544.0,6
2022-02-04,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,3057093087992.0,3057093087992.0,7
2022-02-04,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2505979833616.0,2505979833616.0,8
2022-02-04,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,564278912912.0,564278912912.0,9
2022-02-05,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2863831384784.0,2863831384784.0,10
2022-02-05,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2305382821216.0,2305382821216.0,11
2022-02-05,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,550889663160.0,550889663160.0,12
2022-02-06,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,3026870137880.0,3026870137880.0,13
2022-02-06,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2452125338408.0,2452125338408.0,14
2022-02-06,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,512211342144.0,512211342144.0,15
2022-02-08,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,1470483014224.0,1470483014224.0,16
2022-02-08,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2098928263424.0,2098928263424.0,17
2022-02-08,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,548693653056.0,548693653056.0,18
2022-02-10,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2889726542344.0,2889726542344.0,19
2022-02-10,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2499681488640.0,2499681488640.0,20
2022-02-10,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,672986696672.0,672986696672.0,21
2022-02-11,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2811280300872.0,2811280300872.0,22
2022-02-11,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2398337965240.0,2398337965240.0,23
2022-02-11,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,711433630720.0,711433630720.0,24
2022-02-12,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,3243663766992.0,3243663766992.0,25
2022-02-12,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2402896437024.0,2402896437024.0,26
2022-02-12,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,894893470088.0,894893470088.0,27
2022-02-13,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,3235152546344.0,3235152546344.0,28
2022-02-13,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2386151213136.0,2386151213136.0,29
2022-02-13,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,699261783400.0,699261783400.0,30
2022-02-17,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,87.5,2608364220472.0,2608364220472.0,31
2022-02-17,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,87.5,2243100658000.0,2243100658000.0,32
2022-02-17,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,87.5,541106303408.0,541106303408.0,33
2022-02-18,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2977150304976.0,2977150304976.0,34
2022-02-18,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2244766034536.0,2244766034536.0,35
2022-02-18,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,695572483672.0,695572483672.0,36
2022-02-19,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2727083118256.0,2727083118256.0,37
2022-02-19,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2022536200808.0,2022536200808.0,38
2022-02-19,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,793315712840.0,793315712840.0,39
2022-02-20,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,3012339696720.0,3012339696720.0,40
2022-02-20,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2184522212736.0,2184522212736.0,41
2022-02-20,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,899286219696.0,899286219696.0,42
2022-03-01,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,3034538340336.0,3034538340336.0,43
2022-03-01,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2467032186472.0,2467032186472.0,44
2022-03-01,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,1022906063784.0,1022906063784.0,45
2022-03-02,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2932186121384.0,2932186121384.0,46
2022-03-02,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2603153640064.0,2603153640064.0,47
2022-03-02,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,801878031784.0,801878031784.0,48
2022-03-03,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2994457997880.0,2994457997880.0,49
2022-03-03,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2647043615528.0,2647043615528.0,50
2022-03-03,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,750749403672.0,750749403672.0,51
2022-03-06,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,3027887003256.0,3027887003256.0,52
2022-03-06,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,2787572803664.0,2787572803664.0,53
2022-03-06,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,978860496312.0,978860496312.0,54
2022-03-07,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2808643864680.0,2808643864680.0,55
2022-03-07,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,2185170835192.0,2185170835192.0,56
2022-03-07,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,880609067440.0,880609067440.0,57
2022-03-09,selected NEs,eNodeB(4G) : Measurement of Cell Performance,Huawei,4.17,167297225120.0,167297225120.0,58
2022-03-09,ws 6,eNodeB(4G) : Measurement of Cell Performance,Huawei,4.17,127597430104.0,127597430104.0,59
2022-03-09,wsss1,eNodeB(4G) : Measurement of Cell Performance,Huawei,4.17,43727989248.0,43727989248.0,60
