begintime,sk_object,duration,M51328C0,M51328C1,M51328C2,M51328C7,M51328C8,M51328C11,M51328C12,M51328C13,M51328C9,M51328C5
2022-03-15 06:58:00,324.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17 02:53:00,323.0,7,0.0,12028.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17 02:54:00,325.0,6,0.0,9057.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17 02:54:00,326.0,6,0.0,8094.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17 02:54:00,327.0,6,0.0,8241.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17 02:54:00,328.0,6,0.0,4455.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17 02:54:00,330.0,6,0.0,18699.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17 02:55:00,329.0,5,0.0,19106.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-18 18:00:00,326.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-18 18:15:00,326.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-18 18:30:00,326.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-18 18:45:00,326.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-19 06:56:00,86700.0,4,0.0,9505.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-19 13:46:00,324.0,14,108.0,29210.0,0.0,0.0,0.0,108.0,0.0,0.0,,
2022-03-19 16:58:00,324.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 21:47:00,324.0,13,0.0,40405.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-12 05:55:00,327.0,5,0.0,12495.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-12 06:50:00,324.0,10,2.0,18358.0,0.0,0.0,2.0,0.0,0.0,0.0,,
