begintime,sk_object,duration,integrity,M8910C0,M8910C1,M8910C2,M8910C3,M8910C4,M8910C5,M8910C6,M8910C7,M8910C8,M8910C9,M8910C10,M8910C11,M8910C12,M8910C13,M8910C14,M8910C15,M8910C16,M8910C17,M8910C18,M8910C19,M8910C20,M8910C21,M8910C22,M8910C23,M8910C24,M8910C25,M8910C26,M8910C27,M8910C28,M8910C29
2022-03-16 17:00:00,23234.0,60.0,100.0,0.0,0.0,0.0,0.0,321468464.0,112778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-15 05:00:00,23258.0,60.0,100.0,0.0,0.0,0.0,0.0,58281320.0,8312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-15 04:00:00,23250.0,60.0,100.0,0.0,0.0,0.0,0.0,82367336.0,5562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-14 10:00:00,23174.0,60.0,100.0,0.0,0.0,9544.0,6.0,447228736.0,42619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11 02:00:00,23171.0,60.0,100.0,0.0,0.0,0.0,0.0,23460368.0,4468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-13 01:00:00,23210.0,60.0,100.0,0.0,0.0,0.0,0.0,3021480.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-17 05:00:00,23222.0,60.0,100.0,0.0,0.0,0.0,0.0,3913649464.0,244983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-15 04:00:00,23172.0,60.0,100.0,0.0,0.0,0.0,0.0,2931728.0,2405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-16 10:00:00,23211.0,60.0,100.0,0.0,0.0,0.0,0.0,51671192.0,8163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-19 01:00:00,23168.0,60.0,100.0,0.0,0.0,0.0,0.0,4630754032.0,219592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-18 06:00:00,23227.0,60.0,100.0,0.0,0.0,0.0,0.0,345352.0,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-16 13:00:00,23187.0,60.0,100.0,0.0,0.0,0.0,0.0,8801112.0,9200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11 10:00:00,23205.0,60.0,100.0,0.0,0.0,0.0,0.0,391220104.0,23561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-16 04:00:00,23187.0,60.0,100.0,0.0,0.0,0.0,0.0,14971680.0,1457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-19 07:00:00,23171.0,60.0,100.0,0.0,0.0,0.0,0.0,442439264.0,47789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-16 06:00:00,23227.0,60.0,100.0,0.0,0.0,0.0,0.0,84728.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-14 04:00:00,23210.0,60.0,100.0,0.0,0.0,0.0,0.0,4548792.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-13 01:00:00,23201.0,60.0,100.0,0.0,0.0,0.0,0.0,66902216.0,3979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-11 14:00:00,23258.0,60.0,100.0,0.0,0.0,0.0,0.0,8486560.0,3617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-19 02:00:00,23186.0,60.0,100.0,0.0,0.0,0.0,0.0,26149872.0,4859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-14 10:00:00,23246.0,60.0,100.0,0.0,0.0,0.0,0.0,298949104.0,211868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-15 01:00:00,23195.0,60.0,100.0,0.0,0.0,0.0,0.0,149022720.0,10462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2022-03-15 04:00:00,23254.0,60.0,100.0,0.0,0.0,0.0,0.0,79036960.0,9934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
