measObjLdn,duration,begin_time,20000977.0,20000978.0,20000979.0,20000980.0,20000981.0,20000982.0,20000983.0,20000984.0,20000985.0,20000986.0,20000987.0,20000988.0,20000989.0,20000990.0,20000991.0,20000992.0,20000993.0,20000994.0
"ManagedElement=1,NodeBFunction=1,Iub=Iub_KIN155,IubDataStreams=1",900.0,2021-09-26 19:15:00,",,,,,,,,,,,,,,,","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","333173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",",,,,,,,,,,,,,,,",",,,,,,,,,,,,,,,","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",",,,,,,,,,,,,,,,",",,,,,,,,,,,,,,,",",,,,,,,,,,,,,,,",",,,,,,,,,,,,,,,",",,,,,,,,,,,,,,,",",,,,,,,,,,,,,,,",",,,,,,,,,,,,,,,",",,,,,,,,,,,,,,,","53995,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,3,3,4,1,8,6,7,9,11,10,9,8,8,11,10,16,13,19,20,14,16,17,12,12,12,16,18,11,5,17,15,14,18,15,11,19,13,14,14,16,14,15,18,9,11,15,15,10,13,3,13,14,14,8,10,6,2,9,7,5,7,4,12,1,6,4,5,6,6,5,6,2,5,4,2,4,3,6,5,6,3,5,7,4,2,76,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
