begintime,sk_object,duration,integrity,M8027C0,M8027C1,M8027C2,M8027C3,M8027C4,M8027C5
2022-03-11 01:00:00,20778.0,60.0,100.0,0.0,0.0,0.0,14.0,13.0,0.0
2022-03-17 18:00:00,20800.0,60.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0
2022-03-19 14:00:00,20835.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 02:00:00,20803.0,60.0,100.0,0.0,0.0,0.0,21.0,0.0,21.0
2022-03-17 10:00:00,20756.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 16:00:00,20837.0,60.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-03-17 01:00:00,20749.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 00:00:00,20797.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 18:00:00,20761.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 06:00:00,20747.0,60.0,100.0,0.0,0.0,0.0,5.0,0.0,5.0
2022-03-11 19:00:00,20794.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 06:00:00,20797.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 18:00:00,20826.0,60.0,100.0,4.0,4.0,4.0,7.0,5.0,1.0
2022-03-11 13:00:00,20788.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 17:00:00,20804.0,60.0,100.0,0.0,0.0,0.0,8.0,2.0,6.0
2022-03-14 00:00:00,20809.0,60.0,100.0,1.0,1.0,1.0,9.0,2.0,7.0
2022-03-12 17:00:00,20766.0,60.0,100.0,2.0,2.0,2.0,15.0,5.0,10.0
2022-03-12 06:00:00,20783.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 12:00:00,20788.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 16:00:00,20758.0,60.0,100.0,1.0,1.0,1.0,4.0,2.0,2.0
2022-03-12 21:00:00,20808.0,60.0,100.0,0.0,0.0,0.0,2.0,0.0,2.0
2022-03-13 06:00:00,20822.0,60.0,100.0,0.0,0.0,0.0,17.0,0.0,17.0
2022-03-11 13:00:00,20794.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 04:00:00,20756.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 18:00:00,20773.0,60.0,100.0,5.0,5.0,4.0,17.0,5.0,11.0
2022-03-14 14:00:00,20814.0,60.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-03-13 11:00:00,20811.0,60.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0
2022-03-13 11:00:00,20837.0,60.0,100.0,1.0,1.0,1.0,2.0,0.0,2.0
2022-03-12 13:00:00,20829.0,60.0,100.0,0.0,0.0,0.0,2.0,0.0,2.0
2022-03-13 14:00:00,20820.0,60.0,100.0,2.0,2.0,2.0,8.0,2.0,5.0
2022-03-14 03:00:00,20759.0,60.0,100.0,0.0,0.0,0.0,4.0,0.0,4.0
2022-03-11 19:00:00,20801.0,60.0,100.0,3.0,3.0,3.0,6.0,1.0,5.0
2022-03-12 13:00:00,20784.0,60.0,100.0,1.0,1.0,1.0,20.0,3.0,17.0
2022-03-13 04:00:00,20815.0,60.0,100.0,0.0,0.0,0.0,28.0,0.0,28.0
2022-03-13 09:00:00,20761.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 03:00:00,20790.0,60.0,100.0,0.0,0.0,0.0,7.0,0.0,7.0
2022-03-14 18:00:00,20797.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 10:00:00,20780.0,60.0,100.0,12.0,12.0,12.0,46.0,3.0,43.0
2022-03-14 02:00:00,20806.0,60.0,100.0,0.0,0.0,0.0,5.0,0.0,5.0
2022-03-11 23:00:00,20795.0,60.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0
2022-03-12 19:00:00,20819.0,60.0,100.0,8.0,8.0,7.0,89.0,55.0,27.0
2022-03-11 08:00:00,20771.0,60.0,100.0,0.0,0.0,0.0,3.0,0.0,3.0
2022-03-12 05:00:00,20808.0,22.0,36.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 08:00:00,20779.0,60.0,100.0,2.0,2.0,1.0,23.0,1.0,22.0
2022-03-12 12:00:00,20826.0,60.0,100.0,1.0,1.0,1.0,4.0,2.0,2.0
2022-03-14 08:00:00,20791.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 20:00:00,20766.0,60.0,100.0,11.0,11.0,11.0,23.0,10.0,13.0
2022-03-14 23:00:00,20767.0,60.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-03-12 11:00:00,20792.0,60.0,100.0,1.0,1.0,1.0,10.0,3.0,7.0
2022-03-11 10:00:00,20811.0,60.0,100.0,0.0,0.0,0.0,3.0,1.0,2.0
2022-03-11 06:00:00,20810.0,60.0,100.0,1.0,1.0,1.0,10.0,0.0,10.0
2022-03-13 17:00:00,20762.0,60.0,100.0,6.0,6.0,6.0,25.0,3.0,21.0
2022-03-14 21:00:00,20788.0,60.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0
2022-03-14 12:00:00,20759.0,60.0,100.0,15.0,15.0,13.0,48.0,17.0,31.0
2022-03-13 19:00:00,20779.0,60.0,100.0,5.0,5.0,5.0,25.0,3.0,21.0
2022-03-12 01:00:00,20747.0,60.0,100.0,0.0,0.0,0.0,3.0,0.0,3.0
2022-03-13 19:00:00,20752.0,60.0,100.0,11.0,11.0,9.0,38.0,35.0,1.0
2022-03-14 11:00:00,20801.0,60.0,100.0,7.0,7.0,7.0,9.0,4.0,5.0
2022-03-13 15:00:00,20779.0,60.0,100.0,4.0,4.0,4.0,32.0,8.0,24.0
2022-03-14 20:00:00,20791.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 14:00:00,20839.0,60.0,100.0,15.0,15.0,15.0,41.0,5.0,34.0
2022-03-12 20:00:00,20818.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:00:00,20826.0,60.0,100.0,8.0,8.0,8.0,8.0,7.0,0.0
2022-03-14 16:00:00,20810.0,60.0,100.0,0.0,0.0,0.0,10.0,0.0,10.0
2022-03-12 23:00:00,20819.0,60.0,100.0,6.0,6.0,6.0,33.0,19.0,10.0
2022-03-11 22:00:00,20838.0,60.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0
2022-03-11 01:00:00,20813.0,60.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0
2022-03-12 01:00:00,20757.0,60.0,100.0,1.0,1.0,1.0,3.0,0.0,3.0
2022-03-12 10:00:00,20766.0,60.0,100.0,1.0,1.0,1.0,25.0,3.0,22.0
2022-03-12 01:00:00,20820.0,60.0,100.0,0.0,0.0,0.0,5.0,2.0,3.0
2022-03-13 05:00:00,20798.0,60.0,100.0,1.0,1.0,0.0,37.0,1.0,35.0
2022-03-12 17:00:00,20835.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 00:00:00,20782.0,60.0,100.0,2.0,2.0,2.0,40.0,6.0,33.0
2022-03-14 11:00:00,20771.0,60.0,100.0,2.0,2.0,2.0,12.0,0.0,12.0
2022-03-14 12:00:00,20749.0,60.0,100.0,3.0,3.0,3.0,0.0,0.0,0.0
2022-03-11 17:00:00,20768.0,18.0,30.0,3.0,3.0,3.0,17.0,13.0,4.0
2022-03-11 08:00:00,20795.0,60.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-03-13 06:00:00,20824.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 01:00:00,20798.0,60.0,100.0,1.0,1.0,1.0,68.0,1.0,67.0
2022-03-12 05:00:00,20823.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 07:00:00,20760.0,60.0,100.0,1.0,1.0,1.0,6.0,4.0,2.0
2022-03-13 15:00:00,20758.0,60.0,100.0,0.0,0.0,0.0,9.0,4.0,5.0
2022-03-11 23:00:00,20828.0,60.0,100.0,0.0,0.0,0.0,5.0,1.0,4.0
2022-03-12 17:00:00,20819.0,60.0,100.0,3.0,3.0,2.0,53.0,34.0,16.0
2022-03-14 14:00:00,20779.0,60.0,100.0,0.0,0.0,0.0,36.0,2.0,27.0
2022-03-11 14:00:00,20832.0,60.0,100.0,3.0,3.0,3.0,7.0,0.0,7.0
2022-03-14 01:00:00,20752.0,60.0,100.0,0.0,0.0,0.0,2.0,1.0,1.0
2022-03-12 03:00:00,20784.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 01:00:00,20797.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 11:00:00,20786.0,60.0,100.0,34.0,34.0,34.0,21.0,11.0,10.0
2022-03-11 09:00:00,20826.0,60.0,100.0,5.0,5.0,5.0,10.0,7.0,3.0
2022-03-11 06:00:00,20812.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 09:00:00,20774.0,60.0,100.0,0.0,0.0,0.0,12.0,5.0,6.0
2022-03-14 14:00:00,20757.0,60.0,100.0,0.0,0.0,0.0,6.0,2.0,4.0
2022-03-11 21:00:00,20794.0,60.0,100.0,1.0,1.0,1.0,1.0,1.0,0.0
2022-03-11 14:00:00,20756.0,60.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-03-13 00:00:00,20762.0,60.0,100.0,6.0,6.0,6.0,17.0,0.0,17.0
2022-03-11 14:00:00,20795.0,60.0,100.0,0.0,0.0,0.0,2.0,0.0,1.0
2022-03-14 21:00:00,20811.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 05:00:00,20809.0,60.0,100.0,0.0,0.0,0.0,17.0,0.0,17.0
2022-03-12 10:00:00,20795.0,60.0,100.0,0.0,0.0,0.0,3.0,0.0,1.0
