begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL
2022-02-02,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,175050242432.0
2022-02-03,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,208261952984.0
2022-02-04,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,225691753456.0
2022-02-05,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,162029179424.0
2022-02-06,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,30840856200.0
2022-02-08,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,286753740816.0
2022-02-10,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,184703646304.0
2022-02-11,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,315530511904.0
2022-02-12,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,140710820752.0
2022-02-13,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,52420952448.0
2022-02-17,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,252482499088.0
2022-02-18,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,54644679904.0
2022-02-19,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST,Local Cell ID=6,Cell Name=4G_ECOWASST-6,eNodeB ID=5063,Cell FDD TDD indication=CELL_FDD",809130.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,133386718008.0
