begintime,sk_object,duration,integrity,M8049C0,M8049C1,M8049C2,M8049C3
2022-03-11,21822.0,1440.0,100.0,83.0,18594.0,18322.0,30513.0
2022-03-16,21823.0,1440.0,100.0,469.0,53199.0,42940.0,77753.0
2022-03-17,21828.0,1440.0,100.0,221.0,44408.0,34766.0,59483.0
2022-03-17,21824.0,1375.0,95.48611111111111,596.0,49888.0,43276.0,75590.0
2022-03-13,21821.0,1440.0,100.0,57.0,67404.0,21640.0,68857.0
2022-03-19,21824.0,1129.0,78.40277777777777,602.0,48365.0,33635.0,66273.0
2022-03-11,21838.0,1440.0,100.0,143.0,25291.0,27971.0,42507.0
2022-03-14,21828.0,1440.0,100.0,259.0,47232.0,39167.0,71851.0
2022-03-17,21835.0,1380.0,95.83333333333333,255.0,53631.0,26796.0,64460.0
2022-03-15,21820.0,1440.0,100.0,197.0,39265.0,27275.0,54338.0
2022-03-14,21836.0,1440.0,100.0,136.0,24970.0,20488.0,39327.0
2022-03-17,21832.0,1380.0,95.83333333333333,60.0,30535.0,28694.0,43596.0
2022-03-14,21829.0,1440.0,100.0,328.0,37665.0,24685.0,53115.0
2022-03-11,21827.0,1440.0,100.0,479.0,39928.0,37646.0,67073.0
2022-03-11,21821.0,1440.0,100.0,61.0,73061.0,27861.0,76791.0
2022-03-18,21837.0,1218.0,84.58333333333333,121.0,21651.0,23613.0,36253.0
2022-03-18,21831.0,1440.0,100.0,464.0,41701.0,40184.0,64891.0
2022-03-18,21835.0,1440.0,100.0,284.0,47374.0,28132.0,63480.0
2022-03-15,21837.0,1378.0,95.69444444444444,137.0,22359.0,32936.0,44264.0
2022-03-17,21834.0,1380.0,95.83333333333333,472.0,55873.0,23315.0,64397.0
2022-03-14,21825.0,1440.0,100.0,312.0,53778.0,32008.0,69583.0
2022-03-19,21827.0,1311.0,91.04166666666667,503.0,42555.0,31055.0,62134.0
2022-03-18,21821.0,1440.0,100.0,62.0,68877.0,19111.0,69902.0
2022-03-18,21822.0,1440.0,100.0,97.0,18977.0,22849.0,32440.0
