begintime,sk_object,duration,M8032C0,M8032C1,M8032C3,M8032C4,M8032C6,M8032C7
2022-03-11 21:47:00,2597.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2603.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2610.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2614.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2619.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2627.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2631.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2638.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2648.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2652.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2656.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2663.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2679.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2687.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2693.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2696.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2699.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2705.0,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2605.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2612.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2616.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2617.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2621.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2624.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2643.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2649.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2658.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2661.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2664.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2665.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2668.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2674.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2677.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2684.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2701.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2710.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2597.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2603.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2610.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2614.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2619.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2627.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2631.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2638.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2648.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2652.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2656.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2663.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2679.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2687.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2693.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2696.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2699.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,2705.0,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2597.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2603.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2610.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2614.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2619.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2627.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2631.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2638.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2648.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2652.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2656.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2663.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2679.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2687.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2693.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2696.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2699.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,2705.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 02:53:00,2586.0,7,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 02:53:00,2590.0,7,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 02:53:00,2598.0,7,0.0,0.0,0.0,0.0,0.0,0.0
