begintime,sk_object,67194090,67194091,67194092,67194093,67194094,67194095,duration
2022-03-01 00:00:00,7668724.0,64.237,28.346,45.123,111.648,75.853,84.399,PT3600S
2022-03-01 00:00:00,7668725.0,16.678,2.81,7.877,16.934,9.229,12.252,PT3600S
2022-03-01 00:00:00,7668726.0,23.302,2.451,7.796,23.891,1.402,7.594,PT3600S
2022-03-01 00:00:00,7668727.0,100.87,50.618,73.194,111.725,84.864,98.6,PT3600S
2022-03-01 00:00:00,7668728.0,87.571,26.72,56.341,103.277,30.362,67.019,PT3600S
2022-03-01 00:00:00,7668729.0,108.122,47.565,72.407,130.246,58.579,87.598,PT3600S
2022-03-01 00:00:00,7668730.0,187.29,92.992,132.419,232.294,109.907,163.547,PT3600S
2022-03-01 00:00:00,7668731.0,154.886,70.72,105.002,198.426,93.056,134.16,PT3600S
2022-03-01 00:00:00,7668732.0,97.888,47.347,67.982,91.149,63.91,76.129,PT3600S
2022-03-01 00:00:00,7668733.0,209.683,86.234,134.242,269.133,117.773,164.962,PT3600S
2022-03-01 00:00:00,7668734.0,162.502,82.304,117.551,171.789,135.635,152.386,PT3600S
2022-03-01 00:00:00,7668735.0,162.355,77.933,114.261,195.616,97.325,139.577,PT3600S
2022-03-01 00:00:00,7668736.0,92.32,41.062,60.347,88.582,62.682,72.176,PT3600S
2022-03-01 00:00:00,7668737.0,122.31,63.059,88.981,123.046,94.464,107.064,PT3600S
2022-03-01 00:00:00,7668738.0,116.87,57.395,81.893,141.837,71.629,100.768,PT3600S
2022-03-01 00:00:00,7668739.0,125.907,58.573,87.708,150.528,67.77,104.094,PT3600S
2022-03-01 00:00:00,7668740.0,141.453,61.088,93.267,165.459,71.347,111.72,PT3600S
2022-03-01 00:00:00,7668741.0,11.469,0.896,4.063,11.443,0.64,3.312,PT3600S
2022-03-01 00:00:00,7668742.0,50.246,14.061,28.57,57.082,16.934,34.175,PT3600S
2022-03-01 00:00:00,7668743.0,205.613,107.475,148.492,244.608,128.301,180.739,PT3600S
2022-03-01 00:00:00,7668744.0,20.134,2.688,9.017,19.904,1.555,8.413,PT3600S
2022-03-01 00:00:00,7668745.0,19.866,1.498,9.451,19.821,1.037,10.496,PT3600S
2022-03-01 00:00:00,7668746.0,37.088,9.53,18.977,40.954,8.09,21.429,PT3600S
2022-03-01 00:00:00,7668747.0,119.757,57.632,83.25,113.075,79.712,93.843,PT3600S
2022-03-01 00:00:00,7668748.0,41.696,9.395,21.015,51.84,11.347,25.217,PT3600S
2022-03-01 00:00:00,7668749.0,46.285,13.248,28.643,54.714,14.656,33.617,PT3600S
2022-03-01 00:00:00,7668751.0,130.221,31.162,77.432,134.95,31.616,78.747,PT3600S
2022-03-01 00:00:00,7668752.0,51.91,18.675,33.224,57.126,40.614,48.008,PT3600S
2022-03-01 00:00:00,7668753.0,22.374,8.282,13.518,28.96,7.949,15.274,PT3600S
