begintime,sk_object,duration,integrity,67194651,67194652,67194653,67194654,67194655,67194656,67194657
2022-02-13,7669469.0,86400.0,100.0,0.0,0.0,0.0,76833872.0,79781745.0,0.0,0.0
2022-02-05,7669474.0,86400.0,100.0,0.0,0.0,0.0,37788652.0,44056144.0,0.0,0.0
2022-03-11,7669468.0,86400.0,100.0,0.0,0.0,0.0,40769387.0,47507168.0,0.0,0.0
2022-02-12,7669465.0,86400.0,100.0,0.0,0.0,0.0,7312729.0,7387229.0,0.0,0.0
2022-02-03,7669467.0,86400.0,100.0,0.0,0.0,0.0,39435801.0,45947179.0,0.0,0.0
2022-02-10,7669472.0,86400.0,100.0,0.0,0.0,0.0,39072245.0,45522209.0,0.0,0.0
2022-02-10,7669474.0,86400.0,100.0,0.0,0.0,0.0,39074633.0,45522268.0,0.0,0.0
2022-02-13,7669466.0,86400.0,100.0,0.0,0.0,0.0,76803720.0,79778364.0,0.0,0.0
2022-02-05,7669475.0,86400.0,100.0,0.0,0.0,0.0,6897893.0,6987442.0,0.0,0.0
2022-03-03,7669475.0,86400.0,100.0,0.0,0.0,0.0,7398632.0,7245165.0,0.0,0.0
2022-03-02,7669475.0,86400.0,100.0,0.0,0.0,0.0,7381717.0,7243178.0,0.0,0.0
2022-02-08,7669472.0,86400.0,100.0,0.0,0.0,0.0,39819531.0,46385809.0,0.0,0.0
2022-02-10,7669471.0,86400.0,100.0,0.0,0.0,0.0,6670815.0,6779495.0,0.0,0.0
2022-03-14,7669469.0,86400.0,100.0,0.0,0.0,0.0,71776197.0,74843773.0,0.0,0.0
2022-02-04,7669469.0,86400.0,100.0,0.0,0.0,0.0,81016999.0,84009044.0,0.0,0.0
2022-02-18,7669466.0,86400.0,100.0,0.0,0.0,0.0,81251031.0,84413399.0,0.0,0.0
2022-03-09,7669465.0,3600.0,4.166666666666667,0.0,0.0,0.0,318453.0,322654.0,0.0,0.0
2022-02-20,7669475.0,86400.0,100.0,0.0,0.0,0.0,7652190.0,7568890.0,0.0,0.0
2022-02-20,7669465.0,86400.0,100.0,0.0,0.0,0.0,7637031.0,7544954.0,0.0,0.0
2022-03-12,7669473.0,68400.0,79.16666666666667,0.0,0.0,0.0,5390830.0,5336301.0,0.0,0.0
2022-02-05,7669464.0,86400.0,100.0,0.0,0.0,0.0,77873010.0,80501762.0,0.0,0.0
2022-03-12,7669471.0,68400.0,79.16666666666667,0.0,0.0,0.0,5379992.0,5329317.0,0.0,0.0
2022-02-19,7669464.0,86400.0,100.0,0.0,0.0,0.0,81045388.0,84243831.0,0.0,0.0
2022-02-11,7669473.0,86400.0,100.0,0.0,0.0,0.0,6742253.0,6783652.0,0.0,0.0
2022-03-10,7669466.0,79200.0,91.66666666666667,0.0,0.0,0.0,75933453.0,79000014.0,0.0,0.0
2022-02-10,7669473.0,86400.0,100.0,0.0,0.0,0.0,6685176.0,6759246.0,0.0,0.0
2022-03-06,7669467.0,79200.0,91.66666666666667,0.0,0.0,0.0,35695815.0,41519720.0,0.0,0.0
2022-02-06,7669471.0,86400.0,100.0,0.0,0.0,0.0,6824662.0,6946834.0,0.0,0.0
2022-02-11,7669465.0,86400.0,100.0,0.0,0.0,0.0,6743952.0,6775406.0,0.0,0.0
2022-02-10,7669464.0,86400.0,100.0,0.0,0.0,0.0,79595812.0,82497850.0,0.0,0.0
2022-02-18,7669471.0,86400.0,100.0,0.0,0.0,0.0,8075333.0,7926834.0,0.0,0.0
2022-03-03,7669474.0,86400.0,100.0,0.0,0.0,0.0,40707429.0,47373082.0,0.0,0.0
2022-03-14,7669465.0,86400.0,100.0,0.0,0.0,0.0,6436452.0,6295528.0,0.0,0.0
2022-03-07,7669464.0,82800.0,95.83333333333333,0.0,0.0,0.0,80155972.0,83690702.0,0.0,0.0
2022-02-13,7669473.0,86400.0,100.0,0.0,0.0,0.0,7053316.0,7115928.0,0.0,0.0
2022-02-04,7669474.0,86400.0,100.0,0.0,0.0,0.0,39580572.0,46127038.0,0.0,0.0
2022-02-17,7669467.0,75600.0,87.5,0.0,0.0,0.0,37908977.0,44180203.0,0.0,0.0
2022-03-07,7669467.0,82800.0,95.83333333333333,0.0,0.0,0.0,39620065.0,46116011.0,0.0,0.0
2022-03-10,7669472.0,79200.0,91.66666666666667,0.0,0.0,0.0,38488458.0,44799784.0,0.0,0.0
2022-02-10,7669468.0,86400.0,100.0,0.0,0.0,0.0,39079157.0,45520491.0,0.0,0.0
2022-02-04,7669465.0,86400.0,100.0,0.0,0.0,0.0,6833655.0,6887392.0,0.0,0.0
2022-02-17,7669464.0,75600.0,87.5,0.0,0.0,0.0,76438005.0,79676644.0,0.0,0.0
2022-03-07,7669468.0,82800.0,95.83333333333333,0.0,0.0,0.0,39615955.0,46115130.0,0.0,0.0
2022-02-18,7669472.0,86400.0,100.0,0.0,0.0,0.0,37759655.0,43970483.0,0.0,0.0
2022-03-14,7669468.0,86400.0,100.0,0.0,0.0,0.0,35652516.0,41552627.0,0.0,0.0
2022-03-01,7669470.0,86400.0,100.0,0.0,0.0,0.0,81390603.0,84612096.0,0.0,0.0
2022-03-09,7669464.0,3600.0,4.166666666666667,0.0,0.0,0.0,2993899.0,3076606.0,0.0,0.0
2022-02-03,7669474.0,86400.0,100.0,0.0,0.0,0.0,39431991.0,45940651.0,0.0,0.0
2022-02-19,7669472.0,86400.0,100.0,0.0,0.0,0.0,38234732.0,44547573.0,0.0,0.0
2022-03-09,7669475.0,3600.0,4.166666666666667,0.0,0.0,0.0,319948.0,321818.0,0.0,0.0
2022-03-13,7669466.0,82800.0,95.83333333333333,0.0,0.0,0.0,69637268.0,72584913.0,0.0,0.0
2022-02-08,7669470.0,86400.0,100.0,0.0,0.0,0.0,81962108.0,85181127.0,0.0,0.0
2022-03-03,7669468.0,86400.0,100.0,0.0,0.0,0.0,40702420.0,47375957.0,0.0,0.0
2022-02-12,7669466.0,86400.0,100.0,0.0,0.0,0.0,80034411.0,83102672.0,0.0,0.0
2022-03-13,7669475.0,82800.0,95.83333333333333,0.0,0.0,0.0,6777664.0,6639072.0,0.0,0.0
2022-02-18,7669475.0,86400.0,100.0,0.0,0.0,0.0,8068967.0,7957498.0,0.0,0.0
2022-02-18,7669473.0,86400.0,100.0,0.0,0.0,0.0,8049763.0,7915084.0,0.0,0.0
2022-03-11,7669472.0,86400.0,100.0,0.0,0.0,0.0,40774298.0,47505548.0,0.0,0.0
2022-02-19,7669465.0,86400.0,100.0,0.0,0.0,0.0,8055557.0,7946854.0,0.0,0.0
2022-03-12,7669474.0,68400.0,79.16666666666667,0.0,0.0,0.0,34442251.0,40189591.0,0.0,0.0
2022-03-01,7669468.0,86400.0,100.0,0.0,0.0,0.0,39948313.0,46519409.0,0.0,0.0
2022-02-20,7669464.0,86400.0,100.0,0.0,0.0,0.0,79549396.0,83062373.0,0.0,0.0
2022-03-13,7669471.0,82800.0,95.83333333333333,0.0,0.0,0.0,6768739.0,6616517.0,0.0,0.0
2022-03-15,7669469.0,82800.0,95.83333333333333,0.0,0.0,0.0,70579075.0,73239232.0,0.0,0.0
2022-02-03,7669473.0,86400.0,100.0,0.0,0.0,0.0,7340581.0,7459874.0,0.0,0.0
2022-03-10,7669473.0,79200.0,91.66666666666667,0.0,0.0,0.0,6703813.0,6559638.0,0.0,0.0
2022-02-08,7669467.0,86400.0,100.0,0.0,0.0,0.0,39818734.0,46384326.0,0.0,0.0
2022-03-03,7669464.0,86400.0,100.0,0.0,0.0,0.0,81864416.0,85193427.0,0.0,0.0
2022-03-13,7669465.0,82800.0,95.83333333333333,0.0,0.0,0.0,6763252.0,6625224.0,0.0,0.0
2022-03-13,7669467.0,82800.0,95.83333333333333,0.0,0.0,0.0,32406597.0,37681582.0,0.0,0.0
2022-02-04,7669471.0,86400.0,100.0,0.0,0.0,0.0,6846786.0,6911520.0,0.0,0.0
2022-03-14,7669467.0,86400.0,100.0,0.0,0.0,0.0,35650132.0,41554535.0,0.0,0.0
2022-03-11,7669467.0,86400.0,100.0,0.0,0.0,0.0,40770444.0,47513243.0,0.0,0.0
2022-03-09,7669474.0,3600.0,4.166666666666667,0.0,0.0,0.0,1337470.0,1546417.0,0.0,0.0
