begintime,sk_object,1526729565,1526729566,1526729567,duration
2022-03-01,844902.0,0.0,0.0,0.0,PT3600S
2022-03-01,844932.0,0.0,0.0,0.0,PT3600S
2022-03-01,849870.0,0.0,0.0,0.0,PT3600S
2022-03-01,849951.0,0.0,0.0,0.0,PT3600S
2022-03-01,850005.0,0.0,0.0,0.0,PT3600S
2022-03-01,850032.0,0.0,0.0,0.0,PT3600S
2022-03-01,850085.0,0.0,0.0,0.0,PT3600S
2022-03-01,852080.0,0.0,0.0,0.0,PT3600S
2022-03-01,852081.0,0.0,0.0,0.0,PT3600S
2022-03-01,852082.0,0.0,0.0,0.0,PT3600S
2022-03-01,852083.0,0.0,0.0,0.0,PT3600S
2022-03-01,852084.0,0.0,0.0,0.0,PT3600S
2022-03-01,852085.0,0.0,0.0,0.0,PT3600S
2022-03-01,852086.0,0.0,0.0,0.0,PT3600S
2022-03-01,852087.0,0.0,0.0,0.0,PT3600S
2022-03-01,852088.0,0.0,0.0,0.0,PT3600S
2022-03-01,852089.0,0.0,0.0,0.0,PT3600S
2022-03-01,852090.0,0.0,0.0,0.0,PT3600S
2022-03-01,852091.0,0.0,0.0,0.0,PT3600S
2022-03-01,852092.0,0.0,0.0,0.0,PT3600S
2022-03-01,852093.0,0.0,0.0,0.0,PT3600S
2022-03-01,852094.0,0.0,0.0,0.0,PT3600S
2022-03-01,852095.0,0.0,0.0,0.0,PT3600S
2022-03-01,852096.0,1.0,1.0,1.0,PT3600S
2022-03-01,852097.0,0.0,0.0,0.0,PT3600S
2022-03-01,852098.0,0.0,0.0,0.0,PT3600S
2022-03-01,852099.0,1.0,1.0,1.0,PT3600S
2022-03-01,852100.0,0.0,0.0,0.0,PT3600S
2022-03-01,852101.0,0.0,0.0,0.0,PT3600S
2022-03-01,852102.0,0.0,0.0,0.0,PT3600S
2022-03-01,852103.0,0.0,0.0,0.0,PT3600S
2022-03-01,852104.0,0.0,0.0,0.0,PT3600S
2022-03-01,852105.0,0.0,0.0,0.0,PT3600S
2022-03-01,852106.0,0.0,0.0,0.0,PT3600S
2022-03-01,852107.0,0.0,0.0,0.0,PT3600S
2022-03-01,852108.0,0.0,0.0,0.0,PT3600S
2022-03-01,852109.0,0.0,0.0,0.0,PT3600S
2022-03-01,852110.0,0.0,0.0,0.0,PT3600S
2022-03-01,852111.0,0.0,0.0,0.0,PT3600S
2022-03-01,852112.0,0.0,0.0,0.0,PT3600S
2022-03-01,852113.0,0.0,0.0,0.0,PT3600S
2022-03-01,852114.0,0.0,0.0,0.0,PT3600S
2022-03-01,852115.0,0.0,0.0,0.0,PT3600S
2022-03-01,852116.0,0.0,0.0,0.0,PT3600S
2022-03-01,852117.0,0.0,0.0,0.0,PT3600S
2022-03-01,852118.0,0.0,0.0,0.0,PT3600S
2022-03-01,852119.0,0.0,0.0,0.0,PT3600S
2022-03-01,852120.0,0.0,0.0,0.0,PT3600S
2022-03-01,852121.0,0.0,0.0,0.0,PT3600S
2022-03-01,852122.0,0.0,0.0,0.0,PT3600S
2022-03-01,852123.0,0.0,0.0,0.0,PT3600S
2022-03-01,852124.0,0.0,0.0,0.0,PT3600S
2022-03-01,852125.0,0.0,0.0,0.0,PT3600S
2022-03-01,852126.0,0.0,0.0,0.0,PT3600S
2022-03-01,852127.0,0.0,0.0,0.0,PT3600S
2022-03-01,852128.0,0.0,0.0,0.0,PT3600S
