begintime,sk_object,duration,integrity,M51375C0,M51375C1,M51375C2,M51375C3,M51375C4,M51375C5,M51375C6,M51375C7,M51375C8,M51375C9,M51375C10,M51375C11,M51375C12,M51375C13,M51375C14,M51375C15
2022-03-11,15895.0,1440.0,100.0,112.0,2.0,5198022.0,66799.0,0.0,0.0,153762.0,150.0,210186136.0,290444.0,0.0,0.0,0.0,0.0,214877283661.0,183610317.0
2022-03-11,15896.0,1440.0,100.0,0.0,0.0,5345500.0,68787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101334586.0,1392830.0
2022-03-11,15897.0,1440.0,100.0,1289763132.0,13949514.0,5197648.0,66806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,15898.0,1440.0,100.0,0.0,0.0,5199022.0,66818.0,0.0,0.0,6840.0,13.0,1004217.0,1986.0,0.0,0.0,0.0,0.0,25745593859.0,22368914.0
2022-03-11,15899.0,1440.0,100.0,0.0,0.0,5119162.0,65791.0,0.0,0.0,2768776.0,7137.0,321896211.0,367808.0,0.0,0.0,0.0,0.0,420679938802.0,371436930.0
2022-03-11,15900.0,1440.0,100.0,835922452.0,9127046.0,7822526.0,85435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,6.0
2022-03-11,15901.0,1440.0,100.0,778885388.0,8546626.0,5196872.0,66794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,15902.0,1440.0,100.0,629509568.0,7013824.0,8161068.0,88260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,15903.0,1440.0,100.0,733450648.0,8014522.0,5216070.0,67038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,15904.0,1440.0,100.0,0.0,0.0,5282812.0,67924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103896212.0,1430980.0
2022-03-11,15905.0,1440.0,100.0,220.0,4.0,5196986.0,66796.0,0.0,0.0,843550.0,6487.0,91479179.0,122837.0,0.0,0.0,0.0,0.0,305767591704.0,262703416.0
2022-03-11,15906.0,1440.0,100.0,0.0,0.0,5305460.0,68225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103282632.0,1422091.0
2022-03-11,15907.0,1440.0,100.0,0.0,0.0,5111756.0,65699.0,0.0,0.0,0.0,0.0,4598607.0,7520.0,12973.0,43.0,0.0,0.0,65811684873.0,53165057.0
2022-03-11,15908.0,1440.0,100.0,0.0,0.0,5192458.0,66781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,101146712.0,1392473.0
2022-03-11,15909.0,1440.0,100.0,0.0,0.0,5243992.0,67413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103712228.0,1427988.0
2022-03-11,15910.0,1440.0,100.0,290600384.0,3234376.0,7293154.0,84001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
