begintime,sk_object,duration,integrity,1593835630,1593835632,1593835633,1593835634,1593835679,1593835680,1593835681,1593835682
2022-03-02 23:00:00,7732620.0,3600.0,100.0,0.0,6.0,4.0,0.0,,,,
2022-03-01 14:00:00,7732753.0,3600.0,100.0,0.0,12.0,10.0,0.0,,,,
2022-03-01 14:00:00,7732729.0,3600.0,100.0,0.0,16.0,13.0,0.0,,,,
2022-03-02 18:00:00,7732756.0,3600.0,100.0,0.0,7.0,5.0,0.0,,,,
2022-02-08 04:00:00,7732703.0,3600.0,100.0,0.0,6.0,3.0,0.0,,,,
2022-02-17 23:00:00,7732679.0,3600.0,100.0,0.0,15.0,10.0,0.0,,,,
2022-03-12 21:00:00,7732664.0,3600.0,100.0,0.0,13.0,11.0,0.0,,,,
2022-03-07 16:00:00,7732615.0,3600.0,100.0,0.0,11.0,9.0,0.0,,,,
2022-02-10 23:00:00,7732758.0,3600.0,100.0,0.0,10.0,8.0,0.0,,,,
2022-02-03 00:00:00,7732711.0,3600.0,100.0,0.0,5.0,4.0,0.0,,,,
2022-02-20 21:00:00,7732666.0,3600.0,100.0,0.0,1.0,1.0,0.0,,,,
2022-02-10 08:00:00,7732588.0,3600.0,100.0,0.0,1.0,1.0,0.0,,,,
2022-03-10 18:00:00,7732642.0,3600.0,100.0,0.0,9.0,7.0,0.0,,,,
2022-02-06 23:00:00,7732730.0,3600.0,100.0,0.0,9.0,7.0,0.0,,,,
2022-02-20 12:00:00,7732660.0,3600.0,100.0,0.0,10.0,9.0,0.0,,,,
2022-02-06 11:00:00,7732695.0,3600.0,100.0,0.0,3.0,1.0,0.0,,,,
2022-02-10 09:00:00,7732724.0,3600.0,100.0,0.0,8.0,7.0,0.0,,,,
2022-03-13 21:00:00,7732677.0,3600.0,100.0,0.0,6.0,5.0,0.0,,,,
2022-02-20 15:00:00,7732719.0,3600.0,100.0,0.0,6.0,4.0,0.0,,,,
2022-02-03 03:00:00,7732662.0,3600.0,100.0,0.0,9.0,3.0,0.0,,,,
2022-02-08 01:00:00,7732681.0,3600.0,100.0,0.0,5.0,4.0,0.0,,,,
