begintime,sk_object,duration,integrity,1282423987,1282423988
2022-03-12,7525661.0,68400.0,79.16666666666667,9.564894736842104,9.989052631578947
2022-02-11,7525663.0,86400.0,100.0,8.177083333333334,8.501541666666666
2022-03-03,7525662.0,86400.0,100.0,8.22875,8.543041666666667
2022-02-05,7525663.0,86400.0,100.0,8.115416666666667,8.429708333333334
2022-03-13,7525663.0,75600.0,87.5,8.013857142857143,8.299238095238096
2022-02-10,7525662.0,86400.0,100.0,8.145291666666667,8.426958333333333
2022-03-10,7525662.0,82800.0,95.83333333333333,8.391565217391305,8.709
2022-03-15,7525664.0,86400.0,100.0,7.792833333333333,8.108583333333334
2022-02-19,7525664.0,86400.0,100.0,8.129666666666667,8.417041666666666
2022-02-10,7525664.0,86400.0,100.0,8.143791666666667,8.425291666666666
2022-03-01,7525662.0,86400.0,100.0,8.048375,8.351166666666666
2022-03-02,7525663.0,86400.0,100.0,7.930875,8.216
2022-02-12,7525662.0,86400.0,100.0,8.1645,8.451916666666667
2022-03-13,7525664.0,75600.0,87.5,8.013857142857143,8.298714285714286
2022-02-04,7525663.0,86400.0,100.0,8.234291666666667,8.551875
2022-02-05,7525662.0,86400.0,100.0,8.114208333333334,8.431125
2022-03-12,7525663.0,68400.0,79.16666666666667,9.566315789473684,9.986947368421053
2022-03-03,7525664.0,86400.0,100.0,8.22925,8.54175
2022-03-15,7525662.0,86400.0,100.0,7.7915833333333335,8.108875
2022-03-15,7525661.0,86400.0,100.0,7.791875,8.108291666666666
2022-02-13,7525661.0,86400.0,100.0,7.831958333333334,8.095208333333334
2022-03-14,7525661.0,86400.0,100.0,7.4892916666666665,7.785416666666666
2022-03-02,7525662.0,86400.0,100.0,7.931375,8.216333333333333
2022-03-07,7525661.0,86400.0,100.0,8.276291666666667,8.593916666666667
2022-02-05,7525664.0,86400.0,100.0,8.115041666666666,8.428625
2022-02-20,7525662.0,86400.0,100.0,7.72525,7.982958333333333
2022-02-11,7525661.0,86400.0,100.0,8.1775,8.500041666666666
2022-03-13,7525661.0,75600.0,87.5,8.014142857142858,8.29957142857143
