begintime,sk_object,duration,integrity,M8020C13,M8020C0,M8020C1,M8020C2,M8020C3,M8020C4,M8020C5,M8020C6,M8020C7,M8020C8,M8020C9,M8020C10,M8020C11,M8020C12,M8020C14,M8020C15,M8020C16,M8020C17,M8020C18,M8020C19,M8020C20,M8020C21,M8020C22,M8020C23,M8020C24,M8020C25
2022-03-12 22:00:00,20398.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 05:00:00,20381.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 14:00:00,20425.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 23:00:00,20431.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 12:00:00,20386.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 02:00:00,20414.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 17:00:00,20406.0,60.0,100.0,,1.0,0.0,1.0,3597.0,0.0,3.0,3600.0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,,,,,
2022-03-11 17:00:00,20411.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 00:00:00,20406.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 10:00:00,20390.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 12:00:00,20435.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 12:00:00,20446.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 22:00:00,20415.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 20:00:00,20411.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 12:00:00,20438.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 11:00:00,20383.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 18:00:00,20381.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 18:00:00,20364.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 06:00:00,20429.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 07:00:00,20380.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 14:00:00,20413.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 17:00:00,20426.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 20:00:00,20359.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 18:00:00,20381.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 01:00:00,20385.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 08:00:00,20427.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 00:00:00,20446.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 13:00:00,20389.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 10:00:00,20414.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 01:00:00,20363.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 21:00:00,20373.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 03:00:00,20399.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 09:00:00,20426.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 21:00:00,20438.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 21:00:00,20444.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 09:00:00,20413.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 10:00:00,20368.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 00:00:00,20397.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 20:00:00,20359.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 13:00:00,20402.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 19:00:00,20428.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 10:00:00,20405.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 23:00:00,20437.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 13:00:00,20391.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 11:00:00,20393.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 10:00:00,20438.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 00:00:00,20417.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 22:00:00,20401.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 13:00:00,20376.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 12:00:00,20383.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 01:00:00,20372.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 20:00:00,20399.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 14:00:00,20434.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 20:00:00,20386.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 02:00:00,20431.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 11:00:00,20430.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 04:00:00,20409.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 08:00:00,20404.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 11:00:00,20421.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 21:00:00,20407.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 13:00:00,20438.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 08:00:00,20371.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 01:00:00,20389.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 11:00:00,20390.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 06:00:00,20416.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 18:00:00,20448.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 02:00:00,20393.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 07:00:00,20373.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 10:00:00,20363.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 19:00:00,20411.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-11 09:00:00,20369.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 22:00:00,20367.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-12 22:00:00,20358.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-13 03:00:00,20383.0,60.0,100.0,,1.0,0.0,1.0,3599.0,0.0,1.0,3600.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,
2022-03-12 01:00:00,20447.0,60.0,100.0,,0.0,0.0,0.0,3600.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
