NE Name,fdn,CN,MOIndex,SN,SRN,className,name,neID
3G_ALKALIA,"NE=1346,UEIU=0_18_0",0,1102_0_0_18,18,0,BTS3900UEIU,"Board Type=UEIU, Cabinet No.=0, Subrack No.=0, Slot No.=18",1102
