begintime,sk_object,duration,integrity,1282434219,1282434220,1282434221,1282438911,1282438912
2022-03-01,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-13,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,630592.0,75600.0,87.5,0.0,0.0,0.0,0.0,0.0
2022-03-12,630592.0,68400.0,79.16666666666667,0.0,0.0,0.0,0.0,0.0
2022-02-06,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17,630592.0,75600.0,87.5,0.0,0.0,0.0,0.0,0.0
2022-02-03,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-06,630592.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0,0.0
2022-02-12,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-10,630592.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0,0.0
2022-03-03,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,630592.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0,0.0
2022-03-07,630592.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0,0.0
2022-02-05,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-02,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-09,630592.0,3600.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0
2022-02-10,630592.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
