begintime,sk_object,duration,M8034C0,M8034C1
2022-03-15 06:58:00,2759.0,2,0.0,0.0
2022-03-15 06:58:00,2766.0,2,0.0,0.0
2022-03-15 06:58:00,2770.0,2,0.0,0.0
2022-03-15 06:58:00,2774.0,2,0.0,0.0
2022-03-15 06:58:00,2776.0,2,0.0,0.0
2022-03-15 06:58:00,2789.0,2,0.0,0.0
2022-03-17 02:53:00,2765.0,7,0.0,0.0
2022-03-17 02:53:00,2773.0,7,0.0,0.0
2022-03-17 02:53:00,2783.0,7,0.0,0.0
2022-03-17 02:53:00,2788.0,7,0.0,0.0
2022-03-17 02:53:00,2791.0,7,0.0,0.0
2022-03-17 02:53:00,2795.0,7,0.0,0.0
2022-03-17 02:54:00,2754.0,6,0.0,0.0
2022-03-17 02:54:00,2756.0,6,0.0,0.0
2022-03-17 02:54:00,2757.0,6,0.0,0.0
2022-03-17 02:54:00,2758.0,6,0.0,0.0
2022-03-17 02:54:00,2760.0,6,0.0,0.0
2022-03-17 02:54:00,2762.0,6,0.0,0.0
2022-03-17 02:54:00,2763.0,6,0.0,0.0
2022-03-17 02:54:00,2764.0,6,0.0,0.0
2022-03-17 02:54:00,2767.0,6,0.0,0.0
2022-03-17 02:54:00,2768.0,6,0.0,0.0
2022-03-17 02:54:00,2769.0,6,0.0,0.0
2022-03-17 02:54:00,2771.0,6,0.0,0.0
2022-03-17 02:54:00,2772.0,6,0.0,0.0
2022-03-17 02:54:00,2775.0,6,0.0,0.0
2022-03-17 02:54:00,2777.0,6,0.0,0.0
2022-03-17 02:54:00,2778.0,6,0.0,0.0
2022-03-17 02:54:00,2781.0,6,0.0,0.0
2022-03-17 02:54:00,2782.0,6,0.0,0.0
2022-03-17 02:54:00,2784.0,6,0.0,0.0
2022-03-17 02:54:00,2785.0,6,0.0,0.0
2022-03-17 02:54:00,2790.0,6,0.0,0.0
2022-03-17 02:54:00,2792.0,6,0.0,0.0
2022-03-17 02:54:00,2793.0,6,0.0,0.0
2022-03-17 02:54:00,2794.0,6,0.0,0.0
2022-03-17 02:55:00,2755.0,5,0.0,0.0
2022-03-17 02:55:00,2761.0,5,0.0,0.0
2022-03-17 02:55:00,2779.0,5,0.0,0.0
2022-03-17 02:55:00,2780.0,5,0.0,0.0
2022-03-17 02:55:00,2786.0,5,0.0,0.0
2022-03-17 02:55:00,2787.0,5,0.0,0.0
2022-03-19 06:56:00,87569.0,4,0.0,0.0
2022-03-19 06:56:00,87570.0,4,0.0,0.0
2022-03-19 06:56:00,87573.0,4,0.0,0.0
2022-03-19 06:56:00,87575.0,4,0.0,0.0
2022-03-19 06:56:00,87578.0,4,0.0,0.0
2022-03-19 06:56:00,87579.0,4,0.0,0.0
2022-03-19 13:46:00,2759.0,14,0.0,0.0
2022-03-19 13:46:00,2766.0,14,0.0,0.0
2022-03-19 13:46:00,2770.0,14,0.0,0.0
2022-03-19 13:46:00,2774.0,14,0.0,0.0
2022-03-19 13:46:00,2776.0,14,0.0,0.0
2022-03-19 13:46:00,2789.0,14,0.0,0.0
2022-03-19 16:58:00,2770.0,2,0.0,0.0
2022-03-19 16:58:00,2776.0,2,0.0,0.0
2022-03-19 16:58:00,2789.0,2,0.0,0.0
2022-03-11 21:47:00,2759.0,13,0.0,0.0
2022-03-11 21:47:00,2766.0,13,0.0,0.0
2022-03-11 21:47:00,2770.0,13,0.0,0.0
2022-03-11 21:47:00,2774.0,13,0.0,0.0
2022-03-11 21:47:00,2776.0,13,0.0,0.0
2022-03-11 21:47:00,2789.0,13,0.0,0.0
2022-03-12 05:55:00,2754.0,5,0.0,0.0
2022-03-12 05:55:00,2756.0,5,0.0,0.0
2022-03-12 05:55:00,2762.0,5,0.0,0.0
2022-03-12 05:55:00,2790.0,5,0.0,0.0
2022-03-12 05:55:00,2792.0,5,0.0,0.0
2022-03-12 05:55:00,2794.0,5,0.0,0.0
2022-03-12 06:50:00,2759.0,10,0.0,0.0
2022-03-12 06:50:00,2766.0,10,0.0,0.0
2022-03-12 06:50:00,2770.0,10,0.0,0.0
2022-03-12 06:50:00,2774.0,10,0.0,0.0
2022-03-12 06:50:00,2776.0,10,0.0,0.0
2022-03-12 06:50:00,2789.0,10,0.0,0.0
