begintime,sk_object,duration,integrity,M8000C26,M8000C27,M8000C29,M8000C30,M8000C32,M8000C24,M8000C6,M8000C7,M8000C8,M8000C9,M8000C11,M8000C13,M8000C14,M8000C15,M8000C16,M8000C33,M8000C34,M8000C35,M8000C36,M8000C37,M8000C38,M8000C39,M8000C40,M8000C41,M8000C42,M8000C43,M8000C44,M8000C45,M8000C46
2022-03-12,16021.0,1440.0,100.0,0.0,0.0,870711.0,1056962.0,0.0,10.0,0.0,0.0,0.0,0.0,7174627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,16014.0,1218.0,84.58333333333333,0.0,0.0,195099.0,240583.0,0.0,2.0,0.0,0.0,0.0,0.0,2058275.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16017.0,1440.0,100.0,0.0,0.0,83269.0,105132.0,0.0,0.0,0.0,0.0,0.0,0.0,6234545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,16023.0,1378.0,95.69444444444444,0.0,0.0,437075.0,549316.0,0.0,3.0,1.0,1.0,0.0,0.0,6583272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,16016.0,1440.0,100.0,0.0,0.0,233962.0,301387.0,0.0,0.0,0.0,0.0,0.0,0.0,6840498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,16018.0,1440.0,100.0,0.0,0.0,685681.0,860051.0,0.0,6.0,0.0,0.0,0.0,0.0,6790216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,16009.0,1440.0,100.0,0.0,0.0,878556.0,1093222.0,0.0,5.0,0.0,0.0,0.0,0.0,7015119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16014.0,1402.0,97.36111111111111,0.0,0.0,245769.0,304538.0,0.0,4.0,3.0,3.0,0.0,0.0,2381540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16021.0,1440.0,100.0,0.0,0.0,827817.0,1002816.0,0.0,8.0,0.0,0.0,0.0,0.0,6234541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16009.0,1440.0,100.0,0.0,0.0,809103.0,1014110.0,0.0,4.0,0.0,0.0,0.0,0.0,6979778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,16023.0,1440.0,100.0,0.0,0.0,437628.0,547508.0,0.0,3.0,0.0,0.0,0.0,0.0,7129233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16013.0,1440.0,100.0,0.0,0.0,75773.0,96228.0,0.0,6.0,0.0,0.0,0.0,0.0,6979774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16019.0,1440.0,100.0,0.0,0.0,510890.0,657001.0,0.0,3.0,0.0,0.0,0.0,0.0,2369340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,16012.0,1440.0,100.0,0.0,0.0,439022.0,513285.0,0.0,5.0,0.0,0.0,0.0,0.0,1990427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,16014.0,1440.0,100.0,0.0,0.0,255714.0,316914.0,0.0,3.0,0.0,0.0,0.0,0.0,2502166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16022.0,1440.0,100.0,0.0,0.0,719930.0,913547.0,0.0,1.0,0.0,0.0,0.0,0.0,2369339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16027.0,1440.0,100.0,0.0,0.0,278865.0,362979.0,0.0,2.0,0.0,0.0,0.0,0.0,2310680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16025.0,1440.0,100.0,0.0,0.0,93002.0,115347.0,0.0,3.0,3.0,3.0,0.0,0.0,2403623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16026.0,1440.0,100.0,0.0,0.0,674589.0,850150.0,0.0,4.0,0.0,0.0,0.0,0.0,2369337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,16024.0,1440.0,100.0,0.0,0.0,188733.0,226418.0,0.0,1.0,0.0,0.0,0.0,0.0,6840505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16013.0,1440.0,100.0,0.0,0.0,73100.0,92336.0,0.0,2.0,0.0,0.0,0.0,0.0,7174629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16026.0,1440.0,100.0,0.0,0.0,674928.0,851126.0,0.0,5.0,1.0,1.0,0.0,0.0,2416976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,16025.0,1399.0,97.15277777777777,0.0,0.0,78303.0,97309.0,0.0,0.0,1.0,1.0,0.0,0.0,2388847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16027.0,1440.0,100.0,0.0,0.0,302732.0,386061.0,0.0,4.0,1.0,1.0,0.0,0.0,2369171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,16013.0,1440.0,100.0,0.0,0.0,75408.0,95953.0,0.0,0.0,0.0,0.0,0.0,0.0,7129234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,16016.0,1440.0,100.0,0.0,0.0,232486.0,299625.0,0.0,2.0,0.0,0.0,0.0,0.0,6790215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,16019.0,1440.0,100.0,0.0,0.0,490325.0,628572.0,0.0,2.0,0.0,0.0,0.0,0.0,2502166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,16024.0,1310.0,90.97222222222223,0.0,0.0,211866.0,252872.0,0.0,8.0,1.0,1.0,0.0,0.0,6575623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,16021.0,1440.0,100.0,0.0,0.0,822305.0,991277.0,0.0,9.0,0.0,0.0,0.0,0.0,6840503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16011.0,1440.0,100.0,0.0,0.0,171132.0,203177.0,0.0,14.0,0.0,0.0,0.0,0.0,7174627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,16019.0,1440.0,100.0,0.0,0.0,451163.0,578008.0,0.0,3.0,3.0,3.0,0.0,0.0,2450539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,16022.0,1380.0,95.83333333333333,0.0,0.0,672749.0,846599.0,0.0,5.0,6.0,6.0,0.0,0.0,2483587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,16024.0,1440.0,100.0,0.0,0.0,187651.0,225454.0,0.0,3.0,1.0,1.0,0.0,0.0,6979803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16015.0,1440.0,100.0,0.0,0.0,854194.0,1071110.0,0.0,4.0,5.0,5.0,0.0,0.0,2402541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16019.0,1380.0,95.83333333333333,0.0,0.0,481405.0,614291.0,0.0,3.0,2.0,2.0,0.0,0.0,2360539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,16009.0,1311.0,91.04166666666667,0.0,0.0,753762.0,934840.0,0.0,6.0,1.0,1.0,0.0,0.0,6555202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16018.0,1440.0,100.0,0.0,0.0,700969.0,883459.0,0.0,4.0,0.0,0.0,0.0,0.0,7174629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,16025.0,1440.0,100.0,0.0,0.0,85205.0,106291.0,0.0,5.0,0.0,0.0,0.0,0.0,2502159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,16014.0,1378.0,95.69444444444444,0.0,0.0,230076.0,285658.0,0.0,0.0,2.0,2.0,0.0,0.0,2270808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,16027.0,1440.0,100.0,0.0,0.0,297867.0,378094.0,0.0,4.0,1.0,1.0,0.0,0.0,2419442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16016.0,1440.0,100.0,0.0,0.0,230740.0,297267.0,0.0,5.0,0.0,0.0,0.0,0.0,6979779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,16022.0,1363.0,94.65277777777777,0.0,0.0,631594.0,800981.0,0.0,1.0,0.0,0.0,0.0,0.0,2248831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16010.0,1440.0,100.0,0.0,0.0,48453.0,55818.0,0.0,2.0,0.0,0.0,0.0,0.0,7174629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,16015.0,1380.0,95.83333333333333,0.0,0.0,836264.0,1049804.0,0.0,6.0,5.0,5.0,0.0,0.0,2481717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
