begintime,sk_object,duration,integrity,M8000C26,M8000C27,M8000C29,M8000C30,M8000C32,M8000C24,M8000C6,M8000C7,M8000C8,M8000C9,M8000C11,M8000C13,M8000C14,M8000C15,M8000C16,M8000C33,M8000C34,M8000C35,M8000C36,M8000C37,M8000C38,M8000C39,M8000C40,M8000C41,M8000C42,M8000C43,M8000C44,M8000C45,M8000C46
2022-03-11,16011.0,1440.0,100.0,0.0,0.0,164446.0,195380.0,0.0,18.0,0.0,0.0,0.0,0.0,7129247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,16015.0,1440.0,100.0,0.0,0.0,859988.0,1080436.0,0.0,2.0,0.0,0.0,0.0,0.0,2563718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16025.0,1440.0,100.0,0.0,0.0,86164.0,107866.0,0.0,1.0,1.0,1.0,0.0,0.0,2368739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,16025.0,1380.0,95.83333333333333,0.0,0.0,72935.0,89760.0,0.0,1.0,5.0,5.0,0.0,0.0,2482399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16012.0,1440.0,100.0,0.0,0.0,399634.0,465787.0,0.0,2.0,0.0,0.0,0.0,0.0,1774327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16017.0,1440.0,100.0,0.0,0.0,87648.0,109287.0,0.0,0.0,0.0,0.0,0.0,0.0,7174634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,16015.0,1440.0,100.0,0.0,0.0,820174.0,1027853.0,0.0,1.0,3.0,3.0,0.0,0.0,2450336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,16009.0,1440.0,100.0,0.0,0.0,949083.0,1190431.0,0.0,4.0,0.0,0.0,0.0,0.0,7129234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,16017.0,1440.0,100.0,0.0,0.0,86683.0,107546.0,0.0,0.0,0.0,0.0,0.0,0.0,7015119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,16018.0,1440.0,100.0,0.0,0.0,685924.0,860426.0,0.0,8.0,1.0,1.0,0.0,0.0,6979631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,16027.0,1440.0,100.0,0.0,0.0,283662.0,359009.0,0.0,2.0,0.0,0.0,0.0,0.0,2464167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16017.0,1440.0,100.0,0.0,0.0,80977.0,101633.0,0.0,1.0,0.0,0.0,0.0,0.0,6979778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16024.0,1440.0,100.0,0.0,0.0,202469.0,243511.0,0.0,6.0,0.0,0.0,0.0,0.0,6979777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16025.0,1440.0,100.0,0.0,0.0,87400.0,109214.0,0.0,4.0,0.0,0.0,0.0,0.0,2396472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16020.0,1404.0,97.5,0.0,0.0,965710.0,1202349.0,0.0,8.0,1.0,1.0,0.0,0.0,6769190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,16024.0,1440.0,100.0,0.0,0.0,179693.0,216261.0,0.0,3.0,0.0,0.0,0.0,0.0,6790206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16023.0,1440.0,100.0,0.0,0.0,434402.0,545432.0,0.0,0.0,0.0,0.0,0.0,0.0,6234552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,16022.0,1440.0,100.0,0.0,0.0,690778.0,871973.0,0.0,5.0,0.0,0.0,0.0,0.0,2563719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16010.0,1440.0,100.0,0.0,0.0,38980.0,45251.0,0.0,0.0,0.0,0.0,0.0,0.0,6234541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,16018.0,1311.0,91.04166666666667,0.0,0.0,659000.0,826580.0,0.0,5.0,1.0,1.0,0.0,0.0,6575457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,16023.0,1440.0,100.0,0.0,0.0,439089.0,550511.0,0.0,7.0,0.0,0.0,0.0,0.0,6840502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,16009.0,1440.0,100.0,0.0,0.0,895123.0,1112908.0,0.0,8.0,0.0,0.0,0.0,0.0,6790212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,16022.0,1440.0,100.0,0.0,0.0,701297.0,883244.0,0.0,4.0,0.0,0.0,0.0,0.0,2502165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16026.0,1440.0,100.0,0.0,0.0,699785.0,886286.0,0.0,4.0,4.0,4.0,0.0,0.0,2393446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,16011.0,1380.0,95.83333333333333,0.0,0.0,158237.0,185340.0,0.0,8.0,0.0,0.0,0.0,0.0,6840699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16011.0,1440.0,100.0,0.0,0.0,161927.0,193742.0,0.0,10.0,0.0,0.0,0.0,0.0,6234540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,16027.0,1440.0,100.0,0.0,0.0,283470.0,361390.0,0.0,5.0,1.0,1.0,0.0,0.0,2466672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,16025.0,1440.0,100.0,0.0,0.0,80397.0,99988.0,0.0,0.0,2.0,2.0,0.0,0.0,2384874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16012.0,1440.0,100.0,0.0,0.0,466003.0,544079.0,0.0,0.0,0.0,0.0,0.0,0.0,1897538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16023.0,1440.0,100.0,0.0,0.0,478024.0,599457.0,0.0,1.0,0.0,0.0,0.0,0.0,6979773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,16019.0,1440.0,100.0,0.0,0.0,504162.0,648187.0,0.0,1.0,0.0,0.0,0.0,0.0,2563718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,16025.0,1440.0,100.0,0.0,0.0,81210.0,99757.0,0.0,5.0,0.0,0.0,0.0,0.0,2563711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16022.0,1440.0,100.0,0.0,0.0,675888.0,850280.0,0.0,3.0,4.0,4.0,0.0,0.0,2402078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,16026.0,1416.0,98.33333333333333,0.0,0.0,640196.0,806869.0,0.0,4.0,0.0,0.0,0.0,0.0,2366456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,16023.0,1440.0,100.0,0.0,0.0,446067.0,557365.0,0.0,1.0,1.0,1.0,0.0,0.0,6979304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,16024.0,1440.0,100.0,0.0,0.0,194897.0,234886.0,0.0,6.0,0.0,0.0,0.0,0.0,7015115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,16012.0,1440.0,100.0,0.0,0.0,408748.0,475330.0,0.0,2.0,0.0,0.0,0.0,0.0,2007896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16011.0,1440.0,100.0,0.0,0.0,186455.0,222003.0,0.0,18.0,0.0,0.0,0.0,0.0,6979780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,16017.0,1311.0,91.04166666666667,0.0,0.0,80299.0,99315.0,0.0,2.0,1.0,1.0,0.0,0.0,6575567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,16027.0,1380.0,95.83333333333333,0.0,0.0,270534.0,341328.0,0.0,5.0,0.0,0.0,0.0,0.0,2443780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,16010.0,1311.0,91.04166666666667,0.0,0.0,46014.0,53629.0,0.0,2.0,1.0,1.0,0.0,0.0,6575427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,16027.0,1440.0,100.0,0.0,0.0,301500.0,382693.0,0.0,4.0,6.0,6.0,0.0,0.0,2396572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16013.0,1440.0,100.0,0.0,0.0,77274.0,97976.0,0.0,1.0,0.0,0.0,0.0,0.0,6234551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,16021.0,1440.0,100.0,0.0,0.0,812164.0,976583.0,0.0,12.0,1.0,1.0,0.0,0.0,6976784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,16022.0,1320.0,91.66666666666667,0.0,0.0,707693.0,888588.0,0.0,15.0,0.0,0.0,0.0,0.0,2468094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,16019.0,1380.0,95.83333333333333,0.0,0.0,472699.0,605082.0,0.0,4.0,6.0,6.0,0.0,0.0,2478239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,16018.0,1440.0,100.0,0.0,0.0,720160.0,906966.0,0.0,1.0,0.0,0.0,0.0,0.0,6979778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,16010.0,1440.0,100.0,0.0,0.0,26056.0,29976.0,0.0,2.0,0.0,0.0,0.0,0.0,6790212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,16018.0,1440.0,100.0,0.0,0.0,686308.0,865251.0,0.0,1.0,0.0,0.0,0.0,0.0,6234542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,16020.0,1296.0,90.0,0.0,0.0,884889.0,1097904.0,0.0,9.0,3.0,3.0,0.0,0.0,6227578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,16015.0,1380.0,95.83333333333333,0.0,0.0,790285.0,987522.0,0.0,3.0,0.0,0.0,0.0,0.0,2517628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
