begintime,sk_object,duration,integrity,1526727188,1526727189,1526728767,1526728768,1526745702,1526745703,1526746693,1526746694,1526756899
2022-03-01 06:00:00,811645.0,3600.0,100.0,0.0,0.0,0.0,0.0,4905.0,2614.0,0.0,0.0,0.0
2022-03-01 04:00:00,11156609.0,3600.0,100.0,0.0,0.0,0.0,0.0,2150.0,947.0,0.0,0.0,0.0
2022-03-02 21:00:00,812021.0,3600.0,100.0,0.0,0.0,0.0,0.0,546.0,294.0,0.0,0.0,0.0
2022-03-02 14:00:00,812166.0,3600.0,100.0,0.0,0.0,0.0,0.0,6567.0,1514.0,0.0,0.0,0.0
2022-03-02 04:00:00,811658.0,3600.0,100.0,0.0,0.0,0.0,0.0,26620.0,6745.0,0.0,0.0,0.0
2022-03-01 14:00:00,812142.0,3600.0,100.0,0.0,0.0,0.0,0.0,45133.0,7501.0,0.0,0.0,0.0
2022-03-02 20:00:00,811582.0,3600.0,100.0,0.0,0.0,0.0,0.0,41682.0,6126.0,0.0,0.0,0.0
2022-03-02 14:00:00,811586.0,3600.0,100.0,0.0,0.0,0.0,0.0,22660.0,4390.0,0.0,0.0,0.0
2022-02-05 14:00:00,811567.0,3600.0,100.0,0.0,0.0,0.0,0.0,65111.0,12762.0,0.0,0.0,0.0
2022-02-10 22:00:00,811940.0,3600.0,100.0,0.0,0.0,0.0,0.0,49600.0,9232.0,0.0,0.0,0.0
2022-02-10 13:00:00,811881.0,3600.0,100.0,0.0,0.0,0.0,0.0,76320.0,13578.0,0.0,0.0,0.0
2022-03-10 23:00:00,811934.0,3600.0,100.0,0.0,0.0,0.0,0.0,33066.0,6348.0,0.0,0.0,0.0
2022-02-04 13:00:00,811701.0,3600.0,100.0,0.0,0.0,0.0,0.0,41658.0,12258.0,0.0,0.0,0.0
2022-03-06 17:00:00,811910.0,3600.0,100.0,0.0,0.0,0.0,0.0,110.0,64.0,0.0,0.0,0.0
2022-02-12 18:00:00,811575.0,3600.0,100.0,0.0,0.0,0.0,0.0,49191.0,8617.0,0.0,0.0,0.0
2022-02-13 06:00:00,811889.0,3600.0,100.0,0.0,0.0,0.0,0.0,49730.0,14472.0,0.0,0.0,0.0
2022-02-13 14:00:00,812162.0,3600.0,100.0,0.0,0.0,0.0,0.0,28243.0,6392.0,0.0,0.0,0.0
2022-03-13 15:00:00,817744.0,3600.0,100.0,0.0,0.0,0.0,0.0,57902.0,10816.0,0.0,0.0,0.0
2022-03-14 21:00:00,817745.0,3600.0,100.0,0.0,0.0,0.0,0.0,43760.0,7692.0,0.0,0.0,0.0
2022-02-19 09:00:00,811755.0,3600.0,100.0,0.0,0.0,0.0,0.0,15049.0,5679.0,0.0,0.0,0.0
2022-02-19 21:00:00,811752.0,3600.0,100.0,0.0,0.0,0.0,0.0,32182.0,4009.0,0.0,0.0,0.0
2022-03-10 20:00:00,812021.0,3600.0,100.0,0.0,0.0,0.0,0.0,732.0,267.0,0.0,0.0,0.0
2022-02-04 12:00:00,812171.0,3600.0,100.0,0.0,0.0,0.0,0.0,33244.0,10668.0,0.0,0.0,0.0
2022-02-10 21:00:00,817742.0,3600.0,100.0,0.0,0.0,0.0,0.0,43223.0,12595.0,0.0,0.0,0.0
2022-03-12 17:00:00,817740.0,3600.0,100.0,0.0,0.0,0.0,0.0,52061.0,8586.0,0.0,0.0,0.0
2022-02-20 23:00:00,811569.0,3600.0,100.0,0.0,0.0,0.0,0.0,7010.0,1480.0,0.0,0.0,0.0
2022-02-20 03:00:00,811567.0,3600.0,100.0,0.0,0.0,0.0,0.0,37075.0,10935.0,0.0,0.0,0.0
2022-02-19 06:00:00,811892.0,3600.0,100.0,0.0,0.0,0.0,0.0,37580.0,12010.0,0.0,0.0,0.0
2022-03-13 13:00:00,811873.0,3600.0,100.0,0.0,0.0,0.0,0.0,61308.0,13305.0,0.0,0.0,0.0
2022-02-03 17:00:00,812031.0,3600.0,100.0,0.0,0.0,0.0,0.0,32743.0,5304.0,0.0,0.0,0.0
2022-03-06 06:00:00,811645.0,3600.0,100.0,0.0,0.0,0.0,0.0,4202.0,2111.0,0.0,0.0,0.0
2022-02-10 00:00:00,811568.0,3600.0,100.0,1.0,1.0,0.0,725.0,16352.0,7858.0,0.0,0.0,0.0
2022-02-19 06:00:00,811707.0,3600.0,100.0,0.0,0.0,0.0,0.0,27786.0,6842.0,0.0,0.0,0.0
2022-02-19 19:00:00,812010.0,3600.0,100.0,0.0,0.0,0.0,0.0,115268.0,18947.0,0.0,0.0,0.0
2022-03-12 09:00:00,812165.0,3600.0,100.0,0.0,0.0,0.0,0.0,30697.0,5828.0,0.0,0.0,0.0
2022-03-12 19:00:00,812020.0,3600.0,100.0,0.0,0.0,0.0,0.0,2300.0,734.0,0.0,0.0,0.0
2022-03-12 07:00:00,812169.0,3600.0,100.0,0.0,0.0,0.0,0.0,19028.0,4124.0,0.0,0.0,0.0
2022-02-18 16:00:00,811752.0,3600.0,100.0,0.0,0.0,0.0,0.0,27062.0,3747.0,0.0,0.0,0.0
2022-02-05 06:00:00,811565.0,3600.0,100.0,0.0,0.0,0.0,0.0,646.0,329.0,0.0,0.0,0.0
2022-02-03 17:00:00,811931.0,3600.0,100.0,0.0,0.0,0.0,440.0,12223.0,3491.0,0.0,0.0,0.0
2022-02-10 01:00:00,811997.0,3600.0,100.0,0.0,0.0,0.0,0.0,9444.0,3433.0,0.0,0.0,0.0
2022-02-06 08:00:00,812172.0,3600.0,100.0,0.0,0.0,0.0,0.0,18748.0,3439.0,0.0,0.0,0.0
2022-03-14 08:00:00,811669.0,3600.0,100.0,0.0,0.0,0.0,0.0,50745.0,10836.0,0.0,0.0,0.0
2022-03-03 10:00:00,811579.0,3600.0,100.0,0.0,0.0,0.0,0.0,1510.0,225.0,0.0,0.0,0.0
2022-02-06 13:00:00,811582.0,3600.0,100.0,0.0,0.0,0.0,0.0,34398.0,5671.0,0.0,0.0,0.0
2022-03-03 15:00:00,812171.0,3600.0,100.0,0.0,0.0,0.0,0.0,30633.0,9649.0,0.0,0.0,0.0
