begintime,sk_object,duration,integrity,M8073C0
2022-03-17,6325.0,6.0,0.4166666666666667,0.0
2022-03-17,6322.0,6.0,0.4166666666666667,0.0
2022-03-17,6335.0,6.0,0.4166666666666667,0.0
2022-03-17,6336.0,6.0,0.4166666666666667,0.0
2022-03-19,87735.0,4.0,0.2777777777777778,14.0
2022-03-17,6347.0,6.0,0.4166666666666667,0.0
2022-03-12,6361.0,10.0,0.6944444444444444,12.0
2022-03-12,6355.0,10.0,0.6944444444444444,0.0
2022-03-11,6352.0,13.0,0.9027777777777778,0.0
2022-03-12,6348.0,5.0,0.3472222222222222,0.0
2022-03-17,6333.0,5.0,0.3472222222222222,0.0
2022-03-17,6341.0,6.0,0.4166666666666667,0.0
2022-03-17,6330.0,5.0,0.3472222222222222,0.0
2022-03-19,87728.0,4.0,0.2777777777777778,2.0
2022-03-17,6328.0,6.0,0.4166666666666667,0.0
2022-03-17,6356.0,6.0,0.4166666666666667,0.0
2022-03-12,6328.0,5.0,0.3472222222222222,21.0
2022-03-15,6355.0,2.0,0.1388888888888889,0.0
2022-03-17,6357.0,7.0,0.4861111111111111,0.0
2022-03-17,6337.0,6.0,0.4166666666666667,0.0
2022-03-19,87733.0,4.0,0.2777777777777778,10.0
2022-03-17,6348.0,6.0,0.4166666666666667,0.0
2022-03-12,6346.0,10.0,0.6944444444444444,0.0
2022-03-15,6339.0,2.0,0.1388888888888889,0.0
2022-03-17,6351.0,7.0,0.4861111111111111,1.0
2022-03-17,6332.0,6.0,0.4166666666666667,0.0
2022-03-17,6324.0,6.0,0.4166666666666667,0.0
2022-03-17,6354.0,5.0,0.3472222222222222,0.0
2022-03-19,6355.0,14.0,0.9722222222222222,1.0
2022-03-17,6323.0,5.0,0.3472222222222222,0.0
2022-03-15,6352.0,2.0,0.1388888888888889,0.0
2022-03-19,6331.0,14.0,0.9722222222222222,0.0
2022-03-17,6338.0,7.0,0.4861111111111111,5.0
2022-03-11,6355.0,13.0,0.9027777777777778,0.0
2022-03-17,6329.0,6.0,0.4166666666666667,0.0
2022-03-17,6349.0,6.0,0.4166666666666667,0.0
2022-03-17,6359.0,6.0,0.4166666666666667,0.0
2022-03-19,6361.0,14.0,0.9722222222222222,8.0
2022-03-17,6327.0,6.0,0.4166666666666667,0.0
2022-03-17,6326.0,7.0,0.4861111111111111,0.0
2022-03-17,6334.0,6.0,0.4166666666666667,0.0
2022-03-17,6360.0,5.0,0.3472222222222222,0.0
2022-03-12,6339.0,10.0,0.6944444444444444,0.0
2022-03-15,6331.0,2.0,0.1388888888888889,2.0
2022-03-12,6331.0,10.0,0.6944444444444444,0.0
2022-03-17,6353.0,6.0,0.4166666666666667,0.0
2022-03-12,6359.0,5.0,0.3472222222222222,0.0
2022-03-17,6345.0,7.0,0.4861111111111111,0.0
2022-03-11,6361.0,13.0,0.9027777777777778,38.0
2022-03-19,87737.0,4.0,0.2777777777777778,50.0
2022-03-17,6350.0,6.0,0.4166666666666667,0.0
2022-03-15,6361.0,2.0,0.1388888888888889,5.0
2022-03-17,6342.0,6.0,0.4166666666666667,0.0
2022-03-17,6343.0,5.0,0.3472222222222222,0.0
2022-03-11,6331.0,13.0,0.9027777777777778,1.0
2022-03-12,6335.0,5.0,0.3472222222222222,2.0
2022-03-11,6346.0,13.0,0.9027777777777778,0.0
2022-03-19,87734.0,4.0,0.2777777777777778,2.0
2022-03-19,6346.0,16.0,1.1111111111111112,0.0
2022-03-17,6362.0,6.0,0.4166666666666667,0.0
2022-03-12,6352.0,10.0,0.6944444444444444,0.0
2022-03-17,6344.0,7.0,0.4861111111111111,0.0
2022-03-19,6339.0,16.0,1.1111111111111112,0.0
2022-03-12,6337.0,5.0,0.3472222222222222,19.0
2022-03-17,6321.0,6.0,0.4166666666666667,2.0
2022-03-15,6346.0,2.0,0.1388888888888889,0.0
2022-03-17,6358.0,6.0,0.4166666666666667,0.0
2022-03-17,6340.0,6.0,0.4166666666666667,0.0
2022-03-11,6339.0,13.0,0.9027777777777778,0.0
2022-03-12,6340.0,5.0,0.3472222222222222,1.0
2022-03-19,87730.0,4.0,0.2777777777777778,0.0
2022-03-19,6352.0,16.0,1.1111111111111112,0.0
2024-03-03,6335.0,5.0,0.3472222222222222,2.0
2024-03-02,6346.0,13.0,0.9027777777777778,0.0
2024-03-10,87734.0,4.0,0.2777777777777778,2.0
2024-03-15,6355.0,2.0,0.1388888888888889,0.0
2024-03-17,6357.0,7.0,0.4861111111111111,0.0
2024-03-17,6337.0,6.0,0.4166666666666667,0.0
2024-03-19,87733.0,4.0,0.2777777777777778,10.0
