begintime,sk_object,1282438822,1282438823,1282438847,1282438848,1282454549,1282454554,duration
2022-03-06 11:00:00,7525853.0,20.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 11:00:00,7525854.0,55.0,12.0,19.0,18.0,0.0,0.0,PT3600S
2022-03-06 12:00:00,7525853.0,22.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 12:00:00,7525854.0,53.0,13.0,19.0,18.0,0.0,0.0,PT3600S
2022-03-06 13:00:00,7525853.0,19.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 13:00:00,7525854.0,57.0,13.0,19.0,18.0,0.0,0.0,PT3600S
2022-03-06 14:00:00,7525853.0,21.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 14:00:00,7525854.0,55.0,13.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-06 15:00:00,7525853.0,19.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 15:00:00,7525854.0,55.0,13.0,18.0,17.0,0.0,0.0,PT3600S
2022-03-06 16:00:00,7525853.0,20.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 16:00:00,7525854.0,55.0,13.0,18.0,17.0,0.0,0.0,PT3600S
2022-03-06 17:00:00,7525853.0,20.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 17:00:00,7525854.0,54.0,14.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-06 18:00:00,7525853.0,21.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 18:00:00,7525854.0,57.0,15.0,18.0,17.0,0.0,0.0,PT3600S
2022-03-06 19:00:00,7525853.0,20.0,5.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 19:00:00,7525854.0,70.0,18.0,24.0,17.0,0.0,0.0,PT3600S
2022-03-06 20:00:00,7525853.0,20.0,5.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 20:00:00,7525854.0,67.0,17.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-06 21:00:00,7525853.0,20.0,5.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 21:00:00,7525854.0,61.0,16.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-06 22:00:00,7525853.0,23.0,5.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 22:00:00,7525854.0,60.0,13.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-06 23:00:00,7525853.0,20.0,5.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-06 23:00:00,7525854.0,53.0,11.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-07 00:00:00,7525853.0,36.0,5.0,6.0,6.0,0.0,0.0,PT3600S
