begintime,sk_object,duration,integrity,M8007C8,M8007C9,M8007C0,M8007C1,M8007C2,M8007C4,M8007C7,M8007C10,M8007C11,M8007C12,M8007C14,M8007C15,M8007C16,M8007C17,M8007C18,M8007C19,M8007C20,M8007C21,M8007C22,M8007C23,M8007C24,M8007C25,M8007C26,M8007C27,M8007C28,M8007C29
2022-03-11,616.0,13.0,0.9027777777777778,458.0,1.0,602.0,600.0,2.0,0.0,459.0,344.0,342.0,2.0,43.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,633.0,5.0,0.3472222222222222,1400.0,0.0,851.0,851.0,0.0,0.0,1400.0,787.0,787.0,0.0,49.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,651.0,13.0,0.9027777777777778,2037.0,23.0,1570.0,1563.0,6.0,7.0,2060.0,1308.0,1301.0,6.0,65.0,2091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,633.0,6.0,0.4166666666666667,135.0,0.0,109.0,109.0,0.0,0.0,135.0,75.0,75.0,0.0,45.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,617.0,2.0,0.1388888888888889,86.0,0.0,83.0,83.0,0.0,0.0,86.0,43.0,43.0,0.0,53.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,652.0,5.0,0.3472222222222222,666.0,0.0,307.0,307.0,0.0,0.0,666.0,291.0,291.0,0.0,50.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,628.0,6.0,0.4166666666666667,97.0,0.0,78.0,78.0,0.0,0.0,97.0,73.0,73.0,0.0,29.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,86786.0,4.0,0.2777777777777778,212.0,1.0,150.0,150.0,0.0,0.0,213.0,124.0,124.0,0.0,38.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,647.0,5.0,0.3472222222222222,1096.0,0.0,650.0,649.0,1.0,2.0,1096.0,603.0,602.0,1.0,50.0,937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,627.0,13.0,0.9027777777777778,1184.0,4.0,978.0,968.0,10.0,1.0,1189.0,813.0,809.0,4.0,61.0,1418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,640.0,6.0,0.4166666666666667,31.0,0.0,13.0,13.0,0.0,0.0,31.0,13.0,13.0,0.0,36.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,656.0,6.0,0.4166666666666667,126.0,0.0,58.0,58.0,0.0,0.0,126.0,57.0,57.0,0.0,54.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,619.0,7.0,0.4861111111111111,71.0,1.0,54.0,54.0,0.0,0.0,72.0,51.0,51.0,0.0,103.0,2122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,635.0,7.0,0.4861111111111111,1165.0,9.0,604.0,604.0,0.0,2.0,1172.0,597.0,597.0,0.0,74.0,5471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,651.0,2.0,0.1388888888888889,239.0,1.0,115.0,113.0,2.0,1.0,240.0,99.0,98.0,1.0,50.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,655.0,14.0,0.9722222222222222,3793.0,15.0,2733.0,2729.0,5.0,8.0,3808.0,2230.0,2228.0,2.0,59.0,2655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,629.0,7.0,0.4861111111111111,602.0,0.0,324.0,323.0,1.0,0.0,601.0,315.0,314.0,1.0,43.0,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,632.0,7.0,0.4861111111111111,92.0,0.0,49.0,49.0,0.0,0.0,92.0,44.0,44.0,0.0,40.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
