begintime,sk_object,duration,integrity,67194647,67194648
2022-03-13,7669480.0,75600.0,87.5,0.0,0.0
2022-02-12,7669479.0,86400.0,100.0,0.0,0.0
2022-02-12,7669480.0,86400.0,100.0,0.0,0.0
2022-02-13,7669480.0,86400.0,100.0,0.0,0.0
2022-03-03,7669479.0,86400.0,100.0,0.0,0.0
2022-02-19,7669480.0,86400.0,100.0,0.0,0.0
2022-03-01,7669481.0,86400.0,100.0,0.0,0.0
2022-02-11,7669480.0,86400.0,100.0,0.0,0.0
2022-02-13,7669479.0,86400.0,100.0,0.0,0.0
2022-02-05,7669480.0,86400.0,100.0,0.0,0.0
2022-02-19,7669479.0,86400.0,100.0,0.0,0.0
2022-02-17,7669481.0,75600.0,87.5,0.0,0.0
2022-02-18,7669479.0,86400.0,100.0,0.0,0.0
2022-02-06,7669481.0,86400.0,100.0,0.0,0.0
2022-02-10,7669481.0,86400.0,100.0,0.0,0.0
2022-03-10,7669479.0,79200.0,91.66666666666667,0.0,0.0
2022-02-08,7669481.0,86400.0,100.0,0.0,0.0
2022-03-10,7669480.0,79200.0,91.66666666666667,0.0,0.0
2022-03-11,7669480.0,86400.0,100.0,0.0,0.0
2022-02-20,7669480.0,86400.0,100.0,0.0,0.0
2022-03-02,7669480.0,86400.0,100.0,0.0,0.0
2022-03-07,7669481.0,82800.0,95.83333333333333,0.0,0.0
2022-03-12,7669479.0,68400.0,79.16666666666667,0.0,0.0
2022-02-12,7669481.0,86400.0,100.0,0.0,0.0
2022-03-12,7669480.0,68400.0,79.16666666666667,0.0,0.0
2022-03-06,7669481.0,79200.0,91.66666666666667,0.0,0.0
2022-02-03,7669480.0,86400.0,100.0,0.0,0.0
2022-03-02,7669481.0,86400.0,100.0,0.0,0.0
2022-02-06,7669480.0,86400.0,100.0,0.0,0.0
2022-03-03,7669480.0,86400.0,100.0,0.0,0.0
2022-02-08,7669479.0,86400.0,100.0,0.0,0.0
2022-02-18,7669480.0,86400.0,100.0,0.0,0.0
2022-02-11,7669479.0,86400.0,100.0,0.0,0.0
2022-03-09,7669481.0,3600.0,4.166666666666667,0.0,0.0
2022-02-19,7669481.0,86400.0,100.0,0.0,0.0
2022-02-03,7669479.0,86400.0,100.0,0.0,0.0
2022-03-13,7669479.0,75600.0,87.5,0.0,0.0
2022-03-12,7669481.0,68400.0,79.16666666666667,0.0,0.0
2022-02-17,7669479.0,75600.0,87.5,0.0,0.0
2022-03-06,7669479.0,79200.0,91.66666666666667,0.0,0.0
2022-03-15,7669480.0,82800.0,95.83333333333333,0.0,0.0
2022-02-11,7669481.0,86400.0,100.0,0.0,0.0
2022-03-01,7669479.0,86400.0,100.0,0.0,0.0
2022-03-15,7669479.0,82800.0,95.83333333333333,0.0,0.0
2022-02-05,7669479.0,86400.0,100.0,0.0,0.0
2022-02-10,7669480.0,86400.0,100.0,0.0,0.0
2022-03-11,7669479.0,86400.0,100.0,0.0,0.0
2022-03-09,7669479.0,3600.0,4.166666666666667,0.0,0.0
2022-03-02,7669479.0,86400.0,100.0,0.0,0.0
2022-03-07,7669480.0,82800.0,95.83333333333333,0.0,0.0
2022-03-15,7669481.0,82800.0,95.83333333333333,0.0,0.0
2022-03-14,7669479.0,86400.0,100.0,0.0,0.0
2022-03-03,7669481.0,86400.0,100.0,0.0,0.0
2022-02-20,7669481.0,86400.0,100.0,0.0,0.0
2022-03-11,7669481.0,86400.0,100.0,0.0,0.0
2022-02-20,7669479.0,86400.0,100.0,0.0,0.0
2022-02-13,7669481.0,86400.0,100.0,0.0,0.0
2022-02-18,7669481.0,86400.0,100.0,0.0,0.0
2022-02-17,7669480.0,75600.0,87.5,0.0,0.0
2022-03-13,7669481.0,75600.0,87.5,0.0,0.0
2022-03-07,7669479.0,82800.0,95.83333333333333,0.0,0.0
2022-03-06,7669480.0,79200.0,91.66666666666667,0.0,0.0
2022-03-14,7669480.0,86400.0,100.0,0.0,0.0
2022-02-06,7669479.0,86400.0,100.0,0.0,0.0
2022-02-05,7669481.0,86400.0,100.0,0.0,0.0
2022-03-09,7669480.0,3600.0,4.166666666666667,0.0,0.0
2022-02-08,7669480.0,86400.0,100.0,0.0,0.0
2022-03-10,7669481.0,79200.0,91.66666666666667,0.0,0.0
2022-02-04,7669480.0,86400.0,100.0,0.0,0.0
2022-03-14,7669481.0,86400.0,100.0,0.0,0.0
2022-02-10,7669479.0,86400.0,100.0,0.0,0.0
2022-02-03,7669481.0,86400.0,100.0,0.0,0.0
2022-02-04,7669481.0,86400.0,100.0,0.0,0.0
2022-02-04,7669479.0,86400.0,100.0,0.0,0.0
2022-03-01,7669480.0,86400.0,100.0,0.0,0.0
