begintime,sk_object,duration,integrity,20000064
2021-09-26 19:00:00,124.0,900.0,25.0,"['0.0', '0.0']"
2021-09-26 21:00:00,114.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,121.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 19:00:00,123.0,900.0,25.0,"['0.0', '0.0']"
2021-09-26 19:00:00,113.0,900.0,25.0,"['0.0', '0.0']"
2021-09-26 20:00:00,119.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,122.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 21:00:00,117.0,3600.0,100.0,"['1.0', '2.0']"
2021-09-26 20:00:00,117.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 19:00:00,117.0,900.0,25.0,"['0.0', '0.0']"
2021-09-26 21:00:00,120.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 19:00:00,126.0,900.0,25.0,"['0.0', '0.0']"
2021-09-26 19:00:00,121.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 21:00:00,122.0,3600.0,100.0,"['10.0', '20.0']"
2021-09-26 21:00:00,119.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 21:00:00,115.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 21:00:00,118.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 21:00:00,113.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,124.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 19:00:00,119.0,900.0,25.0,"['0.0', '0.0']"
2021-09-26 19:00:00,120.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 20:00:00,124.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,120.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,113.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,114.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 20:00:00,113.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,125.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 20:00:00,114.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 20:00:00,122.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,123.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,126.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 20:00:00,115.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 19:00:00,118.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 19:00:00,114.0,900.0,25.0,"['0.0', '0.0']"
2021-09-26 20:00:00,126.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,119.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 21:00:00,124.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 20:00:00,121.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 21:00:00,121.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 21:00:00,125.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 20:00:00,125.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,115.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,116.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 20:00:00,120.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 20:00:00,118.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 19:00:00,115.0,900.0,25.0,"['0.0', '0.0']"
2021-09-26 21:00:00,116.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,118.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 20:00:00,123.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 22:00:00,117.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 21:00:00,123.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 19:00:00,122.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 20:00:00,116.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 19:00:00,125.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 19:00:00,116.0,3600.0,100.0,"['0.0', '0.0']"
2021-09-26 21:00:00,126.0,3600.0,100.0,"['0.0', '0.0']"
