begintime,ne_name,sum_L.Thrp.bits.DL,contribution,count,target_without_worst_nes
2022-03-09,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=3, Cell Name=4G_DAMAROAD-3, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",45758383080.0,0.004008896024404812,327,4534427724816.0
2022-03-09,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC, Local Cell ID=1, Cell Name=4G_WILBERFORCEMSC-2, eNodeB ID=5003, Cell FDD TDD indication=CELL_FDD",45953153272.0,0.004025959858304193,328,4488474571544.0
2022-03-09,"4G_OCTEA/Cell:eNodeB Function Name=4G_OCTEA, Local Cell ID=1, Cell Name=4G_OCTEA-1, eNodeB ID=5046, Cell FDD TDD indication=CELL_FDD",46095654872.0,0.0040384444361948185,329,4442378916672.0
2022-03-09,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD, Local Cell ID=2, Cell Name=4G_KISSYROAD-2, eNodeB ID=5011, Cell FDD TDD indication=CELL_FDD",46101564168.0,0.004038962150144632,330,4396277352504.0
2022-03-09,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=1, Cell Name=4G_GODERICH-1, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",46239071264.0,0.004051009159094185,331,4350038281240.0
2022-03-09,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS, Local Cell ID=7, Cell Name=4G_MURRAYTOWNBARRACKS-7, eNodeB ID=5012, Cell FDD TDD indication=CELL_FDD",46441007512.0,0.004068700811799114,332,4303597273728.0
2022-03-09,"4G_COLEFARM_II/Cell:eNodeB Function Name=4G_COLEFARM_II, Local Cell ID=8, Cell Name=4G_COLEFARM_II-8, eNodeB ID=5008, Cell FDD TDD indication=CELL_FDD",46981808000.0,0.004116080390805413,333,4256615465728.0
2022-03-09,"4G_SS_CAMP/Cell:eNodeB Function Name=4G_SS_CAMP, Local Cell ID=2, Cell Name=4G_SS_CAMP-2, eNodeB ID=5124, Cell FDD TDD indication=CELL_FDD",47430407208.0,0.004155382207444305,334,4209185058520.0
2022-03-09,"4G_LUNGIROTIFUNK/Cell:eNodeB Function Name=4G_LUNGIROTIFUNK, Local Cell ID=3, Cell Name=4G_LUNGIROTIFUNK-3, eNodeB ID=5115, Cell FDD TDD indication=CELL_FDD",47592592488.0,0.004169591274295996,335,4161592466032.0
2022-03-09,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II, Local Cell ID=1, Cell Name=4G_KOSSOHTOWN_II-1, eNodeB ID=5031, Cell FDD TDD indication=CELL_FDD",48000245208.0,0.004205305765467781,336,4113592220824.0
2022-03-09,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN, Local Cell ID=2, Cell Name=4G_KALABATOWN-2, eNodeB ID=5035, Cell FDD TDD indication=CELL_FDD",48083421272.0,0.004212592827856158,337,4065508799552.0
2022-03-09,"4G_BLACKHALLROAD_II/Cell:eNodeB Function Name=4G_BLACKHALLROAD_II, Local Cell ID=7, Cell Name=4G_BLACKHALLROAD_II-7, eNodeB ID=5028, Cell FDD TDD indication=CELL_FDD",48843256848.0,0.00427916209046542,338,4016665542704.0
2022-03-09,"4G_ABERDEEN/Cell:eNodeB Function Name=4G_ABERDEEN, Local Cell ID=1, Cell Name=4G_ABERDEEN-1, eNodeB ID=5104, Cell FDD TDD indication=CELL_FDD",49185783592.0,0.0043091708890690165,339,3967479759112.0
2022-03-09,"4G_SS_CAMP/Cell:eNodeB Function Name=4G_SS_CAMP, Local Cell ID=1, Cell Name=4G_SS_CAMP-1, eNodeB ID=5124, Cell FDD TDD indication=CELL_FDD",49291896104.0,0.004318467415713166,340,3918187863008.0
2022-03-09,"4G_CITYROAD/Cell:eNodeB Function Name=4G_CITYROAD, Local Cell ID=1, Cell Name=4G_CITYROAD-1, eNodeB ID=5040, Cell FDD TDD indication=CELL_FDD",49365388576.0,0.00432490609774241,341,3868822474432.0
2022-03-09,"4G_SEFADUCENTRAL/Cell:eNodeB Function Name=4G_SEFADUCENTRAL, Local Cell ID=1, Cell Name=4G_SEFADUCENTRAL-1, eNodeB ID=5061, Cell FDD TDD indication=CELL_FDD",49454661736.0,0.004332727327255358,342,3819367812696.0
2022-03-09,"4G_KENEMATOWN/Cell:eNodeB Function Name=4G_KENEMATOWN, Local Cell ID=2, Cell Name=4G_KENEMATOWN-2, eNodeB ID=5057, Cell FDD TDD indication=CELL_FDD",50014705448.0,0.004381792806833263,343,3769353107248.0
2022-03-09,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE, Local Cell ID=1, Cell Name=4G_MMCE-1, eNodeB ID=5009, Cell FDD TDD indication=CELL_FDD",50572000672.0,0.004430617491132256,344,3718781106576.0
2022-03-09,"4G_KISSYBARRACKS/Cell:eNodeB Function Name=4G_KISSYBARRACKS, Local Cell ID=6, Cell Name=4G_KISSYBARRACKS-6, eNodeB ID=5052, Cell FDD TDD indication=CELL_FDD",51243157928.0,0.004489417638214045,345,3667537948648.0
2022-03-09,"4G_BARGBORHILL_II/Cell:eNodeB Function Name=4G_BARGBORHILL_II, Local Cell ID=3, Cell Name=4G_BARGBORHILL_II-3, eNodeB ID=5042, Cell FDD TDD indication=CELL_FDD",51274072520.0,0.004492126068377502,346,3616263876128.0
2022-03-09,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II, Local Cell ID=2, Cell Name=4G_KOSSOHTOWN_II-2, eNodeB ID=5031, Cell FDD TDD indication=CELL_FDD",51361574792.0,0.004499792150234764,347,3564902301336.0
2022-03-09,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=8, Cell Name=4G_GODERICH-8, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",51450748488.0,0.0045076046656977965,348,3513451552848.0
2022-03-09,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II, Local Cell ID=2, Cell Name=4G_ALLENTOWN_II-2, eNodeB ID=5034, Cell FDD TDD indication=CELL_FDD",51635245144.0,0.0045237684341915664,349,3461816307704.0
2022-03-09,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE, Local Cell ID=7, Cell Name=4G_MMCE-7, eNodeB ID=5009, Cell FDD TDD indication=CELL_FDD",52239077832.0,0.004576670269863879,350,3409577229872.0
2022-03-09,"4G_KISSYBARRACKS/Cell:eNodeB Function Name=4G_KISSYBARRACKS, Local Cell ID=2, Cell Name=4G_KISSYBARRACKS-2, eNodeB ID=5052, Cell FDD TDD indication=CELL_FDD",52692158712.0,0.004616364726186566,351,3356885071160.0
2022-03-09,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD, Local Cell ID=7, Cell Name=4G_WILKINSONROAD-7, eNodeB ID=5005, Cell FDD TDD indication=CELL_FDD",53358312408.0,0.004674726510930315,352,3303526758752.0
2022-03-09,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II, Local Cell ID=7, Cell Name=4G_MALAMA_II-7, eNodeB ID=5060, Cell FDD TDD indication=CELL_FDD",53379640568.0,0.004676595072930908,353,3250147118184.0
2022-03-09,"4G_LUNGIROTIFUNK/Cell:eNodeB Function Name=4G_LUNGIROTIFUNK, Local Cell ID=1, Cell Name=4G_LUNGIROTIFUNK-1, eNodeB ID=5115, Cell FDD TDD indication=CELL_FDD",53864125816.0,0.0047190408687361116,354,3196282992368.0
2022-03-09,"4G_FBC/Cell:eNodeB Function Name=4G_FBC, Local Cell ID=1, Cell Name=4G_FBC-1, eNodeB ID=5026, Cell FDD TDD indication=CELL_FDD",54115841448.0,0.004741093697714817,355,3142167150920.0
2022-03-09,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN, Local Cell ID=7, Cell Name=4G_LOKKOHTOWN-7, eNodeB ID=5022, Cell FDD TDD indication=CELL_FDD",54289167120.0,0.0047562787753036235,356,3087877983800.0
2022-03-09,"4G_MAGBURAKA_II/Cell:eNodeB Function Name=4G_MAGBURAKA_II, Local Cell ID=1, Cell Name=4G_MAGBURAKA_II-1, eNodeB ID=5051, Cell FDD TDD indication=CELL_FDD",54421719360.0,0.004767891688876922,357,3033456264440.0
2022-03-09,"4G_JUITOWN_II/Cell:eNodeB Function Name=4G_JUITOWN_II, Local Cell ID=3, Cell Name=4G_JUITOWN_II-3, eNodeB ID=5032, Cell FDD TDD indication=CELL_FDD",54673372976.0,0.004789939084628335,358,2978782891464.0
2022-03-09,"4G_COLLEGIATESCHOOL_II/Cell:eNodeB Function Name=4G_COLLEGIATESCHOOL_II, Local Cell ID=1, Cell Name=4G_COLLEGIATESCHOOL_II-1, eNodeB ID=5017, Cell FDD TDD indication=CELL_FDD",55112785496.0,0.00482843605471187,359,2923670105968.0
2022-03-09,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=1, Cell Name=4G_ROCKELBANK-1, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",55942739264.0,0.004901148378378508,360,2867727366704.0
2022-03-09,"4G_MAMBO/Cell:eNodeB Function Name=4G_MAMBO, Local Cell ID=3, Cell Name=4G_MAMBO-3, eNodeB ID=5073, Cell FDD TDD indication=CELL_FDD",56364109632.0,0.004938064673915523,361,2811363257072.0
2022-03-09,"4G_SS_CAMP/Cell:eNodeB Function Name=4G_SS_CAMP, Local Cell ID=3, Cell Name=4G_SS_CAMP-3, eNodeB ID=5124, Cell FDD TDD indication=CELL_FDD",56384885480.0,0.004939884847812516,362,2754978371592.0
2022-03-09,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",56400215016.0,0.004941227869829245,363,2698578156576.0
2022-03-09,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL, Local Cell ID=8, Cell Name=4G_JUBAHILL-8, eNodeB ID=5004, Cell FDD TDD indication=CELL_FDD",56557673080.0,0.004955022784865393,364,2642020483496.0
2022-03-09,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=2, Cell Name=4G_MARJAYTOWN_II-2, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",57207131080.0,0.005011921858192918,365,2584813352416.0
2022-03-09,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=1, Cell Name=4G_ALLENTOWN-1, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",57317478152.0,0.0050215893750164935,366,2527495874264.0
2022-03-09,"4G_ADONKIA/Cell:eNodeB Function Name=4G_ADONKIA, Local Cell ID=8, Cell Name=4G_ADONKIA-8, eNodeB ID=5059, Cell FDD TDD indication=CELL_FDD",58108922152.0,0.00509092785447264,367,2469386952112.0
2022-03-09,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",58635337224.0,0.005137047125899648,368,2410751614888.0
2022-03-09,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=1, Cell Name=4G_MARJAYTOWN_II-1, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",58726382024.0,0.00514502356895107,369,2352025232864.0
2022-03-09,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=2, Cell Name=4G_ALLENTOWN-2, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",59399050184.0,0.005203956086467108,370,2292626182680.0
2022-03-09,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN, Local Cell ID=3, Cell Name=4G_LOKKOHTOWN-3, eNodeB ID=5022, Cell FDD TDD indication=CELL_FDD",59712905528.0,0.005231452981158515,371,2232913277152.0
2022-03-09,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD, Local Cell ID=8, Cell Name=4G_WILKINSONROAD-8, eNodeB ID=5005, Cell FDD TDD indication=CELL_FDD",60000937776.0,0.00525668751210531,372,2172912339376.0
2022-03-09,"4G_ABERDEEN/Cell:eNodeB Function Name=4G_ABERDEEN, Local Cell ID=7, Cell Name=4G_ABERDEEN-7, eNodeB ID=5104, Cell FDD TDD indication=CELL_FDD",60001924816.0,0.005256773986767778,373,2112910414560.0
2022-03-09,"4G_KISSY_II/Cell:eNodeB Function Name=4G_KISSY_II, Local Cell ID=3, Cell Name=4G_KISSY_II-3, eNodeB ID=5036, Cell FDD TDD indication=CELL_FDD",60005634984.0,0.005257099034917296,374,2052904779576.0
2022-03-09,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II, Local Cell ID=8, Cell Name=4G_LESTERPEAK_II-8, eNodeB ID=5000, Cell FDD TDD indication=CELL_FDD",60509854632.0,0.00530127376326729,375,1992394924944.0
2022-03-09,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN, Local Cell ID=2, Cell Name=4G_LOKKOHTOWN-2, eNodeB ID=5022, Cell FDD TDD indication=CELL_FDD",61447820496.0,0.005383449036301807,376,1930947104448.0
2022-03-09,"4G_SPURLOOP_II/Cell:eNodeB Function Name=4G_SPURLOOP_II, Local Cell ID=8, Cell Name=4G_SPURLOOP_II-8, eNodeB ID=5039, Cell FDD TDD indication=CELL_FDD",63014141336.0,0.005520674544848304,377,1867932963112.0
2022-03-09,"4G_TORKPOITOWN/Cell:eNodeB Function Name=4G_TORKPOITOWN, Local Cell ID=2, Cell Name=4G_TORKPOITOWN-2, eNodeB ID=5072, Cell FDD TDD indication=CELL_FDD",63399604392.0,0.005554444997577189,378,1804533358720.0
2022-03-09,"4G_BLACKHALLROAD_II/Cell:eNodeB Function Name=4G_BLACKHALLROAD_II, Local Cell ID=2, Cell Name=4G_BLACKHALLROAD_II-2, eNodeB ID=5028, Cell FDD TDD indication=CELL_FDD",63487192296.0,0.00556211858166161,379,1741046166424.0
2022-03-09,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II, Local Cell ID=3, Cell Name=4G_KISSYSHELL_II-3, eNodeB ID=5037, Cell FDD TDD indication=CELL_FDD",65877845592.0,0.0057715639302288665,380,1675168320832.0
2022-03-09,"4G_CONGOTOWN/Cell:eNodeB Function Name=4G_CONGOTOWN, Local Cell ID=7, Cell Name=4G_CONGOTOWN-7, eNodeB ID=5007, Cell FDD TDD indication=CELL_FDD",66335604216.0,0.005811668204120763,381,1608832716616.0
2022-03-09,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL, Local Cell ID=6, Cell Name=4G_JUBAHILL-6, eNodeB ID=5004, Cell FDD TDD indication=CELL_FDD",66940334120.0,0.005864648644966888,382,1541892382496.0
2022-03-09,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD, Local Cell ID=1, Cell Name=4G_KISSYROAD-1, eNodeB ID=5011, Cell FDD TDD indication=CELL_FDD",67912580400.0,0.0059498272283058165,383,1473979802096.0
2022-03-09,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL, Local Cell ID=2, Cell Name=4G_JUBAHILL-3, eNodeB ID=5004, Cell FDD TDD indication=CELL_FDD",67981714904.0,0.0059558841083697436,384,1405998087192.0
2022-03-09,"4G_ADONKIA/Cell:eNodeB Function Name=4G_ADONKIA, Local Cell ID=2, Cell Name=4G_ADONKIA-2, eNodeB ID=5059, Cell FDD TDD indication=CELL_FDD",71908080768.0,0.006299873372042571,385,1334090006424.0
2022-03-09,"4G_BLACKHALLROAD_II/Cell:eNodeB Function Name=4G_BLACKHALLROAD_II, Local Cell ID=3, Cell Name=4G_BLACKHALLROAD_II-3, eNodeB ID=5028, Cell FDD TDD indication=CELL_FDD",71979495096.0,0.006306129987690554,386,1262110511328.0
2022-03-09,"4G_ADONKIA/Cell:eNodeB Function Name=4G_ADONKIA, Local Cell ID=7, Cell Name=4G_ADONKIA-7, eNodeB ID=5059, Cell FDD TDD indication=CELL_FDD",72114812984.0,0.0063179851999318965,387,1189995698344.0
2022-03-09,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC, Local Cell ID=7, Cell Name=4G_WILBERFORCEMSC-7, eNodeB ID=5003, Cell FDD TDD indication=CELL_FDD",72430218240.0,0.006345617882551914,388,1117565480104.0
2022-03-09,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD, Local Cell ID=8, Cell Name=4G_KISSYROAD-8, eNodeB ID=5011, Cell FDD TDD indication=CELL_FDD",73197927560.0,0.006412876964575546,389,1044367552544.0
2022-03-09,"4G_KISSYHOUSE/Cell:eNodeB Function Name=4G_KISSYHOUSE, Local Cell ID=7, Cell Name=4G_KISSYHOUSE-7, eNodeB ID=5053, Cell FDD TDD indication=CELL_FDD",73200629856.0,0.006413113712969217,390,971166922688.0
2022-03-09,"4G_LAKKA_II/Cell:eNodeB Function Name=4G_LAKKA_II, Local Cell ID=2, Cell Name=4G_LAKKA_II-2, eNodeB ID=5103, Cell FDD TDD indication=CELL_FDD",73627730752.0,0.006450532060575614,391,897539191936.0
2022-03-09,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL, Local Cell ID=7, Cell Name=4G_JUBAHILL-7, eNodeB ID=5004, Cell FDD TDD indication=CELL_FDD",75488213048.0,0.006613529080528662,392,822050978888.0
2022-03-09,"4G_BINTUMANI/Cell:eNodeB Function Name=4G_BINTUMANI, Local Cell ID=7, Cell Name=4G_BINTUMANI-7, eNodeB ID=5006, Cell FDD TDD indication=CELL_FDD",76682598072.0,0.006718169259049634,393,745368380816.0
2022-03-09,"4G_KENEMATOWN/Cell:eNodeB Function Name=4G_KENEMATOWN, Local Cell ID=1, Cell Name=4G_KENEMATOWN-1, eNodeB ID=5057, Cell FDD TDD indication=CELL_FDD",77188899648.0,0.006762526385297467,394,668179481168.0
2022-03-09,"4G_SPURLOOP_II/Cell:eNodeB Function Name=4G_SPURLOOP_II, Local Cell ID=3, Cell Name=4G_SPURLOOP_II-3, eNodeB ID=5039, Cell FDD TDD indication=CELL_FDD",77434673472.0,0.0067840586519471386,395,590744807696.0
2022-03-09,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II, Local Cell ID=1, Cell Name=4G_KISSYSHELL_II-1, eNodeB ID=5037, Cell FDD TDD indication=CELL_FDD",78193532936.0,0.006850542397296988,396,512551274760.0
2022-03-09,"4G_COLLEGIATESCHOOL_II/Cell:eNodeB Function Name=4G_COLLEGIATESCHOOL_II, Local Cell ID=6, Cell Name=4G_COLLEGIATESCHOOL_II-6, eNodeB ID=5017, Cell FDD TDD indication=CELL_FDD",80512145952.0,0.007053676290505692,397,432039128808.0
2022-03-09,"4G_LAKKA_II/Cell:eNodeB Function Name=4G_LAKKA_II, Local Cell ID=3, Cell Name=4G_LAKKA_II-3, eNodeB ID=5103, Cell FDD TDD indication=CELL_FDD",80569629056.0,0.007058712390376029,398,351469499752.0
2022-03-09,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=8, Cell Name=4G_ALLENTOWN-8, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",81335989216.0,0.007125853272371683,399,270133510536.0
2022-03-09,"4G_KROOTOWNROAD/Cell:eNodeB Function Name=4G_KROOTOWNROAD, Local Cell ID=6, Cell Name=4G_KROOTOWNROAD-6, eNodeB ID=5070, Cell FDD TDD indication=CELL_FDD",85002274720.0,0.007447056872499387,400,185131235816.0
2022-03-09,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF, Local Cell ID=7, Cell Name=4G_SWISS_RELIEF-7, eNodeB ID=5068, Cell FDD TDD indication=CELL_FDD",85850474680.0,0.0075213677466751516,401,99280761136.0
2022-03-09,"4G_COLLEGIATESCHOOL_II/Cell:eNodeB Function Name=4G_COLLEGIATESCHOOL_II, Local Cell ID=7, Cell Name=4G_COLLEGIATESCHOOL_II-7, eNodeB ID=5017, Cell FDD TDD indication=CELL_FDD",99280761136.0,0.008697996341395071,402,
