begintime,ne_name,sum_L.Thrp.bits.DL,contribution,count,target_without_worst_nes
2022-03-09,"4G_LUNSAR_II/Cell:eNodeB Function Name=4G_LUNSAR_II, Local Cell ID=1, Cell Name=4G_LUNSAR_II-1, eNodeB ID=5047, Cell FDD TDD indication=CELL_FDD",28524902600.0,0.0024990692619044023,224,8397337934600.0
2022-03-09,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II, Local Cell ID=6, Cell Name=4G_KOSSOHTOWN_II-6, eNodeB ID=5031, Cell FDD TDD indication=CELL_FDD",28776939648.0,0.002521150250167546,225,8368560994952.0
2022-03-09,"4G_CITYROAD/Cell:eNodeB Function Name=4G_CITYROAD, Local Cell ID=3, Cell Name=4G_CITYROAD-3, eNodeB ID=5040, Cell FDD TDD indication=CELL_FDD",28896983352.0,0.002531667289785818,226,8339664011600.0
2022-03-09,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=2, Cell Name=4G_DUKESTREET_II-2, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",29291918008.0,0.002566267550235801,227,8310372093592.0
2022-03-09,"4G_SPURROADMILITARY/Cell:eNodeB Function Name=4G_SPURROADMILITARY, Local Cell ID=3, Cell Name=4G_SPURROADMILITARY-3, eNodeB ID=5067, Cell FDD TDD indication=CELL_FDD",29650647256.0,0.0025976958516604966,228,8280721446336.0
2022-03-09,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION, Local Cell ID=8, Cell Name=4G_HILLSTATION-8, eNodeB ID=5064, Cell FDD TDD indication=CELL_FDD",29720267096.0,0.0026037952520546873,229,8251001179240.0
2022-03-09,"4G_KISSYBARRACKS/Cell:eNodeB Function Name=4G_KISSYBARRACKS, Local Cell ID=1, Cell Name=4G_KISSYBARRACKS-1, eNodeB ID=5052, Cell FDD TDD indication=CELL_FDD",29894717400.0,0.002619078858753358,230,8221106461840.0
2022-03-09,"4G_YOUYIBUILDING/Cell:eNodeB Function Name=4G_YOUYIBUILDING, Local Cell ID=2, Cell Name=4G_YOUYIBUILDING-2, eNodeB ID=5018, Cell FDD TDD indication=CELL_FDD",30665015840.0,0.0026865647738112033,231,8190441446000.0
2022-03-09,"4G_CONGOTOWN/Cell:eNodeB Function Name=4G_CONGOTOWN, Local Cell ID=3, Cell Name=4G_CONGOTOWN-3, eNodeB ID=5007, Cell FDD TDD indication=CELL_FDD",30688377760.0,0.0026886115137068575,232,8159753068240.0
2022-03-09,"4G_SPURROADMILITARY/Cell:eNodeB Function Name=4G_SPURROADMILITARY, Local Cell ID=2, Cell Name=4G_SPURROADMILITARY-2, eNodeB ID=5067, Cell FDD TDD indication=CELL_FDD",30694131264.0,0.0026891155787056504,233,8129058936976.0
2022-03-09,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=1, Cell Name=4G_DUNDASTREET-1, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",30917285816.0,0.0027086661689172103,234,8098141651160.0
2022-03-09,"4G_KISSYBARRACKS/Cell:eNodeB Function Name=4G_KISSYBARRACKS, Local Cell ID=7, Cell Name=4G_KISSYBARRACKS-7, eNodeB ID=5052, Cell FDD TDD indication=CELL_FDD",31246539152.0,0.002737512083061614,235,8066895112008.0
2022-03-09,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=6, Cell Name=4G_GODERICH-6, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",31282246696.0,0.0027406404241774396,236,8035612865312.0
2022-03-09,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE, Local Cell ID=2, Cell Name=4G_MMCE-2, eNodeB ID=5009, Cell FDD TDD indication=CELL_FDD",31438327224.0,0.002754314653161717,237,8004174538088.0
2022-03-09,"4G_BOTOWN/Cell:eNodeB Function Name=4G_BOTOWN, Local Cell ID=1, Cell Name=4G_BOTOWN-1, eNodeB ID=5041, Cell FDD TDD indication=CELL_FDD",31749294088.0,0.0027815584878626005,238,7972425244000.0
2022-03-09,"4G_BYRNELANECOLLIGATE/Cell:eNodeB Function Name=4G_BYRNELANECOLLIGATE, Local Cell ID=8, Cell Name=4G_BYRNELANECOLLIGATE-8, eNodeB ID=5056, Cell FDD TDD indication=CELL_FDD",31970224872.0,0.0028009142535612656,239,7940455019128.0
2022-03-09,"4G_KAMBIA_RELIEVE/Cell:eNodeB Function Name=4G_KAMBIA_RELIEVE, Local Cell ID=1, Cell Name=4G_KAMBIA_RELIEVE-1, eNodeB ID=5108, Cell FDD TDD indication=CELL_FDD",32078861080.0,0.0028104318814371502,240,7908376158048.0
2022-03-09,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN, Local Cell ID=3, Cell Name=4G_KALABATOWN-3, eNodeB ID=5035, Cell FDD TDD indication=CELL_FDD",32127489424.0,0.0028146922149938267,241,7876248668624.0
2022-03-09,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN, Local Cell ID=1, Cell Name=4G_KALABATOWN-1, eNodeB ID=5035, Cell FDD TDD indication=CELL_FDD",32293172080.0,0.0028292076872689286,242,7843955496544.0
2022-03-09,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=3, Cell Name=4G_GODERICH-3, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",32295674936.0,0.0028294269627064045,243,7811659821608.0
2022-03-09,"4G_LUNGIROTIFUNK/Cell:eNodeB Function Name=4G_LUNGIROTIFUNK, Local Cell ID=2, Cell Name=4G_LUNGIROTIFUNK-2, eNodeB ID=5115, Cell FDD TDD indication=CELL_FDD",32493442544.0,0.0028467534004889884,244,7779166379064.0
2022-03-09,"4G_YOUYIBUILDING/Cell:eNodeB Function Name=4G_YOUYIBUILDING, Local Cell ID=3, Cell Name=4G_YOUYIBUILDING-3, eNodeB ID=5018, Cell FDD TDD indication=CELL_FDD",32523783680.0,0.002849411590121119,245,7746642595384.0
2022-03-09,"4G_JUITOWN_II/Cell:eNodeB Function Name=4G_JUITOWN_II, Local Cell ID=1, Cell Name=4G_JUITOWN_II-1, eNodeB ID=5032, Cell FDD TDD indication=CELL_FDD",32539568048.0,0.0028507944600099505,246,7714103027336.0
2022-03-09,"4G_COLLEGIATESCHOOL_II/Cell:eNodeB Function Name=4G_COLLEGIATESCHOOL_II, Local Cell ID=3, Cell Name=4G_COLLEGIATESCHOOL_II-3, eNodeB ID=5017, Cell FDD TDD indication=CELL_FDD",32659198808.0,0.0028612753215675377,247,7681443828528.0
2022-03-09,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II, Local Cell ID=7, Cell Name=4G_ALLENTOWN_II-7, eNodeB ID=5034, Cell FDD TDD indication=CELL_FDD",32795491336.0,0.0028732159221062418,248,7648648337192.0
2022-03-09,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD, Local Cell ID=3, Cell Name=4G_KISSYROAD-3, eNodeB ID=5011, Cell FDD TDD indication=CELL_FDD",32927208016.0,0.002884755632193389,249,7615721129176.0
2022-03-09,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=6, Cell Name=4G_KENNEDYSTREET-6, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",33274805216.0,0.0029152086538995533,250,7582446323960.0
2022-03-09,"4G_SPURLOOP_II/Cell:eNodeB Function Name=4G_SPURLOOP_II, Local Cell ID=1, Cell Name=4G_SPURLOOP_II-1, eNodeB ID=5039, Cell FDD TDD indication=CELL_FDD",33326547888.0,0.0029197418340101843,251,7549119776072.0
2022-03-09,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION, Local Cell ID=1, Cell Name=4G_HILLSTATION-1, eNodeB ID=5064, Cell FDD TDD indication=CELL_FDD",33361105048.0,0.0029227693898811274,252,7515758671024.0
2022-03-09,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD, Local Cell ID=6, Cell Name=4G_KISSYROAD-6, eNodeB ID=5011, Cell FDD TDD indication=CELL_FDD",33659683776.0,0.0029489278988817265,253,7482098987248.0
2022-03-09,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II, Local Cell ID=8, Cell Name=4G_KISSYSHELL_II-8, eNodeB ID=5037, Cell FDD TDD indication=CELL_FDD",33886576472.0,0.00296880598822266,254,7448212410776.0
2022-03-09,"4G_SPURROADMILITARY/Cell:eNodeB Function Name=4G_SPURROADMILITARY, Local Cell ID=8, Cell Name=4G_SPURROADMILITARY-8, eNodeB ID=5067, Cell FDD TDD indication=CELL_FDD",34020636144.0,0.002980550968047979,255,7414191774632.0
2022-03-09,"4G_PALMRESORT/Cell:eNodeB Function Name=4G_PALMRESORT, Local Cell ID=1, Cell Name=4G_PALMRESORT-1, eNodeB ID=5025, Cell FDD TDD indication=CELL_FDD",34188871544.0,0.0029952900864526877,256,7380002903088.0
2022-03-09,"4G_KINGHARMAN/Cell:eNodeB Function Name=4G_KINGHARMAN, Local Cell ID=6, Cell Name=4G_KINGHARMAN-6, eNodeB ID=5054, Cell FDD TDD indication=CELL_FDD",34441168872.0,0.003017393877869855,257,7345561734216.0
2022-03-09,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II, Local Cell ID=7, Cell Name=4G_OAU_II-7, eNodeB ID=5013, Cell FDD TDD indication=CELL_FDD",34568310616.0,0.003028532777405846,258,7310993423600.0
2022-03-09,"4G_KINGTOM_II/Cell:eNodeB Function Name=4G_KINGTOM_II, Local Cell ID=8, Cell Name=4G_KINGTOM_II-8, eNodeB ID=5058, Cell FDD TDD indication=CELL_FDD",34723635856.0,0.003042140835541053,259,7276269787744.0
2022-03-09,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=3, Cell Name=4G_DILLET-3, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",35021282488.0,0.0030682176835279264,260,7241248505256.0
2022-03-09,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=7, Cell Name=4G_MARJAYTOWN_II-7, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",35361376464.0,0.0030980133471099802,261,7205887128792.0
2022-03-09,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET, Local Cell ID=2, Cell Name=4G_GODRECHSTREET-2, eNodeB ID=5019, Cell FDD TDD indication=CELL_FDD",35388117872.0,0.0031003561642508476,262,7170499010920.0
2022-03-09,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD, Local Cell ID=7, Cell Name=4G_KISSYROAD-7, eNodeB ID=5011, Cell FDD TDD indication=CELL_FDD",35406323280.0,0.003101951141670095,263,7135092687640.0
2022-03-09,"4G_YOUYIBUILDING/Cell:eNodeB Function Name=4G_YOUYIBUILDING, Local Cell ID=8, Cell Name=4G_YOUYIBUILDING-8, eNodeB ID=5018, Cell FDD TDD indication=CELL_FDD",35585436432.0,0.003117643260898085,264,7099507251208.0
2022-03-09,"4G_FBC/Cell:eNodeB Function Name=4G_FBC, Local Cell ID=3, Cell Name=4G_FBC-3, eNodeB ID=5026, Cell FDD TDD indication=CELL_FDD",35639755560.0,0.0031224021645487585,265,7063867495648.0
2022-03-09,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",35912660112.0,0.003146311356699234,266,7027954835536.0
2022-03-09,"4G_CLINETOWN/Cell:eNodeB Function Name=4G_CLINETOWN, Local Cell ID=2, Cell Name=4G_CLINETOWN-2, eNodeB ID=5029, Cell FDD TDD indication=CELL_FDD",36134996440.0,0.003165790262233148,267,6991819839096.0
2022-03-09,"4G_PALMRESORT/Cell:eNodeB Function Name=4G_PALMRESORT, Local Cell ID=6, Cell Name=4G_PALMRESORT-6, eNodeB ID=5025, Cell FDD TDD indication=CELL_FDD",36199211328.0,0.0031714161343003654,268,6955620627768.0
2022-03-09,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=8, Cell Name=4G_DUKESTREET_II-8, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",36455577040.0,0.0031938763572027717,269,6919165050728.0
2022-03-09,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II, Local Cell ID=6, Cell Name=4G_KISSYSHELL_II-6, eNodeB ID=5037, Cell FDD TDD indication=CELL_FDD",37187219544.0,0.003257975622258603,270,6881977831184.0
2022-03-09,"4G_COLLEGIATESCHOOL_II/Cell:eNodeB Function Name=4G_COLLEGIATESCHOOL_II, Local Cell ID=8, Cell Name=4G_COLLEGIATESCHOOL_II-8, eNodeB ID=5017, Cell FDD TDD indication=CELL_FDD",37217224064.0,0.0032606043209329394,271,6844760607120.0
2022-03-09,"4G_OCTEA/Cell:eNodeB Function Name=4G_OCTEA, Local Cell ID=2, Cell Name=4G_OCTEA-2, eNodeB ID=5046, Cell FDD TDD indication=CELL_FDD",37380517704.0,0.0032749104913031226,272,6807380089416.0
2022-03-09,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II, Local Cell ID=8, Cell Name=4G_ALLENTOWN_II-8, eNodeB ID=5034, Cell FDD TDD indication=CELL_FDD",37407710200.0,0.003277292828303918,273,6769972379216.0
2022-03-09,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC, Local Cell ID=6, Cell Name=4G_WILBERFORCEMSC-6, eNodeB ID=5003, Cell FDD TDD indication=CELL_FDD",37560038120.0,0.0032906382909664907,274,6732412341096.0
2022-03-09,"4G_BINTUMANI/Cell:eNodeB Function Name=4G_BINTUMANI, Local Cell ID=6, Cell Name=4G_BINTUMANI-6, eNodeB ID=5006, Cell FDD TDD indication=CELL_FDD",37577563680.0,0.0032921737068417993,275,6694834777416.0
2022-03-09,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=7, Cell Name=4G_DILLET-7, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",37704588744.0,0.003303302384032579,276,6657130188672.0
2022-03-09,"4G_YOUYIBUILDING/Cell:eNodeB Function Name=4G_YOUYIBUILDING, Local Cell ID=1, Cell Name=4G_YOUYIBUILDING-1, eNodeB ID=5018, Cell FDD TDD indication=CELL_FDD",37752780096.0,0.0033075244326811453,277,6619377408576.0
2022-03-09,"4G_BYRNELANECOLLIGATE/Cell:eNodeB Function Name=4G_BYRNELANECOLLIGATE, Local Cell ID=7, Cell Name=4G_BYRNELANECOLLIGATE-7, eNodeB ID=5056, Cell FDD TDD indication=CELL_FDD",37818123072.0,0.0033132491366386955,278,6581559285504.0
2022-03-09,"4G_CLINETOWN/Cell:eNodeB Function Name=4G_CLINETOWN, Local Cell ID=3, Cell Name=4G_CLINETOWN-3, eNodeB ID=5029, Cell FDD TDD indication=CELL_FDD",37827456448.0,0.0033140668345428208,279,6543731829056.0
2022-03-09,"4G_SLCB_II/Cell:eNodeB Function Name=4G_SLCB_II, Local Cell ID=6, Cell Name=4G_SLCB_II-6, eNodeB ID=5002, Cell FDD TDD indication=CELL_FDD",37844041880.0,0.0033155198857201668,280,6505887787176.0
2022-03-09,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II, Local Cell ID=0, Cell Name=4G_SPURROAD_II-1, eNodeB ID=5001, Cell FDD TDD indication=CELL_FDD",37915108896.0,0.003321746073332841,281,6467972678280.0
2022-03-09,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION, Local Cell ID=2, Cell Name=4G_HILLSTATION-2, eNodeB ID=5064, Cell FDD TDD indication=CELL_FDD",38428915104.0,0.0033667606810597914,282,6429543763176.0
2022-03-09,"4G_SLCB_II/Cell:eNodeB Function Name=4G_SLCB_II, Local Cell ID=8, Cell Name=4G_SLCB_II-8, eNodeB ID=5002, Cell FDD TDD indication=CELL_FDD",38510112648.0,0.0033738744051344366,283,6391033650528.0
2022-03-09,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN, Local Cell ID=8, Cell Name=4G_LOKKOHTOWN-8, eNodeB ID=5022, Cell FDD TDD indication=CELL_FDD",38517857032.0,0.003374552891307665,284,6352515793496.0
2022-03-09,"4G_CONGOTOWN/Cell:eNodeB Function Name=4G_CONGOTOWN, Local Cell ID=8, Cell Name=4G_CONGOTOWN-8, eNodeB ID=5007, Cell FDD TDD indication=CELL_FDD",38590145224.0,0.0033808860662586583,285,6313925648272.0
2022-03-09,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II, Local Cell ID=7, Cell Name=4G_IMATT_II-7, eNodeB ID=5030, Cell FDD TDD indication=CELL_FDD",38655982392.0,0.0033866540664214224,286,6275269665880.0
2022-03-09,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL, Local Cell ID=0, Cell Name=4G_JUBAHILL-1, eNodeB ID=5004, Cell FDD TDD indication=CELL_FDD",38703219784.0,0.003390792538549272,287,6236566446096.0
2022-03-09,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II, Local Cell ID=3, Cell Name=4G_MALAMA_II-3, eNodeB ID=5060, Cell FDD TDD indication=CELL_FDD",39072457976.0,0.0034231415294954624,288,6197493988120.0
2022-03-09,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=3, Cell Name=4G_DUKESTREET_II-3, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",39074683608.0,0.0034233365173135634,289,6158419304512.0
2022-03-09,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS, Local Cell ID=1, Cell Name=4G_MURRAYTOWNBARRACKS-1, eNodeB ID=5012, Cell FDD TDD indication=CELL_FDD",39122388536.0,0.0034275159503120885,290,6119296915976.0
2022-03-09,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC, Local Cell ID=0, Cell Name=4G_WILBERFORCEMSC-1, eNodeB ID=5003, Cell FDD TDD indication=CELL_FDD",39350434760.0,0.003447495100344025,291,6079946481216.0
2022-03-09,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II, Local Cell ID=2, Cell Name=4G_KISSYSHELL_II-2, eNodeB ID=5037, Cell FDD TDD indication=CELL_FDD",39517378016.0,0.003462121013897603,292,6040429103200.0
2022-03-09,"4G_BLACKHALLROAD_II/Cell:eNodeB Function Name=4G_BLACKHALLROAD_II, Local Cell ID=1, Cell Name=4G_BLACKHALLROAD_II-1, eNodeB ID=5028, Cell FDD TDD indication=CELL_FDD",39788051752.0,0.0034858347640592748,293,6000641051448.0
2022-03-09,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II, Local Cell ID=1, Cell Name=4G_MALAMA_II-1, eNodeB ID=5060, Cell FDD TDD indication=CELL_FDD",39885965872.0,0.003494413028848807,294,5960755085576.0
2022-03-09,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE, Local Cell ID=6, Cell Name=4G_MMCE-6, eNodeB ID=5009, Cell FDD TDD indication=CELL_FDD",40484227040.0,0.0035468267431568038,295,5920270858536.0
2022-03-09,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=7, Cell Name=4G_GODERICH-7, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",40742051944.0,0.003569414806000526,296,5879528806592.0
2022-03-09,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II, Local Cell ID=2, Cell Name=4G_OAU_II-2, eNodeB ID=5013, Cell FDD TDD indication=CELL_FDD",40837535680.0,0.0035777801446309687,297,5838691270912.0
2022-03-09,"4G_YOUYIBUILDING/Cell:eNodeB Function Name=4G_YOUYIBUILDING, Local Cell ID=7, Cell Name=4G_YOUYIBUILDING-7, eNodeB ID=5018, Cell FDD TDD indication=CELL_FDD",40847316448.0,0.0035786370385881322,298,5797843954464.0
2022-03-09,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=6, Cell Name=4G_MARJAYTOWN_II-6, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",40973591984.0,0.0035897000495639557,299,5756870362480.0
2022-03-09,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=1, Cell Name=4G_DUKESTREET_II-1, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",40981943824.0,0.003590431755011544,300,5715888418656.0
2022-03-09,"4G_COLLEGIATESCHOOL_II/Cell:eNodeB Function Name=4G_COLLEGIATESCHOOL_II, Local Cell ID=2, Cell Name=4G_COLLEGIATESCHOOL_II-2, eNodeB ID=5017, Cell FDD TDD indication=CELL_FDD",41007137416.0,0.0035926389678545482,301,5674881281240.0
2022-03-09,"4G_ADONKIA/Cell:eNodeB Function Name=4G_ADONKIA, Local Cell ID=3, Cell Name=4G_ADONKIA-3, eNodeB ID=5059, Cell FDD TDD indication=CELL_FDD",41166398424.0,0.003606591838975402,302,5633714882816.0
2022-03-09,"4G_BOTOWN/Cell:eNodeB Function Name=4G_BOTOWN, Local Cell ID=6, Cell Name=4G_BOTOWN-6, eNodeB ID=5041, Cell FDD TDD indication=CELL_FDD",41374604856.0,0.003624832823060024,303,5592340277960.0
2022-03-09,"4G_BYRNELANECOLLIGATE/Cell:eNodeB Function Name=4G_BYRNELANECOLLIGATE, Local Cell ID=3, Cell Name=4G_BYRNELANECOLLIGATE-3, eNodeB ID=5056, Cell FDD TDD indication=CELL_FDD",42641407056.0,0.0037358174768317384,304,5549698870904.0
2022-03-09,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT, Local Cell ID=2, Cell Name=4G_LUNGIAIRPORT-2, eNodeB ID=5015, Cell FDD TDD indication=CELL_FDD",42666402288.0,0.003738007311337444,305,5507032468616.0
2022-03-09,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",42800550728.0,0.003749760068135163,306,5464231917888.0
2022-03-09,"4G_YORK/Cell:eNodeB Function Name=4G_YORK, Local Cell ID=1, Cell Name=4G_YORK-1, eNodeB ID=5066, Cell FDD TDD indication=CELL_FDD",43013029752.0,0.0037683753743861246,307,5421218888136.0
2022-03-09,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II, Local Cell ID=2, Cell Name=4G_LESTERPEAK_II-3, eNodeB ID=5000, Cell FDD TDD indication=CELL_FDD",43068242136.0,0.0037732125362746585,308,5378150646000.0
2022-03-09,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN, Local Cell ID=1, Cell Name=4G_LOKKOHTOWN-1, eNodeB ID=5022, Cell FDD TDD indication=CELL_FDD",43444364128.0,0.0038061646175530516,309,5334706281872.0
2022-03-09,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION, Local Cell ID=7, Cell Name=4G_HILLSTATION-7, eNodeB ID=5064, Cell FDD TDD indication=CELL_FDD",43571636432.0,0.0038173149554622914,310,5291134645440.0
2022-03-09,"4G_MAMBO/Cell:eNodeB Function Name=4G_MAMBO, Local Cell ID=2, Cell Name=4G_MAMBO-2, eNodeB ID=5073, Cell FDD TDD indication=CELL_FDD",43587943112.0,0.003818743585152046,311,5247546702328.0
2022-03-09,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET, Local Cell ID=7, Cell Name=4G_GODRECHSTREET-7, eNodeB ID=5019, Cell FDD TDD indication=CELL_FDD",43675293272.0,0.003826396340463415,312,5203871409056.0
2022-03-09,"4G_CLINETOWN/Cell:eNodeB Function Name=4G_CLINETOWN, Local Cell ID=1, Cell Name=4G_CLINETOWN-1, eNodeB ID=5029, Cell FDD TDD indication=CELL_FDD",43734363720.0,0.0038315715076832225,313,5160137045336.0
2022-03-09,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II, Local Cell ID=3, Cell Name=4G_KOSSOHTOWN_II-3, eNodeB ID=5031, Cell FDD TDD indication=CELL_FDD",43758892976.0,0.0038337205179899913,314,5116378152360.0
2022-03-09,"4G_COLEFARM_II/Cell:eNodeB Function Name=4G_COLEFARM_II, Local Cell ID=7, Cell Name=4G_COLEFARM_II-7, eNodeB ID=5008, Cell FDD TDD indication=CELL_FDD",43858812912.0,0.0038424745124982515,315,5072519339448.0
2022-03-09,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF, Local Cell ID=1, Cell Name=4G_SWISS_RELIEF-1, eNodeB ID=5068, Cell FDD TDD indication=CELL_FDD",43998913400.0,0.0038547487287523188,316,5028520426048.0
2022-03-09,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II, Local Cell ID=2, Cell Name=4G_SPURROAD_II-3, eNodeB ID=5001, Cell FDD TDD indication=CELL_FDD",44133285816.0,0.003866521108107382,317,4984387140232.0
2022-03-09,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=8, Cell Name=4G_MARJAYTOWN_II-8, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",44396880816.0,0.003889614689576498,318,4939990259416.0
2022-03-09,"4G_ABERDEEN/Cell:eNodeB Function Name=4G_ABERDEEN, Local Cell ID=2, Cell Name=4G_ABERDEEN-2, eNodeB ID=5104, Cell FDD TDD indication=CELL_FDD",44433959680.0,0.0038928631721598787,319,4895556299736.0
2022-03-09,"4G_OCTEA/Cell:eNodeB Function Name=4G_OCTEA, Local Cell ID=3, Cell Name=4G_OCTEA-3, eNodeB ID=5046, Cell FDD TDD indication=CELL_FDD",44571336720.0,0.0039048987868916677,320,4850984963016.0
2022-03-09,"4G_FBC/Cell:eNodeB Function Name=4G_FBC, Local Cell ID=6, Cell Name=4G_FBC-6, eNodeB ID=5026, Cell FDD TDD indication=CELL_FDD",44600340288.0,0.003907439792071975,321,4806384622728.0
2022-03-09,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC, Local Cell ID=2, Cell Name=4G_WILBERFORCEMSC-3, eNodeB ID=5003, Cell FDD TDD indication=CELL_FDD",44785134576.0,0.003923629636131821,322,4761599488152.0
2022-03-09,"4G_CONGOTOWN/Cell:eNodeB Function Name=4G_CONGOTOWN, Local Cell ID=6, Cell Name=4G_CONGOTOWN-6, eNodeB ID=5007, Cell FDD TDD indication=CELL_FDD",44822904368.0,0.00392693865097893,323,4716776583784.0
2022-03-09,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II, Local Cell ID=2, Cell Name=4G_MALAMA_II-2, eNodeB ID=5060, Cell FDD TDD indication=CELL_FDD",45342333800.0,0.003972445909862249,324,4671434249984.0
2022-03-09,"4G_KISSYBARRACKS/Cell:eNodeB Function Name=4G_KISSYBARRACKS, Local Cell ID=8, Cell Name=4G_KISSYBARRACKS-8, eNodeB ID=5052, Cell FDD TDD indication=CELL_FDD",45530286064.0,0.003988912424481224,325,4625903963920.0
2022-03-09,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=7, Cell Name=4G_ALLENTOWN-7, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",45717856024.0,0.004005345445412648,326,4580186107896.0
