begintime,sk_object,duration,integrity,67194090,67194091,67194092,67194093,67194094,67194095
2022-03-01 02:00:00,7526019.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 15:00:00,7525955.0,3600.0,100.0,108.262,0.0,44.332,99.142,0.0,68.307
2022-03-02 02:00:00,7526011.0,3600.0,100.0,13.67,0.768,2.646,5.229,0.851,2.229
2022-03-13 16:00:00,7526010.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 21:00:00,7526010.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 17:00:00,120203379.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-19 00:00:00,7526000.0,3600.0,100.0,14.246,1.357,6.5,8.659,1.133,4.147
2022-02-20 08:00:00,7525980.0,3600.0,100.0,69.466,0.0,14.844,74.592,0.0,16.929
2022-02-18 06:00:00,7525979.0,3600.0,100.0,8.787,1.088,4.009,7.373,0.851,2.758
2022-02-05 23:00:00,7525981.0,3600.0,100.0,53.76,17.952,33.92,60.403,15.93,35.023
2022-02-06 18:00:00,7525973.0,3600.0,100.0,35.347,12.672,22.069,43.859,7.52,22.768
2022-03-14 14:00:00,7525999.0,3600.0,100.0,36.058,10.406,18.924,46.214,10.509,27.993
2022-02-19 13:00:00,7525989.0,3600.0,100.0,28.038,9.299,14.648,18.752,3.456,8.508
2022-02-18 12:00:00,7526015.0,3600.0,100.0,63.226,16.397,36.303,96.704,16.531,52.683
2022-02-13 21:00:00,7525981.0,3600.0,100.0,117.939,67.437,92.15,180.576,79.443,129.791
2022-02-12 12:00:00,7525948.0,3600.0,100.0,19.142,7.091,12.018,15.174,2.906,7.775
2022-03-14 09:00:00,65240950.0,3600.0,100.0,90.131,21.158,33.836,124.787,22.49,45.148
2022-02-04 20:00:00,17569657.0,3600.0,100.0,38.861,13.978,23.709,44.314,8.352,20.539
2022-03-10 21:00:00,7526000.0,3600.0,100.0,65.357,19.859,27.207,31.654,7.782,16.65
2022-02-10 06:00:00,7526003.0,3600.0,100.0,12.627,2.035,5.144,9.254,1.498,3.628
2022-03-14 09:00:00,7525940.0,3600.0,100.0,33.011,13.632,21.195,37.651,8.576,19.447
2022-02-17 21:00:00,7526004.0,3600.0,100.0,52.045,22.976,32.997,69.536,17.728,37.003
