NE Name,fdn,ADLDACT,ADMODE,ADVER1,ADVER2,AUTOTYPE,BTSID,CVER,IDTYPE,MOIndex,PATCHNO1,PV,RVER,STTYPE,SoftwareVersion,VVER,className,name,neID
FTBSC02,"NE=280,BTSAUTODLDACTINFO=53",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,53,0,BYID,26_53,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=53,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=57",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,57,0,BYID,26_57,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=57,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=69",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,69,0,BYID,26_69,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=69,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=70",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,70,0,BYID,26_70,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=70,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=71",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,71,0,BYID,26_71,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=71,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=76",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,76,0,BYID,26_76,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=76,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=77",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,77,0,BYID,26_77,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=77,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=83",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,83,0,BYID,26_83,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=83,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=192",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,192,0,BYID,26_192,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=192,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=142",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,142,0,BYID,26_142,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=142,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=152",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,152,0,BYID,26_152,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=152,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=159",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,159,0,BYID,26_159,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=159,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=160",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,160,0,BYID,26_160,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=160,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=168",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,168,0,BYID,26_168,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=168,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=150",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,150,0,BYID,26_150,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=150,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=182",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,182,0,BYID,26_182,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=182,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=91",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,91,0,BYID,26_91,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=91,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=210",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,210,0,BYID,26_210,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=210,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=94",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,94,0,BYID,26_94,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=94,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=214",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,214,0,BYID,26_214,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=214,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=225",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,225,0,BYID,26_225,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=225,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=222",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,222,0,BYID,26_222,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=222,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=244",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,244,0,BYID,26_244,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=244,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=243",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,243,0,BYID,26_243,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=243,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=262",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,262,0,BYID,26_262,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=262,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=40",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,40,0,BYID,26_40,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=40,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=268",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,268,0,BYID,26_268,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=268,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=274",OFF,COMMON_DLD,0,0,BTSAUTODLDACT,274,0,BYID,26_274,0,0,0,BTS3900A_GSM,0_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=274,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=277",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,277,0,BYID,26_277,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=277,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=279",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,279,0,BYID,26_279,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=279,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=281",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,281,0,BYID,26_281,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=281,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=290",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,290,0,BYID,26_290,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=290,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=289",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,289,0,BYID,26_289,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=289,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=54",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,54,0,BYID,26_54,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=54,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=58",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,58,0,BYID,26_58,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=58,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=73",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,73,0,BYID,26_73,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=73,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=74",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,74,0,BYID,26_74,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=74,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=75",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,75,0,BYID,26_75,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=75,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=123",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,123,0,BYID,26_123,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=123,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=134",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,134,0,BYID,26_134,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=134,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=135",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,135,0,BYID,26_135,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=135,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=193",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,193,0,BYID,26_193,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=193,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=107",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,107,0,BYID,26_107,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=107,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=108",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,108,0,BYID,26_108,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=108,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=129",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,129,0,BYID,26_129,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=129,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=130",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,130,0,BYID,26_130,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=130,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=101",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,101,0,BYID,26_101,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=101,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=138",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,138,0,BYID,26_138,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=138,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=139",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,139,0,BYID,26_139,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=139,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=104",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,104,0,BYID,26_104,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=104,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=118",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,118,0,BYID,26_118,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=118,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=194",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,194,0,BYID,26_194,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=194,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=144",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,144,0,BYID,26_144,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=144,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=145",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,145,0,BYID,26_145,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=145,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=169",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,169,0,BYID,26_169,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=169,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=179",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,179,0,BYID,26_179,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=179,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=147",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,147,0,BYID,26_147,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=147,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=166",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,166,0,BYID,26_166,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=166,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=173",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,173,0,BYID,26_173,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=173,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=175",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,175,0,BYID,26_175,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=175,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=177",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,177,0,BYID,26_177,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=177,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=206",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,206,0,BYID,26_206,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=206,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=153",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,153,0,BYID,26_153,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=153,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=154",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,154,0,BYID,26_154,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=154,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=155",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,155,0,BYID,26_155,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=155,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=157",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,157,0,BYID,26_157,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=157,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=165",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,165,0,BYID,26_165,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=165,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=170",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,170,0,BYID,26_170,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=170,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=172",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,172,0,BYID,26_172,0,0,0,BTS3900_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=172,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=181",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,181,0,BYID,26_181,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=181,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=183",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,183,0,BYID,26_183,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=183,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=245",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,245,0,BYID,26_245,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=245,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=249",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,249,0,BYID,26_249,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=249,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=254",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,254,0,BYID,26_254,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=254,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=259",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,259,0,BYID,26_259,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=259,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=260",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,260,0,BYID,26_260,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=260,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=267",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,267,0,BYID,26_267,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=267,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=269",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,269,0,BYID,26_269,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=269,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=275",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,275,0,BYID,26_275,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=275,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=336",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,336,0,BYID,26_336,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=336,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=335",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,335,0,BYID,26_335,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=335,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=352",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,352,0,BYID,26_352,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=352,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=350",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,350,0,BYID,26_350,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=350,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=351",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,351,0,BYID,26_351,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=351,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=354",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,354,0,BYID,26_354,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=354,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=353",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,353,0,BYID,26_353,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=353,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=356",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,356,0,BYID,26_356,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=356,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=357",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,357,0,BYID,26_357,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=357,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=358",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,358,0,BYID,26_358,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=358,26
FTBSC02,"NE=280,BTSAUTODLDACTINFO=363",ON,COMMON_DLD,BTS3900V100R016C10SP260,0,BTSAUTODLDACT,363,0,BYID,26_363,0,0,0,BTS3900A_GSM,BTS3900V100R016C10SP260_0_0,0,BSC6900GSMBTSAUTODLDACTINFO,BTS Index=363,26
