begintime,sk_object,duration,integrity,M51332C0,M51332C1,M51332C2,M51332C3,M51332C4,M51332C5,M51332C6,M51332C7,M51332C8,M51332C9
2022-03-17 11:00:00,15676.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,7021.0,100.0,513.0
2022-03-11 22:00:00,15667.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,107.0,62.0,124.0
2022-03-19 20:00:00,15683.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,105.0,132.0,246.0
2022-03-12 15:00:00,15680.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,116.0,118.0,206.0
2022-03-16 17:00:00,15673.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,115.75,248.0,183.5,315.0
2022-03-19 06:00:00,15666.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,78.0,63.25,259.0
2022-03-15 05:00:00,15674.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,52.0,30.0,75.0
2022-03-13 01:00:00,15678.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,171.0,106.0,226.0
2022-03-11 03:00:00,15676.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75,118.0,49.75,115.0
2022-03-11 20:00:00,15678.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,147.5,354.0,213.5,404.0
2022-03-13 09:00:00,15679.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,253.0,116.0,269.0
2022-03-11 18:00:00,15683.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,109.0,111.0,212.0
2022-03-18 15:00:00,15677.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75,70.0,98.25,163.0
2022-03-15 14:00:00,15678.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,98.75,240.0,162.5,298.0
2022-03-13 09:00:00,15681.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,125.0,66.0,142.0
2022-03-16 03:00:00,15670.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,77.0,53.0,104.0
2022-03-18 09:00:00,15669.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.25,128.0,68.75,150.0
2022-03-19 17:00:00,15676.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,71.75,171.0,103.5,217.0
2022-03-16 01:00:00,15671.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,79.0,57.5,111.0
2022-03-12 20:00:00,15670.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,152.0,142.0,222.0
2022-03-18 08:00:00,15675.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,102.75,239.0,172.25,393.0
2022-03-15 19:00:00,15679.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,107.5,267.0,142.5,290.0
2022-03-13 02:00:00,15669.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,89.0,37.25,103.0
2022-03-16 07:00:00,15678.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,224.0,147.75,293.0
2022-03-17 11:00:00,15674.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,70.0,51.75,469.0
2022-03-13 04:00:00,15679.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.75,125.0,56.75,135.0
2022-03-18 03:00:00,15680.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,69.0,53.25,111.0
2022-03-12 02:00:00,15671.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,77.0,56.75,131.0
2022-03-11 14:00:00,15669.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,158.0,62.0,157.0
2022-03-17 00:00:00,15667.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,74.0,39.0,100.0
2022-03-19 20:00:00,15676.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,216.0,115.0,220.0
2022-03-19 09:00:00,15675.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,242.0,183.0,311.0
2022-03-16 10:00:00,15672.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,119.5,280.0,191.0,336.0
2022-03-18 09:00:00,15668.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,286.0,84.5,464.0
2022-03-15 03:00:00,15665.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,113.0,65.25,155.0
2022-03-12 18:00:00,15665.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,184.0,152.75,265.0
2022-03-11 23:00:00,15666.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,99.0,93.0,227.0
2022-03-18 03:00:00,15677.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,53.0,46.0,81.0
2022-03-13 14:00:00,15678.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,301.0,187.25,326.0
2022-03-13 09:00:00,15669.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,44.25,135.0,71.25,166.0
2022-03-16 00:00:00,15668.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,113.0,55.25,144.0
2022-03-18 17:00:00,15672.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,114.5,238.0,182.25,307.0
2022-03-15 22:00:00,15678.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,140.25,316.0,199.75,369.0
2022-03-11 23:00:00,15678.0,32.0,53.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,93.0,656.0,141.33333333333334,1510.0
2022-03-16 14:00:00,15681.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,286.0,63.75,475.0
2022-03-19 20:00:00,15677.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,182.0,126.5,274.0
2022-03-19 17:00:00,15671.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,150.0,129.25,217.0
2022-03-18 04:00:00,15683.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,56.0,52.5,100.0
