begintime,sk_object,duration,M51326C0,M51326C1,M51326C2,M51326C3
2022-03-11 00:00:00,15627.0,15,137528.0,9445016.0,90889.0,6840032.0
2022-03-11 00:00:00,15628.0,15,70298.0,4971676.0,36790.0,1335708.0
2022-03-11 00:00:00,15629.0,15,62427.0,4214744.0,43545.0,3394224.0
2022-03-11 00:00:00,15630.0,15,45935.0,3111524.0,30258.0,2379260.0
2022-03-11 00:00:00,15631.0,15,98530.0,6979780.0,58758.0,3467032.0
2022-03-11 00:00:00,15632.0,15,78831.0,5475424.0,42513.0,1854080.0
2022-03-11 00:00:00,15633.0,15,67229.0,4777740.0,34604.0,1185372.0
2022-03-11 00:00:00,15634.0,15,122409.0,8671552.0,77711.0,5392832.0
2022-03-11 00:00:00,15635.0,15,76407.0,5473332.0,59879.0,4761212.0
2022-03-11 00:00:00,15636.0,15,77868.0,5487736.0,43171.0,2066172.0
2022-03-11 00:00:00,15637.0,15,56249.0,3809216.0,37941.0,2914200.0
2022-03-11 00:00:00,15638.0,15,74340.0,5272528.0,39616.0,1686708.0
2022-03-11 00:00:00,15639.0,15,77540.0,5413220.0,56736.0,4594876.0
2022-03-11 00:00:00,15640.0,15,122070.0,8557352.0,77434.0,5321516.0
2022-03-11 00:00:00,15641.0,15,39860.0,2702664.0,24689.0,1604736.0
2022-03-11 00:00:00,15642.0,15,37552.0,2536936.0,23108.0,1453072.0
2022-03-11 00:00:00,15643.0,15,66023.0,4742344.0,33411.0,1025336.0
2022-03-11 00:00:00,15644.0,15,114815.0,8146784.0,71261.0,4852016.0
2022-03-11 00:00:00,15645.0,15,27020.0,1882468.0,14927.0,720692.0
2022-03-11 00:15:00,15627.0,15,121689.0,8308532.0,80311.0,6128040.0
2022-03-11 00:15:00,15628.0,15,81110.0,5730308.0,42799.0,1620812.0
2022-03-11 00:15:00,15629.0,15,58462.0,3979880.0,41117.0,3271752.0
2022-03-11 00:15:00,15630.0,15,40792.0,2756420.0,26939.0,2099608.0
2022-03-11 00:15:00,15631.0,15,87483.0,6175076.0,52469.0,3184016.0
2022-03-11 00:15:00,15632.0,15,69347.0,4806504.0,37573.0,1676608.0
2022-03-11 00:15:00,15633.0,15,57595.0,4093676.0,29543.0,1000316.0
2022-03-11 00:15:00,15634.0,15,107056.0,7435828.0,67476.0,4601632.0
2022-03-11 00:15:00,15635.0,15,70330.0,5033860.0,54588.0,4424064.0
2022-03-11 00:15:00,15636.0,15,45246.0,3178052.0,25040.0,1190136.0
2022-03-11 00:15:00,15637.0,15,51345.0,3455776.0,34652.0,2643876.0
2022-03-11 00:15:00,15638.0,15,64502.0,4567184.0,34232.0,1435704.0
2022-03-11 00:15:00,15639.0,15,70351.0,4904224.0,51150.0,4139180.0
2022-03-11 00:15:00,15640.0,15,108997.0,7593940.0,69316.0,4762652.0
2022-03-11 00:15:00,15641.0,15,37439.0,2529548.0,23412.0,1571480.0
2022-03-11 00:15:00,15642.0,15,32874.0,2229144.0,20051.0,1214848.0
2022-03-11 00:15:00,15643.0,15,57399.0,4121312.0,29093.0,906568.0
2022-03-11 00:15:00,15644.0,15,100926.0,7067088.0,62590.0,4230960.0
2022-03-11 00:15:00,15645.0,15,24847.0,1714852.0,14024.0,726200.0
2022-03-11 00:30:00,15627.0,15,114952.0,7814996.0,76010.0,5791756.0
2022-03-11 00:30:00,15628.0,15,55226.0,3897636.0,29186.0,1130920.0
2022-03-11 00:30:00,15629.0,15,54482.0,3674348.0,38278.0,2978032.0
2022-03-11 00:30:00,15630.0,15,38613.0,2583708.0,25622.0,2064936.0
2022-03-11 00:30:00,15631.0,15,81325.0,5669568.0,48854.0,2985456.0
2022-03-11 00:30:00,15632.0,15,62554.0,4325620.0,33795.0,1504656.0
2022-03-11 00:30:00,15633.0,15,35773.0,2541184.0,18382.0,624468.0
2022-03-11 00:30:00,15634.0,15,99508.0,6932348.0,63131.0,4408980.0
2022-03-11 00:30:00,15635.0,15,66981.0,4764888.0,52665.0,4369744.0
2022-03-11 00:30:00,15636.0,15,64556.0,4510392.0,36099.0,1796544.0
2022-03-11 00:30:00,15637.0,15,47613.0,3194108.0,32065.0,2443952.0
2022-03-11 00:30:00,15638.0,15,59650.0,4204688.0,31935.0,1429116.0
2022-03-11 00:30:00,15639.0,15,66721.0,4671888.0,48762.0,4005796.0
2022-03-11 00:30:00,15640.0,15,100284.0,6959892.0,64016.0,4469216.0
2022-03-11 00:30:00,15641.0,15,35728.0,2388200.0,22565.0,1565732.0
2022-03-11 00:30:00,15642.0,15,31322.0,2106988.0,18737.0,1173080.0
2022-03-11 00:30:00,15643.0,15,52614.0,3773884.0,26824.0,855388.0
2022-03-11 00:30:00,15644.0,15,94028.0,6624716.0,58627.0,4052740.0
2022-03-11 00:30:00,15645.0,15,23457.0,1621188.0,13299.0,711412.0
2022-03-11 00:45:00,15627.0,15,108190.0,7299672.0,71611.0,5507292.0
2022-03-11 00:45:00,15628.0,15,51866.0,3660672.0,27342.0,1030856.0
2022-03-11 00:45:00,15629.0,15,53583.0,3603656.0,38107.0,3027228.0
2022-03-11 00:45:00,15630.0,15,47068.0,3107908.0,31258.0,2512660.0
2022-03-11 00:45:00,15631.0,15,77419.0,5378108.0,46450.0,2846932.0
2022-03-11 00:45:00,15632.0,15,59509.0,4112976.0,32267.0,1468456.0
2022-03-11 00:45:00,15633.0,15,68289.0,4851188.0,35190.0,1225492.0
2022-03-11 00:45:00,15634.0,15,94983.0,6521596.0,60257.0,4204316.0
2022-03-11 00:45:00,15635.0,15,62358.0,4339700.0,48426.0,3930116.0
2022-03-11 00:45:00,15636.0,15,61650.0,4281228.0,34743.0,1808036.0
2022-03-11 00:45:00,15637.0,15,44582.0,2972512.0,30057.0,2299880.0
2022-03-11 00:45:00,15638.0,15,55282.0,3904000.0,29525.0,1266128.0
2022-03-11 00:45:00,15639.0,15,61535.0,4226600.0,44677.0,3606204.0
2022-03-11 00:45:00,15640.0,15,92580.0,6346000.0,58500.0,3938608.0
2022-03-11 00:45:00,15641.0,15,33631.0,2246240.0,21410.0,1497412.0
2022-03-11 00:45:00,15642.0,15,28853.0,1950156.0,17189.0,1053916.0
2022-03-11 00:45:00,15643.0,15,48232.0,3464852.0,24370.0,732128.0
2022-03-11 00:45:00,15644.0,15,87155.0,6081628.0,54074.0,3678268.0
2022-03-11 00:45:00,15645.0,15,21523.0,1485284.0,12270.0,657652.0
2022-03-11 01:00:00,15627.0,15,105685.0,7125984.0,69917.0,5445392.0
2022-03-11 01:00:00,15628.0,15,49467.0,3487348.0,26145.0,1007776.0
2022-03-11 01:00:00,15629.0,15,49507.0,3323180.0,34736.0,2705780.0
2022-03-11 01:00:00,15630.0,15,32463.0,2135388.0,21521.0,1751512.0
2022-03-11 01:00:00,15631.0,15,74441.0,5173512.0,44887.0,2767976.0
2022-03-11 01:00:00,15632.0,15,56584.0,3918972.0,30550.0,1372972.0
2022-03-11 01:00:00,15633.0,15,47968.0,3401512.0,24756.0,867916.0
2022-03-11 01:00:00,15634.0,15,92328.0,6359320.0,58717.0,4121416.0
2022-03-11 01:00:00,15635.0,15,61188.0,4232752.0,45868.0,3817232.0
2022-03-11 01:00:00,15636.0,15,59741.0,4159152.0,33856.0,1798992.0
2022-03-11 01:00:00,15637.0,15,43819.0,2905280.0,29753.0,2328144.0
2022-03-11 01:00:00,15638.0,15,53807.0,3790840.0,28802.0,1227448.0
2022-03-11 01:00:00,15639.0,15,61612.0,4219244.0,45271.0,3696848.0
2022-03-11 01:00:00,15640.0,15,88304.0,6062484.0,55653.0,3792152.0
2022-03-11 01:00:00,15641.0,15,33123.0,2203268.0,21092.0,1454044.0
2022-03-11 01:00:00,15642.0,15,26830.0,1813944.0,15921.0,984268.0
2022-03-11 01:00:00,15643.0,15,60941.0,4375852.0,30862.0,943580.0
2022-03-11 01:00:00,15644.0,15,84550.0,5871872.0,52495.0,3601212.0
2022-03-11 01:00:00,15645.0,15,19989.0,1372276.0,11388.0,590496.0
2022-03-11 01:15:00,15627.0,15,102397.0,6797732.0,69217.0,6863168.0
2022-03-11 01:15:00,15628.0,15,46084.0,3255176.0,24287.0,931116.0
2022-03-11 01:15:00,15629.0,15,46531.0,3115800.0,32747.0,2569584.0
2022-03-11 01:15:00,15630.0,15,29144.0,1887696.0,19406.0,1576632.0
2022-03-11 01:15:00,15631.0,15,67707.0,4685536.0,40347.0,2424784.0
2022-03-11 01:15:00,15632.0,15,51794.0,3571856.0,28015.0,1281868.0
2022-03-11 01:15:00,15633.0,15,44778.0,3171316.0,23098.0,808344.0
2022-03-11 01:15:00,15634.0,15,113043.0,7668228.0,71896.0,5022728.0
2022-03-11 01:15:00,15635.0,15,56480.0,3877980.0,41603.0,3525624.0
2022-03-11 01:15:00,15636.0,15,54235.0,3767084.0,30734.0,1624036.0
2022-03-11 01:15:00,15637.0,15,41339.0,2711900.0,28096.0,2157208.0
2022-03-11 01:15:00,15638.0,15,48737.0,3434880.0,26069.0,1128392.0
2022-03-11 01:15:00,15639.0,15,58141.0,3956512.0,42678.0,3481920.0
2022-03-11 01:15:00,15640.0,15,82115.0,5597124.0,51753.0,3486860.0
2022-03-11 01:15:00,15641.0,15,30844.0,2046464.0,19741.0,1401424.0
2022-03-11 01:15:00,15642.0,15,25063.0,1689360.0,14982.0,957592.0
2022-03-11 01:15:00,15643.0,15,27900.0,2001812.0,14132.0,432372.0
2022-03-11 01:15:00,15644.0,15,78696.0,5383932.0,48892.0,3370240.0
2022-03-11 01:15:00,15645.0,15,19788.0,1359888.0,11352.0,617840.0
2022-03-11 01:30:00,15627.0,15,125983.0,8484196.0,83735.0,6562340.0
2022-03-11 01:30:00,15628.0,15,44236.0,3121860.0,23277.0,885792.0
2022-03-11 01:30:00,15629.0,15,45431.0,3029208.0,31563.0,2433428.0
2022-03-11 01:30:00,15630.0,15,28717.0,1845816.0,19144.0,1585128.0
2022-03-11 01:30:00,15631.0,15,64718.0,4421304.0,38515.0,2292192.0
2022-03-11 01:30:00,15632.0,15,50667.0,3496644.0,27333.0,1236012.0
2022-03-11 01:30:00,15633.0,15,43341.0,3064688.0,22428.0,800828.0
2022-03-11 01:30:00,15634.0,15,80490.0,5440192.0,50895.0,3503628.0
2022-03-11 01:30:00,15635.0,15,57946.0,3926884.0,42818.0,3566216.0
2022-03-11 01:30:00,15636.0,15,52725.0,3647392.0,29761.0,1542516.0
2022-03-11 01:30:00,15637.0,15,40137.0,2635396.0,26939.0,2058244.0
2022-03-11 01:30:00,15638.0,15,47853.0,3379832.0,25565.0,1070192.0
2022-03-11 01:30:00,15639.0,15,57147.0,3833324.0,41675.0,3322200.0
2022-03-11 01:30:00,15640.0,15,81064.0,5528180.0,51244.0,3472548.0
2022-03-11 01:30:00,15641.0,15,31005.0,2047480.0,19729.0,1384088.0
2022-03-11 01:30:00,15642.0,15,23552.0,1587364.0,13655.0,825116.0
2022-03-11 01:30:00,15643.0,15,41956.0,3011908.0,21320.0,665444.0
2022-03-11 01:30:00,15644.0,15,77431.0,5319848.0,48182.0,3300100.0
2022-03-11 01:30:00,15645.0,15,19315.0,1332368.0,11161.0,585848.0
