begintime,sk_object,duration,integrity,73422157,73423829,73423830,73430523,73430526,73440118,73446392,73446393,73448317
2022-03-03 23:00:00,7527923.0,3600.0,100.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,23543.0
2022-03-03 18:00:00,7527922.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 05:00:00,7527918.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 17:00:00,7527934.0,3600.0,100.0,0.0,99805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-13 06:00:00,7527934.0,3600.0,100.0,0.0,13958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-19 16:00:00,7527931.0,3600.0,100.0,10.0,0.0,0.0,15.0,0.0,9.0,14.0,0.0,11.0
2022-03-15 19:00:00,7527920.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-12 10:00:00,7527934.0,3600.0,100.0,0.0,127749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-20 18:00:00,7527922.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 12:00:00,7527917.0,3600.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0
2022-02-13 17:00:00,7527936.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 17:00:00,7527913.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-03 22:00:00,7527931.0,3600.0,100.0,11.0,0.0,0.0,17.0,0.0,10.0,15.0,0.0,11.0
2022-03-14 22:00:00,7527914.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-13 08:00:00,7527928.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
