begintime,sk_object,duration,M8032C0,M8032C1,M8032C3,M8032C4,M8032C6,M8032C7
2022-03-12 12:15:00,21275.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,21231.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 13:00:00,21042.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 03:45:00,21257.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 11:15:00,21096.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:45:00,21281.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 05:15:00,21205.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 02:45:00,21141.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 08:45:00,21220.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 01:45:00,21138.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 07:00:00,21099.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 18:00:00,21078.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 11:30:00,21037.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 21:15:00,21053.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,21082.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 08:00:00,21162.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 07:00:00,21184.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 17:00:00,21177.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:15:00,21098.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 03:15:00,21129.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 12:45:00,21220.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 02:30:00,21062.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 07:45:00,21211.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,21280.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,21070.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 22:15:00,21121.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 00:15:00,21159.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 17:00:00,21047.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 08:00:00,21185.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 19:30:00,21261.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 19:15:00,21258.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 04:30:00,21094.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,21234.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 21:15:00,21290.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 02:30:00,21051.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 15:00:00,21253.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 09:45:00,21249.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 11:15:00,21297.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 19:45:00,21104.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,21293.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 08:45:00,21087.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 07:30:00,21130.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 03:45:00,21086.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 14:30:00,21261.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,21202.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,21261.0,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 00:30:00,21027.0,15,0.0,0.0,0.0,0.0,0.0,0.0
