begintime,sk_object,1526727202,1526727203,1526727204,1526727205,1526728766,duration
2022-03-01,812544.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812545.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812546.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812547.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812548.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812549.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812550.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812551.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812552.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812553.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812560.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812561.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812562.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812563.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812564.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812565.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812566.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812567.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812568.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812569.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812570.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812571.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812572.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812573.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812574.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812575.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812576.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812577.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812578.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812579.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812581.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812583.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812584.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812585.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812586.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812587.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812588.0,0.0,0.0,0.0,0.0,3600.0,PT3600S
2022-03-01,812589.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812590.0,9.0,1.0,1.0,1.0,310.0,PT3600S
2022-03-01,812592.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812593.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812594.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812595.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812604.0,0.0,0.0,0.0,0.0,3600.0,PT3600S
2022-03-01,812606.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812608.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812609.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812610.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812611.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812612.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812613.0,1.0,1.0,5.0,0.0,30.0,PT3600S
2022-03-01,812614.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812615.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812616.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812617.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812618.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812619.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812620.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812621.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812622.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812623.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812624.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812625.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812626.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812627.0,0.0,0.0,5.0,1.0,30.0,PT3600S
2022-03-01,812629.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812630.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812631.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812632.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812633.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812634.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812635.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812643.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812644.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812646.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812647.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812648.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812649.0,0.0,0.0,0.0,0.0,3600.0,PT3600S
2022-03-01,812651.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812653.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812654.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812655.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812657.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812659.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812660.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812662.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812663.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812664.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812665.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812666.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812667.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812668.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812669.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812670.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812671.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812672.0,1.0,1.0,4.0,0.0,30.0,PT3600S
2022-03-01,812673.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812674.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812675.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812676.0,0.0,0.0,0.0,0.0,50.0,PT3600S
2022-03-01,812677.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812687.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812688.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812689.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812690.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812691.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812692.0,0.0,0.0,0.0,0.0,45.0,PT3600S
2022-03-01,812693.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812694.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812695.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812696.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812697.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812699.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812700.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812701.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01,812702.0,0.0,0.0,0.0,0.0,0.0,PT3600S
