begintime,sk_object,duration,M51301C0,M51301C1,M51301C2,M51301C3,M51301C4,M51301C5,M51301C7,M51301C9
2022-03-11 00:15:00,15383.0,15,3865634.0,4440236534.0,2904939.0,637651056.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15384.0,15,1805253.0,2171890151.0,1071228.0,225361012.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15385.0,15,207630.0,157430537.0,129838.0,55307400.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15386.0,15,1768370.0,2100255576.0,1154125.0,286470065.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15387.0,15,3972405.0,4655464674.0,2943489.0,518455274.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15388.0,15,550546.0,548939127.0,289713.0,53769841.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15389.0,15,1456120.0,1764793174.0,797420.0,129344922.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15390.0,15,4719722.0,5044765942.0,3590746.0,976046820.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15391.0,15,4282221.0,4920466333.0,3327917.0,1069555811.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15392.0,15,275448.0,257187896.0,113753.0,19334649.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15393.0,15,2589880.0,3243093516.0,1504016.0,280372972.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15394.0,15,3384307.0,3907863457.0,2458405.0,502937851.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15395.0,15,721181.0,754065497.0,347332.0,121596345.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15396.0,15,1017633.0,1150858520.0,672968.0,108362811.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15397.0,15,2745903.0,3173493952.0,1563276.0,438232880.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15398.0,15,2431352.0,2772465277.0,1786833.0,390709750.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15380.0,15,2366150.0,2875784790.0,1491343.0,321040272.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15381.0,15,3050919.0,3582162754.0,2033261.0,460125412.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15382.0,15,899031.0,980471398.0,569523.0,88067666.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15383.0,15,3724177.0,4164824393.0,2947489.0,880066186.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15384.0,15,1897555.0,2383544197.0,1143453.0,244182344.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15385.0,15,255900.0,225479897.0,129166.0,33560762.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15386.0,15,1620700.0,2009204502.0,1031276.0,194864344.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15387.0,15,3629524.0,4339131399.0,2753871.0,591154318.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15388.0,15,425497.0,438743626.0,167815.0,30816822.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15389.0,15,494795.0,535983176.0,236145.0,39825646.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15390.0,15,4920877.0,5403908629.0,3644826.0,920214471.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15391.0,15,3457776.0,3956263348.0,2666326.0,804290173.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15392.0,15,215404.0,212490223.0,99378.0,22478574.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15393.0,15,2545552.0,3186963357.0,1397014.0,263765129.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15394.0,15,3578949.0,4043365582.0,2714112.0,661915703.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15395.0,15,593075.0,655338565.0,288181.0,78093724.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15396.0,15,971992.0,1103385944.0,643439.0,125219676.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15397.0,15,2329115.0,2658234818.0,1400673.0,455359331.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,15398.0,15,2479674.0,2951318130.0,1737744.0,332909640.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15380.0,15,2334425.0,2938899424.0,1446282.0,248157316.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15381.0,15,2716110.0,3235714215.0,1792288.0,361019186.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15382.0,15,944383.0,930918104.0,620034.0,101943139.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15383.0,15,3715893.0,4194648439.0,2868110.0,743644015.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15384.0,15,1992131.0,2523787574.0,1213156.0,211410944.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15385.0,15,165351.0,102512487.0,83836.0,24822932.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15386.0,15,1546740.0,1977368283.0,893923.0,135893948.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15387.0,15,3631734.0,4263450741.0,2994381.0,1039526321.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15388.0,15,364484.0,365274012.0,158406.0,38601379.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15389.0,15,1567309.0,2020428973.0,657943.0,123761129.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15390.0,15,4513611.0,5133982583.0,3431994.0,794899002.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15391.0,15,3780343.0,4272643859.0,2923426.0,869493363.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15392.0,15,374143.0,352108629.0,177855.0,37044812.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15393.0,15,2549005.0,3134461380.0,1451978.0,268354493.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15394.0,15,3096676.0,3515638260.0,2348279.0,445447443.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15395.0,15,516445.0,572969812.0,238782.0,60655545.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15396.0,15,688091.0,758352437.0,498379.0,72540593.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15397.0,15,2024353.0,2256865656.0,1228217.0,382718784.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,15398.0,15,1944869.0,2329990936.0,1434874.0,258675907.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15380.0,15,2031802.0,2464089089.0,1273001.0,209831391.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15381.0,15,2472111.0,2928709480.0,1685668.0,326217158.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15382.0,15,910460.0,733163526.0,666518.0,177409817.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15383.0,15,3272965.0,3898567915.0,2456466.0,447969645.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15384.0,15,1516483.0,1855317089.0,1000359.0,247528124.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15385.0,15,263804.0,173697172.0,156145.0,33782533.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15386.0,15,1426670.0,1880828425.0,830390.0,136098990.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15387.0,15,2880863.0,3380205380.0,2176239.0,519212298.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15388.0,15,260608.0,232664277.0,132917.0,20044693.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15389.0,15,1633758.0,2128965477.0,636096.0,104822781.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15390.0,15,4551260.0,5149312610.0,3611040.0,1132840657.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15391.0,15,3493442.0,3969771174.0,2635560.0,817111929.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15392.0,15,183793.0,136243675.0,93243.0,16974964.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15393.0,15,1623986.0,1970126833.0,1014420.0,208805184.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15394.0,15,2683087.0,3019063376.0,2019019.0,378033850.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15395.0,15,525833.0,585817584.0,209274.0,53390268.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15396.0,15,792491.0,905013928.0,552672.0,113123059.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15397.0,15,2081399.0,2477946212.0,1208963.0,296992902.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15398.0,15,1478919.0,1747748484.0,1053517.0,182148883.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15380.0,15,1780448.0,2156639207.0,1250838.0,227209356.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15381.0,15,2250136.0,2675285457.0,1579582.0,298687895.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15382.0,15,610533.0,552151970.0,349493.0,65582565.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15383.0,15,2927976.0,3552020256.0,2230693.0,387983413.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15384.0,15,942048.0,1124913944.0,591697.0,95798346.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15385.0,15,95000.0,64863236.0,42334.0,9676260.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15386.0,15,1507754.0,1982441552.0,897584.0,167948713.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15387.0,15,3516051.0,4155035047.0,2483262.0,585684542.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15388.0,15,316082.0,312119635.0,166800.0,28055394.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15389.0,15,1350980.0,1719570223.0,526283.0,79840661.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15390.0,15,4406994.0,5045088379.0,3468515.0,866811205.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15391.0,15,3648136.0,4307365411.0,2747444.0,822544016.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15392.0,15,210302.0,169241762.0,91961.0,19306741.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15393.0,15,1261490.0,1441643820.0,778191.0,195354827.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15394.0,15,2498389.0,2894948279.0,1887728.0,338677144.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15395.0,15,321645.0,301715918.0,142936.0,54393713.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15396.0,15,765758.0,885435473.0,578566.0,90225137.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15397.0,15,1408254.0,1571971466.0,819236.0,223259796.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,15398.0,15,1261334.0,1433528187.0,976821.0,216944419.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15380.0,15,1677346.0,2025553016.0,1273538.0,202345787.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15381.0,15,1915368.0,2203498047.0,1356413.0,258316411.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15382.0,15,567017.0,304100608.0,442489.0,71464432.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15383.0,15,2676318.0,3205670560.0,2058553.0,386204780.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15384.0,15,789443.0,941517113.0,508974.0,86185123.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15385.0,15,142461.0,90574039.0,72891.0,23982705.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15386.0,15,1412157.0,1883159834.0,905166.0,187165225.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15387.0,15,2433531.0,2773930502.0,1742947.0,415342872.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15388.0,15,529348.0,619105668.0,233648.0,32593701.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15389.0,15,1433498.0,1957091974.0,552112.0,93994375.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15390.0,15,5640975.0,6709172849.0,4253928.0,809492080.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15391.0,15,2961230.0,3393534859.0,2250364.0,700326068.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15392.0,15,127389.0,65070525.0,57815.0,10494294.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15393.0,15,962938.0,1103585746.0,666804.0,196675303.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15394.0,15,2044465.0,2402284449.0,1509956.0,262753863.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15395.0,15,256477.0,221230722.0,143415.0,44349143.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15396.0,15,774366.0,845408770.0,600600.0,94744387.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15397.0,15,1331765.0,1522293018.0,781300.0,166878057.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,15398.0,15,1104668.0,1269407038.0,877348.0,131658368.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15380.0,15,1851023.0,2235898967.0,1417889.0,288705061.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15381.0,15,2047162.0,2385698453.0,1381078.0,325493994.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15382.0,15,664581.0,436805910.0,504116.0,71510940.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15383.0,15,2635649.0,3162990659.0,2031965.0,390524930.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15384.0,15,756921.0,902137067.0,538861.0,95373251.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15385.0,15,121459.0,74808850.0,57780.0,13085934.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15386.0,15,1381190.0,1865652267.0,888733.0,152951039.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15387.0,15,2452527.0,2899824263.0,1723157.0,344138489.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15388.0,15,388626.0,428263770.0,194731.0,26998055.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15389.0,15,1287129.0,1746756595.0,434897.0,66988803.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15390.0,15,3754694.0,4480770200.0,2970628.0,622503139.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15391.0,15,2563403.0,3012333489.0,1928218.0,659537673.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15392.0,15,135326.0,73243596.0,66204.0,15520012.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15393.0,15,824635.0,982795256.0,570446.0,143722366.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15394.0,15,1803631.0,2066931750.0,1406740.0,224774668.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15395.0,15,205274.0,171828816.0,127192.0,50337198.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15396.0,15,916624.0,760114211.0,742041.0,117222783.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15397.0,15,1273906.0,1517733221.0,855198.0,159948322.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,15398.0,15,1149207.0,1311918928.0,896062.0,164340826.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15380.0,15,1711088.0,2042595083.0,1278782.0,275693746.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15381.0,15,2144985.0,2546188775.0,1387334.0,259329298.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15382.0,15,608548.0,337757587.0,498262.0,81652795.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15383.0,15,2617151.0,3166006457.0,1996334.0,403447332.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15384.0,15,789977.0,977881925.0,498534.0,101589824.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15385.0,15,112527.0,54669390.0,50540.0,23626471.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15386.0,15,1353986.0,1772807302.0,921932.0,149344310.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15387.0,15,2044497.0,2447054653.0,1455803.0,292763784.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15388.0,15,168800.0,154754716.0,85366.0,12360569.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15389.0,15,1573253.0,2067108159.0,546176.0,92248950.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15390.0,15,2220333.0,2599556122.0,1785343.0,450584175.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15391.0,15,2570806.0,3025856912.0,1991876.0,734162926.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15392.0,15,113873.0,69527522.0,43572.0,6668193.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15393.0,15,556415.0,671030442.0,346505.0,72255311.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15394.0,15,1733514.0,2001926204.0,1361203.0,204208509.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15395.0,15,126134.0,63670198.0,73312.0,23360270.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15396.0,15,744220.0,756551878.0,601548.0,81240927.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15397.0,15,1519023.0,1827377562.0,993533.0,187669372.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15398.0,15,998449.0,1140975640.0,828275.0,175134094.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15380.0,15,1502731.0,1787743042.0,1130327.0,215899014.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15381.0,15,1847398.0,2172632585.0,1316227.0,242546374.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15382.0,15,731976.0,455201734.0,591369.0,142100010.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15383.0,15,2351757.0,2867691534.0,1821438.0,310601689.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15384.0,15,909205.0,1177245989.0,521229.0,76442504.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15385.0,15,114323.0,56599812.0,55405.0,19306216.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15386.0,15,1329690.0,1699934085.0,806989.0,140884522.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15387.0,15,1753701.0,2068571014.0,1246267.0,230888892.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15388.0,15,363823.0,278950193.0,333454.0,282739886.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15389.0,15,691061.0,911680527.0,266276.0,50716246.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15390.0,15,3296586.0,3842101625.0,2582160.0,634432733.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15391.0,15,2188732.0,2463153950.0,1786179.0,739185613.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15392.0,15,103913.0,64579451.0,35869.0,4798362.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15393.0,15,883720.0,1126664263.0,459052.0,70214999.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15394.0,15,1676989.0,1951618911.0,1284353.0,195725301.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15395.0,15,351862.0,391061021.0,209768.0,27468710.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15396.0,15,612491.0,615220230.0,500121.0,84494444.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15397.0,15,1515738.0,1870476417.0,834140.0,149559553.0,0.0,0.0,0.0,0.0
2022-03-11 02:15:00,15398.0,15,1161728.0,1298598086.0,963736.0,222901618.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15380.0,15,1393694.0,1659822560.0,1050842.0,150967123.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15381.0,15,1851794.0,2233108637.0,1276039.0,279325787.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15382.0,15,467382.0,400585309.0,340097.0,93216323.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15383.0,15,1760116.0,2068205859.0,1445119.0,227525460.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15384.0,15,696612.0,818490084.0,410250.0,133607145.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15385.0,15,141002.0,85193195.0,73499.0,35039071.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15386.0,15,160046.0,148955045.0,111849.0,38151776.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15387.0,15,1534811.0,1823100330.0,1080865.0,235324811.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15388.0,15,329332.0,197105338.0,369689.0,363426587.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15389.0,15,254340.0,301235625.0,116655.0,39619170.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15390.0,15,2984771.0,3485828777.0,2290174.0,471609006.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15391.0,15,1969098.0,1999025947.0,1798413.0,716739805.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15392.0,15,97054.0,58125963.0,41023.0,5302610.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15393.0,15,675949.0,836751553.0,443516.0,87130145.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15394.0,15,1452530.0,1651083313.0,1107894.0,168169181.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15395.0,15,319106.0,310766430.0,217568.0,74531966.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15396.0,15,429873.0,414090937.0,346944.0,44772802.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15397.0,15,1312955.0,1606554806.0,740928.0,119465559.0,0.0,0.0,0.0,0.0
2022-03-11 02:30:00,15398.0,15,1083576.0,1209750746.0,899886.0,246333081.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15380.0,15,1063789.0,1224988101.0,866690.0,166403991.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15381.0,15,1722660.0,2029440332.0,1217170.0,251155462.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15382.0,15,213409.0,165466697.0,145548.0,53351781.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15383.0,15,1763870.0,1962937643.0,1369590.0,215076124.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15384.0,15,948789.0,1218379386.0,454959.0,82708417.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15385.0,15,123013.0,72096273.0,59564.0,17801687.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15386.0,15,333247.0,335094369.0,210729.0,115793211.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15387.0,15,1547033.0,1832607005.0,1077640.0,231566432.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15388.0,15,199342.0,141114225.0,129621.0,85626767.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15389.0,15,167589.0,179720908.0,64072.0,18730976.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15390.0,15,2755504.0,3267511477.0,2122499.0,373345012.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15391.0,15,1926724.0,1944570736.0,1760164.0,850128342.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15392.0,15,86511.0,41729480.0,31842.0,4024063.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15393.0,15,585249.0,715743800.0,373060.0,86234587.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15394.0,15,1541695.0,1793741795.0,1165701.0,176125347.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15395.0,15,270073.0,291508175.0,102230.0,13850669.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15396.0,15,299678.0,325473553.0,232229.0,45117734.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15397.0,15,1307833.0,1623566759.0,683968.0,151900185.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,15398.0,15,965800.0,1091621212.0,828695.0,196546757.0,0.0,0.0,0.0,0.0
2022-03-11 03:00:00,15380.0,15,1099793.0,1282183758.0,850314.0,124601689.0,0.0,0.0,0.0,0.0
2022-03-11 03:00:00,15381.0,15,1837554.0,2097071655.0,1235620.0,222015257.0,0.0,0.0,0.0,0.0
2022-03-11 03:00:00,15382.0,15,131950.0,84431636.0,73778.0,11111640.0,0.0,0.0,0.0,0.0
