begintime,sk_object,duration,integrity,M51302C0,M51302C1,M51302C2,M51302C3,M51302C4,M51302C5,M51302C6
2022-03-17 00:00:00,15428.0,60.0,100.0,1800.0,64161.0,6045336.0,291.0,282283.0,0.0,0.0
2022-03-11 15:00:00,15408.0,60.0,100.0,1772.0,63240.0,5956360.0,465.0,528052.0,0.0,0.0
2022-03-13 02:00:00,15408.0,60.0,100.0,1797.0,64335.0,6058788.0,521.0,524549.0,0.0,0.0
2022-03-11 17:00:00,15420.0,60.0,100.0,1798.0,64189.0,6046024.0,457.0,533050.0,0.0,0.0
2022-03-14 04:00:00,15441.0,60.0,100.0,1799.0,109166.0,11651344.0,65440.0,7596440.0,0.0,0.0
2022-03-17 18:00:00,15426.0,60.0,100.0,1800.0,64438.0,6070512.0,594.0,587196.0,0.0,0.0
2022-03-13 19:00:00,15415.0,60.0,100.0,1949.0,69382.0,6535638.0,503.0,565317.0,0.0,0.0
2022-03-11 18:00:00,15454.0,60.0,100.0,1650.0,16977566.0,19350242100.0,12596325.0,3053258149.0,0.0,0.0
2022-03-11 12:00:00,15404.0,60.0,100.0,1949.0,69810.0,6577652.0,583.0,321756.0,0.0,0.0
2022-03-11 04:00:00,15410.0,60.0,100.0,1650.0,58932.0,5551264.0,299.0,277454.0,0.0,0.0
2022-03-11 00:00:00,15426.0,60.0,100.0,1800.0,64332.0,6060966.0,535.0,594357.0,0.0,0.0
2022-03-11 11:00:00,15400.0,60.0,100.0,1800.0,168380.0,18815732.0,90864.0,8327648.0,0.0,0.0
2022-03-11 01:00:00,15435.0,60.0,100.0,1800.0,64407.0,6063336.0,533.0,547330.0,0.0,0.0
2022-03-11 17:00:00,15441.0,60.0,100.0,1695.0,199019.0,23055002.0,131738.0,14440636.0,0.0,0.0
2022-03-11 11:00:00,15428.0,60.0,100.0,1799.0,64158.0,6044702.0,290.0,282316.0,0.0,0.0
2022-03-11 00:00:00,15423.0,60.0,100.0,1801.0,258364.0,29016568.0,135306.0,11500348.0,0.0,0.0
