table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411817,11,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411818,12,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,12,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276069422,13,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,13,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276069423,14,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,14,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276069419,15,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,15,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276069420,16,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,16,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276069421,17,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,17,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080417,18,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,18,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080418,19,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,19,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080419,20,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,20,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080420,21,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,21,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080421,22,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,22,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080422,23,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,23,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080423,24,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,24,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080424,25,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,25,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080425,26,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,26,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080427,27,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,27,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080428,28,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,28,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080429,29,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,29,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411827,30,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,30,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411807,31,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,31,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411808,32,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,32,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411809,33,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,33,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411810,34,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,34,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411811,35,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,35,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411819,36,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,36,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411820,37,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,37,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411821,38,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,38,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411822,39,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,39,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411823,40,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,40,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411824,41,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,41,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411825,42,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,42,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411826,43,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,43,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282412072,44,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,44,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282412075,45,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,45,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282429907,46,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,46,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431648,47,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,47,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431649,48,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,48,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431650,49,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,49,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431651,50,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,50,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431652,51,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,51,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431653,52,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,52,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431654,53,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,53,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431655,54,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,54,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431656,55,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,55,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431657,56,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,56,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431658,57,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,57,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431659,58,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,58,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431660,59,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,59,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431743,60,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,60,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431744,61,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,61,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282431745,62,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,62,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282438427,63,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,63,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282438425,64,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,64,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282438426,65,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,65,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282438565,66,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,66,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282438566,67,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,67,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282443356,68,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,68,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282449256,69,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,69,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282449257,70,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,70,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282449293,71,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,71,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282449294,72,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,72,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282449295,73,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,73,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282459440,74,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,74,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282459441,75,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,75,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282459442,76,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,76,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282459443,77,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,77,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gu_67109068,begintime,1,,NO,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gu_67109068,sk_object,4,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gu_67109068,67196163,5,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gu_67109068,67196164,6,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gu_67109068,duration,8,'PT3600S'::character varying,YES,character varying,20.0,80.0,,,,,,,,,,,,,,,,postgres,pg_catalog,varchar,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_settings,name,1,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,1,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,setting,2,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,2,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,unit,3,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,3,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,category,4,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,4,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,short_desc,5,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,5,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,extra_desc,6,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,6,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,context,7,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,7,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,vartype,8,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,8,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,source,9,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,9,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,min_val,10,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,10,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,max_val,11,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,11,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,enumvals,12,,YES,ARRAY,,,,,,,,,,,,,,,,,,postgres,pg_catalog,_text,,,,,12,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,boot_val,13,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,13,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,reset_val,14,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,14,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,sourcefile,15,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,15,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,sourceline,16,,YES,integer,,,32.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int4,,,,,16,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_settings,pending_restart,17,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,17,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_file_settings,sourcefile,1,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,1,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_file_settings,sourceline,2,,YES,integer,,,32.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int4,,,,,2,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_file_settings,seqno,3,,YES,integer,,,32.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int4,,,,,3,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_file_settings,name,4,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,4,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_file_settings,setting,5,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,5,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_file_settings,applied,6,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,6,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_file_settings,error,7,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,7,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_hba_file_rules,line_number,1,,YES,integer,,,32.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int4,,,,,1,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_hba_file_rules,type,2,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,2,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_hba_file_rules,database,3,,YES,ARRAY,,,,,,,,,,,,,,,,,,postgres,pg_catalog,_text,,,,,3,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_hba_file_rules,user_name,4,,YES,ARRAY,,,,,,,,,,,,,,,,,,postgres,pg_catalog,_text,,,,,4,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_hba_file_rules,address,5,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,5,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_hba_file_rules,netmask,6,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,6,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_hba_file_rules,auth_method,7,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,7,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_hba_file_rules,options,8,,YES,ARRAY,,,,,,,,,,,,,,,,,,postgres,pg_catalog,_text,,,,,8,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_hba_file_rules,error,9,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,9,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_config,name,1,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,1,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_config,setting,2,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,2,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shmem_allocations,name,1,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,1,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shmem_allocations,off,2,,YES,bigint,,,64.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int8,,,,,2,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shmem_allocations,size,3,,YES,bigint,,,64.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int8,,,,,3,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shmem_allocations,allocated_size,4,,YES,bigint,,,64.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int8,,,,,4,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_backend_memory_contexts,name,1,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,1,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_backend_memory_contexts,ident,2,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,2,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_backend_memory_contexts,parent,3,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,3,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_backend_memory_contexts,level,4,,YES,integer,,,32.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int4,,,,,4,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_backend_memory_contexts,total_bytes,5,,YES,bigint,,,64.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int8,,,,,5,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_backend_memory_contexts,total_nblocks,6,,YES,bigint,,,64.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int8,,,,,6,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_backend_memory_contexts,free_bytes,7,,YES,bigint,,,64.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int8,,,,,7,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_backend_memory_contexts,free_chunks,8,,YES,bigint,,,64.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int8,,,,,8,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_backend_memory_contexts,used_bytes,9,,YES,bigint,,,64.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int8,,,,,9,NO,NO,,,,,,NO,NEVER,,NO
postgres,public,hourly_huawei_bsc6900gsm_1275069420,begintime,1,,NO,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,sk_object,2,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,duration,3,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,integrity,4,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279870419,5,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269435,6,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269436,7,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269440,8,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282411395,9,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282412159,10,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282412160,11,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282411396,12,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,12,NO,NO,,,,,,NO,NEVER,,YES
