begintime,sk_object,duration,integrity,1282454495,1282454496,1282454497,1282454498,1282454499,1282454500,1282454501,1282454502
2022-03-14,630727.0,86400.0,100.0,48841393.0,0.0,61471739.0,0.0,13026030476.0,0.0,22239345555.0,0.0
2022-03-02,81597454.0,86400.0,100.0,20435820.0,62258.0,23735892.0,0.0,2272068799.0,4844066.0,4886013027.0,0.0
2022-03-07,630709.0,82800.0,95.83333333333333,22110959.0,0.0,29648806.0,0.0,3062177226.0,0.0,5896783938.0,0.0
2022-03-13,630814.0,75600.0,87.5,32655427.0,0.0,43542032.0,0.0,7756940404.0,0.0,13688228399.0,0.0
2022-03-13,630619.0,75600.0,87.5,45363050.0,0.0,60557612.0,0.0,12219095571.0,0.0,20972148684.0,0.0
2022-02-05,630618.0,86400.0,100.0,95464316.0,0.0,109645151.0,0.0,27387948891.0,0.0,47911686681.0,0.0
2022-02-13,630716.0,86400.0,100.0,8216707.0,0.0,8644215.0,0.0,1063871952.0,0.0,3076515940.0,0.0
2022-03-13,630621.0,75600.0,87.5,44665125.0,0.0,59437216.0,0.0,12017282148.0,0.0,21201532646.0,0.0
2022-03-10,630608.0,79200.0,91.66666666666667,7613957.0,60165.0,14505362.0,0.0,626912635.0,4681180.0,2111605455.0,0.0
2022-02-13,502330.0,86400.0,100.0,13538675.0,0.0,21773557.0,0.0,1595772369.0,0.0,5006474156.0,0.0
2022-02-20,630660.0,86400.0,100.0,27473917.0,0.0,42302327.0,0.0,5030720978.0,0.0,11307995580.0,0.0
2022-02-10,630732.0,86400.0,100.0,42816554.0,2.0,56388771.0,0.0,9628174414.0,72.0,16560174224.0,0.0
2022-02-04,630797.0,86400.0,100.0,17604185.0,0.0,27358692.0,0.0,2140663301.0,0.0,4674608457.0,0.0
2022-02-06,630844.0,86400.0,100.0,41042204.0,0.0,53219953.0,0.0,10201430684.0,0.0,18281477831.0,0.0
2022-03-13,630686.0,75600.0,87.5,23923708.0,0.0,31190582.0,0.0,3410612576.0,0.0,8537997958.0,0.0
2022-03-06,630729.0,79200.0,91.66666666666667,44799260.0,0.0,55447457.0,0.0,10124763591.0,0.0,17020650543.0,0.0
2022-02-12,630731.0,86400.0,100.0,12296556.0,0.0,18620349.0,0.0,1133350653.0,0.0,3191262005.0,0.0
2022-03-11,630840.0,86400.0,100.0,32186960.0,0.0,42491728.0,0.0,4963702874.0,0.0,10497207700.0,0.0
2022-03-07,600989.0,82800.0,95.83333333333333,31776129.0,0.0,43556846.0,0.0,6197361081.0,0.0,12351290790.0,0.0
2022-03-13,630629.0,75600.0,87.5,29288601.0,0.0,38017842.0,0.0,4788989975.0,0.0,8217258494.0,0.0
2022-02-03,630614.0,86400.0,100.0,12194796.0,0.0,20901690.0,0.0,1078595655.0,0.0,2781406617.0,0.0
2022-03-10,630796.0,79200.0,91.66666666666667,22041477.0,0.0,28659893.0,0.0,3939475807.0,0.0,7186274611.0,0.0
2022-03-09,630805.0,3600.0,4.166666666666667,1253008.0,0.0,2155590.0,0.0,371073407.0,0.0,917183606.0,0.0
2022-02-05,502457.0,86400.0,100.0,53644653.0,0.0,66429852.0,0.0,12302885991.0,0.0,20965394100.0,0.0
2022-02-06,600987.0,86400.0,100.0,38425442.0,0.0,54404930.0,0.0,8959482150.0,0.0,16948447900.0,0.0
2022-02-17,630722.0,75600.0,87.5,26022799.0,0.0,34533403.0,0.0,4750273205.0,0.0,8728467624.0,0.0
2022-02-11,630802.0,86400.0,100.0,70279410.0,0.0,85790261.0,0.0,18756012323.0,0.0,29723890384.0,0.0
2022-02-18,630702.0,86400.0,100.0,20420036.0,0.0,31653688.0,0.0,3015560990.0,0.0,7841670127.0,0.0
2022-03-06,630764.0,79200.0,91.66666666666667,43171896.0,0.0,59024652.0,0.0,11045663734.0,0.0,19312957266.0,0.0
2022-03-03,533524.0,86400.0,100.0,31197194.0,66760.0,45182718.0,0.0,7367890741.0,5194060.0,16664428743.0,0.0
2022-02-13,630595.0,86400.0,100.0,27205977.0,0.0,43420047.0,0.0,7423669180.0,0.0,16915614348.0,0.0
2022-03-14,630801.0,86400.0,100.0,8993433.0,65916.0,17178990.0,0.0,988523089.0,5128242.0,3434185222.0,0.0
2022-02-17,630723.0,75600.0,87.5,29662689.0,0.0,44374707.0,0.0,5452868131.0,0.0,14106105469.0,0.0
2022-03-15,630611.0,82800.0,95.83333333333333,36335130.0,0.0,54683647.0,0.0,10547606195.0,0.0,21521587738.0,0.0
2022-03-06,630612.0,79200.0,91.66666666666667,32477687.0,0.0,47093854.0,0.0,7317154947.0,0.0,15415771545.0,0.0
2022-02-12,630762.0,86400.0,100.0,13549895.0,0.0,22261099.0,0.0,1341372419.0,0.0,3912065790.0,0.0
2022-02-18,600949.0,86400.0,100.0,17161015.0,0.0,27732485.0,0.0,1974939335.0,0.0,5584499201.0,0.0
2022-03-03,630810.0,86400.0,100.0,60188873.0,0.0,82382260.0,0.0,18883418086.0,0.0,34500428808.0,0.0
2022-02-03,630686.0,86400.0,100.0,26308864.0,0.0,34687328.0,0.0,3839844230.0,0.0,9367121706.0,0.0
2022-02-06,630828.0,86400.0,100.0,23103449.0,0.0,33235088.0,0.0,3183338565.0,0.0,7717650190.0,0.0
2022-03-15,630688.0,82800.0,95.83333333333333,44489730.0,75.0,46975041.0,0.0,9757545401.0,12696.0,14196109698.0,0.0
2022-02-08,630769.0,86400.0,100.0,29122274.0,0.0,39664817.0,0.0,5446321579.0,0.0,11124199785.0,0.0
2022-02-05,630714.0,86400.0,100.0,27636394.0,66700.0,39070732.0,0.0,3995799120.0,5189536.0,9368739567.0,0.0
2022-03-03,630845.0,86400.0,100.0,43344975.0,0.0,53112311.0,0.0,7909327103.0,0.0,13477944044.0,0.0
2022-03-13,630844.0,75600.0,87.5,29444580.0,0.0,39926299.0,0.0,6973250071.0,0.0,13376167709.0,0.0
2022-02-05,600946.0,86400.0,100.0,33679279.0,0.0,51977059.0,0.0,7220426191.0,0.0,16271982473.0,0.0
2022-02-19,630828.0,86400.0,100.0,23367056.0,0.0,33457503.0,0.0,3247708460.0,0.0,7537972404.0,0.0
2022-02-17,630598.0,75600.0,87.5,63368223.0,0.0,74750798.0,0.0,17548224619.0,0.0,25859608035.0,0.0
2022-03-11,630730.0,86400.0,100.0,13295801.0,0.0,22946531.0,0.0,1404297205.0,0.0,3285016077.0,0.0
2022-02-06,600949.0,86400.0,100.0,18505837.0,0.0,29073220.0,0.0,2094023775.0,0.0,6335240535.0,0.0
2022-03-07,630714.0,82800.0,95.83333333333333,26216961.0,63629.0,37051030.0,0.0,3608898578.0,4950158.0,8982501609.0,0.0
2022-03-03,630726.0,86400.0,100.0,12284891.0,0.0,21421915.0,0.0,1151634840.0,0.0,3038846680.0,0.0
2022-02-20,630737.0,86400.0,100.0,10815201.0,0.0,12996691.0,0.0,1156166240.0,0.0,2899347581.0,0.0
2022-03-07,630736.0,82800.0,95.83333333333333,33831683.0,0.0,39780125.0,0.0,5702819225.0,0.0,11446942019.0,0.0
2022-02-20,630613.0,86400.0,100.0,13029908.0,0.0,24156428.0,0.0,1242447509.0,0.0,3574163346.0,0.0
2022-03-15,630686.0,82800.0,95.83333333333333,33120385.0,0.0,38826368.0,0.0,4789939937.0,0.0,9289124954.0,0.0
2022-03-15,630624.0,82800.0,95.83333333333333,44037506.0,0.0,58195853.0,0.0,10851616158.0,0.0,22030394768.0,0.0
2022-02-08,600949.0,86400.0,100.0,18301276.0,0.0,28793682.0,0.0,2216276848.0,0.0,6231344245.0,0.0
2022-02-06,630714.0,86400.0,100.0,27283600.0,66705.0,38892739.0,0.0,3900525412.0,5189706.0,9458440165.0,0.0
