begintime,sk_object,duration,integrity,M8032C0,M8032C1,M8032C3,M8032C4,M8032C6,M8032C7
2022-03-13 07:00:00,21225.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 19:00:00,21112.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 13:00:00,21208.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 20:00:00,21073.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 17:00:00,21144.0,24.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 21:00:00,21127.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,21236.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 00:00:00,21036.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,21175.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 22:00:00,21141.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 07:00:00,21076.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 21:00:00,21206.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 16:00:00,21183.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 00:00:00,21274.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 02:00:00,21161.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 09:00:00,21140.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 18:00:00,21157.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 17:00:00,21181.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 07:00:00,21242.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 01:00:00,21180.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 10:00:00,21135.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 10:00:00,21032.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 20:00:00,21218.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,21083.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 10:00:00,21149.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 18:00:00,21091.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 15:00:00,21293.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 00:00:00,21222.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
