node_id,node_name,tech,domain,type,vendor,lat,long,azimuth,Zone,district,region
49,G_Earth Station,2G,Radio,site,Huawei,13.401895,-16.653944,20,GBA,Kanifing,Kanifing Municipality
21,G_Fass,2G,Radio,site,Huawei,13.564781,-16.428517,20,Rural,Lower Niumi,North Bank Region
21,G_Fass,2G,Radio,site,Huawei,13.564781,-16.428517,130,Rural,Lower Niumi,North Bank Region
21,G_Fass,2G,Radio,site,Huawei,13.564781,-16.428517,240,Rural,Lower Niumi,North Bank Region
22,G_Fatoto,2G,Radio,site,Huawei,13.39304,-13.907269,10,Rural,Kantora,Upper River Region
22,G_Fatoto,2G,Radio,site,Huawei,13.39304,-13.907269,115,Rural,Kantora,Upper River Region
22,G_Fatoto,2G,Radio,site,Huawei,13.39304,-13.907269,270,Rural,Kantora,Upper River Region
25,G_Gunjur,2G,Radio,site,Huawei,13.16955,-16.760743,0,GBA,Kombo South,Western Region
25,G_Gunjur,2G,Radio,site,Huawei,13.16955,-16.760743,100,GBA,Kombo South,Western Region
25,G_Gunjur,2G,Radio,site,Huawei,13.16955,-16.760743,200,GBA,Kombo South,Western Region
26,G_Senegambia,2G,Radio,site,Huawei,13.44226,-16.721727,0,GBA,Kanifing,Kanifing Municipality
26,G_Senegambia,2G,Radio,site,Huawei,13.44226,-16.721727,135,GBA,Kanifing,Kanifing Municipality
26,G_Senegambia,2G,Radio,site,Huawei,13.44226,-16.721727,260,GBA,Kanifing,Kanifing Municipality
84,G_Sukuta-Jabang Highway,2G,Radio,site,Huawei,13.394479,-16.705676,25,GBA,Kombo North,Western Region
84,G_Sukuta-Jabang Highway,2G,Radio,site,Huawei,13.394479,-16.705676,125,GBA,Kombo North,Western Region
84,G_Sukuta-Jabang Highway,2G,Radio,site,Huawei,13.394479,-16.705676,215,GBA,Kombo North,Western Region
83,G_Jabang Estate,2G,Radio,site,Huawei,13.356374,-16.705119,95,GBA,Kombo North,Western Region
83,G_Jabang Estate,2G,Radio,site,Huawei,13.356374,-16.705119,190,GBA,Kombo North,Western Region
83,G_Jabang Estate,2G,Radio,site,Huawei,13.356374,-16.705119,310,GBA,Kombo North,Western Region
33,G_Kwenilla,2G,Radio,site,Huawei,13.396557,-15.793325,80,Rural,Kiang Central,Lower River Region
33,G_Kwenilla,2G,Radio,site,Huawei,13.396557,-15.793325,230,Rural,Kiang Central,Lower River Region
33,G_Kwenilla,2G,Radio,site,Huawei,13.396557,-15.793325,340,Rural,Kiang Central,Lower River Region
34,G_Lamin,2G,Radio,site,Huawei,13.383897,-16.644597,20,GBA,Kombo North,Western Region
34,G_Lamin,2G,Radio,site,Huawei,13.383897,-16.644597,120,GBA,Kombo North,Western Region
34,G_Lamin,2G,Radio,site,Huawei,13.383897,-16.644597,240,GBA,Kombo North,Western Region
64,G_Mansakonko,2G,Radio,site,Huawei,13.455152,-15.535005,70,Rural,Mansakonko,Lower River Region
64,G_Mansakonko,2G,Radio,site,Huawei,13.455152,-15.535005,140,Rural,Mansakonko,Lower River Region
64,G_Mansakonko,2G,Radio,site,Huawei,13.455152,-15.535005,240,Rural,Mansakonko,Lower River Region
13,G_Ndugu Kebbeh,2G,Radio,site,Huawei,13.542507,-16.319659,120,Rural,Lower Niumi,North Bank Region
13,G_Ndugu Kebbeh,2G,Radio,site,Huawei,13.542507,-16.319659,230,Rural,Lower Niumi,North Bank Region
13,G_Ndugu Kebbeh,2G,Radio,site,Huawei,13.542507,-16.319659,330,Rural,Lower Niumi,North Bank Region
43,G_Sanyang,2G,Radio,site,Huawei,13.268192,-16.762662,30,GBA,Kombo South,Western Region
43,G_Sanyang,2G,Radio,site,Huawei,13.268192,-16.762662,160,GBA,Kombo South,Western Region
43,G_Sanyang,2G,Radio,site,Huawei,13.268192,-16.762662,280,GBA,Kombo South,Western Region
2,G_Serra Kunda Mkt Bldg,2G,Radio,site,Huawei,13.439217,-16.682959,70,GBA,Kanifing,Kanifing Municipality
2,G_Serra Kunda Mkt Bldg,2G,Radio,site,Huawei,13.439217,-16.682959,200,GBA,Kanifing,Kanifing Municipality
2,G_Serra Kunda Mkt Bldg,2G,Radio,site,Huawei,13.439217,-16.682959,335,GBA,Kanifing,Kanifing Municipality
48,G_Sinchubaliya,2G,Radio,site,Huawei,13.393696,-16.674208,30,GBA,Kombo North,Western Region
48,G_Sinchubaliya,2G,Radio,site,Huawei,13.393696,-16.674208,150,GBA,Kombo North,Western Region
48,G_Sinchubaliya,2G,Radio,site,Huawei,13.393696,-16.674208,230,GBA,Kombo North,Western Region
44,G_Somo Bldg,2G,Radio,site,Huawei,13.425182,-16.674104,65,GBA,Kanifing,Kanifing Municipality
44,G_Somo Bldg,2G,Radio,site,Huawei,13.425182,-16.674104,190,GBA,Kanifing,Kanifing Municipality
44,G_Somo Bldg,2G,Radio,site,Huawei,13.425182,-16.674104,280,GBA,Kanifing,Kanifing Municipality
51,G_Sudowol,2G,Radio,site,Huawei,13.361017,-13.99968,80,Rural,Kantora,Upper River Region
51,G_Sudowol,2G,Radio,site,Huawei,13.361017,-13.99968,190,Rural,Kantora,Upper River Region
51,G_Sudowol,2G,Radio,site,Huawei,13.361017,-13.99968,260,Rural,Kantora,Upper River Region
55,G_Bundung,2G,Radio,site,Huawei,13.426453,-16.6837,20,GBA,Kanifing,Kanifing Municipality
55,G_Bundung,2G,Radio,site,Huawei,13.426453,-16.6837,190,GBA,Kanifing,Kanifing Municipality
55,G_Bundung,2G,Radio,site,Huawei,13.426453,-16.6837,300,GBA,Kanifing,Kanifing Municipality
56,G_Faji Kunda,2G,Radio,site,Huawei,13.419903,-16.667111,80,GBA,Kanifing,Kanifing Municipality
56,G_Faji Kunda,2G,Radio,site,Huawei,13.419903,-16.667111,190,GBA,Kanifing,Kanifing Municipality
56,G_Faji Kunda,2G,Radio,site,Huawei,13.419903,-16.667111,300,GBA,Kanifing,Kanifing Municipality
57,G_New Jeshwang,2G,Radio,site,Huawei,13.436689,-16.674701,80,GBA,Kanifing,Kanifing Municipality
57,G_New Jeshwang,2G,Radio,site,Huawei,13.436689,-16.674701,190,GBA,Kanifing,Kanifing Municipality
57,G_New Jeshwang,2G,Radio,site,Huawei,13.436689,-16.674701,280,GBA,Kanifing,Kanifing Municipality
58,G_Kabafita,2G,Radio,site,Huawei,13.28309,-16.636769,90,GBA,Kombo Central,Western Region
58,G_Kabafita,2G,Radio,site,Huawei,13.28309,-16.636769,200,GBA,Kombo Central,Western Region
58,G_Kabafita,2G,Radio,site,Huawei,13.28309,-16.636769,320,GBA,Kombo Central,Western Region
86,G_Mandinari,2G,Radio,site,Huawei,13.367586,-16.60632,20,GBA,Kombo North,Western Region
86,G_Mandinari,2G,Radio,site,Huawei,13.367586,-16.60632,140,GBA,Kombo North,Western Region
86,G_Mandinari,2G,Radio,site,Huawei,13.367586,-16.60632,240,GBA,Kombo North,Western Region
87,G_Illiassa,2G,Radio,site,Huawei,13.565307,-15.748364,20,Rural,Lower Badibu,North Bank Region
87,G_Illiassa,2G,Radio,site,Huawei,13.565307,-15.748364,180,Rural,Lower Badibu,North Bank Region
87,G_Illiassa,2G,Radio,site,Huawei,13.565307,-15.748364,260,Rural,Lower Badibu,North Bank Region
85,G_Essau,2G,Radio,site,Huawei,13.482011,-16.522206,20,Rural,Lower Niumi,North Bank Region
85,G_Essau,2G,Radio,site,Huawei,13.482011,-16.522206,125,Rural,Lower Niumi,North Bank Region
85,G_Essau,2G,Radio,site,Huawei,13.482011,-16.522206,270,Rural,Lower Niumi,North Bank Region
88,G_Denton Bridge,2G,Radio,site,Huawei,13.468615,-16.629499,95,GBA,Kanifing,Kanifing Municipality
88,G_Denton Bridge,2G,Radio,site,Huawei,13.468615,-16.629499,265,GBA,Kanifing,Kanifing Municipality
89,G_Kubariko,2G,Radio,site,Huawei,13.332168,-16.629319,15,GBA,Kombo North,Western Region
89,G_Kubariko,2G,Radio,site,Huawei,13.332168,-16.629319,105,GBA,Kombo North,Western Region
89,G_Kubariko,2G,Radio,site,Huawei,13.332168,-16.629319,240,GBA,Kombo North,Western Region
90,G_Farato-Paradise City,2G,Radio,site,Huawei,13.307454,-16.658267,75,GBA,Kombo Central,Western Region
90,G_Farato-Paradise City,2G,Radio,site,Huawei,13.307454,-16.658267,195,GBA,Kombo Central,Western Region
90,G_Farato-Paradise City,2G,Radio,site,Huawei,13.307454,-16.658267,315,GBA,Kombo Central,Western Region
52,G_Tabokoto,2G,Radio,site,Huawei,13.410206,-16.668953,50,GBA,Kanifing,Kanifing Municipality
52,G_Tabokoto,2G,Radio,site,Huawei,13.410206,-16.668953,120,GBA,Kanifing,Kanifing Municipality
52,G_Tabokoto,2G,Radio,site,Huawei,13.410206,-16.668953,260,GBA,Kanifing,Kanifing Municipality
71,G_Ebo Town,2G,Radio,site,Huawei,13.436607,-16.669311,60,GBA,Kanifing,Kanifing Municipality
71,G_Ebo Town,2G,Radio,site,Huawei,13.436607,-16.669311,150,GBA,Kanifing,Kanifing Municipality
71,G_Ebo Town,2G,Radio,site,Huawei,13.436607,-16.669311,300,GBA,Kanifing,Kanifing Municipality
92,G_Busumbala II,2G,Radio,site,Huawei,13.339416,-16.682984,15,GBA,Kombo North,Western Region
92,G_Busumbala II,2G,Radio,site,Huawei,13.339416,-16.682984,120,GBA,Kombo North,Western Region
92,G_Busumbala II,2G,Radio,site,Huawei,13.339416,-16.682984,255,GBA,Kombo North,Western Region
93,G_Farafenni 2,2G,Radio,site,Huawei,13.575382,-15.601391,40,Rural,Upper Badibu,North Bank Region
93,G_Farafenni 2,2G,Radio,site,Huawei,13.575382,-15.601391,135,Rural,Upper Badibu,North Bank Region
93,G_Farafenni 2,2G,Radio,site,Huawei,13.575382,-15.601391,250,Rural,Upper Badibu,North Bank Region
75,G_Busumbala,2G,Radio,site,Huawei,13.320299,-16.667309,330,GBA,Kombo North,Western Region
75,G_Busumbala,2G,Radio,site,Huawei,13.320299,-16.667309,95,GBA,Kombo North,Western Region
75,G_Busumbala,2G,Radio,site,Huawei,13.320299,-16.667309,240,GBA,Kombo North,Western Region
76,G_Brikama II,2G,Radio,site,Huawei,13.266641,-16.642473,120,GBA,Kombo Central,Western Region
76,G_Brikama II,2G,Radio,site,Huawei,13.266641,-16.642473,200,GBA,Kombo Central,Western Region
76,G_Brikama II,2G,Radio,site,Huawei,13.266641,-16.642473,320,GBA,Kombo Central,Western Region
39,G_Kartong,2G,Radio,site,Huawei,13.097707,-16.761586,20,GBA,Kombo South,Western Region
39,G_Kartong,2G,Radio,site,Huawei,13.097707,-16.761586,90,GBA,Kombo South,Western Region
39,G_Kartong,2G,Radio,site,Huawei,13.097707,-16.761586,160,GBA,Kombo South,Western Region
149,G_Test,2G,Radio,site,Huawei,,,,,,
68,G_Brikama Tower,2G,Radio,site,Huawei,13.274743,-16.649217,30,GBA,Kombo Central,Western Region
68,G_Brikama Tower,2G,Radio,site,Huawei,13.274743,-16.649217,170,GBA,Kombo Central,Western Region
68,G_Brikama Tower,2G,Radio,site,Huawei,13.274743,-16.649217,290,GBA,Kombo Central,Western Region
70,G_Marakissa,2G,Radio,site,Huawei,13.216425,-16.648561,50,GBA,Kombo Central,Western Region
70,G_Marakissa,2G,Radio,site,Huawei,13.216425,-16.648561,160,GBA,Kombo Central,Western Region
70,G_Marakissa,2G,Radio,site,Huawei,13.216425,-16.648561,240,GBA,Kombo Central,Western Region
35,G_Nema Kunku,2G,Radio,site,Huawei,13.402433,-16.683128,10,GBA,Kombo North,Western Region
35,G_Nema Kunku,2G,Radio,site,Huawei,13.402433,-16.683128,140,GBA,Kombo North,Western Region
35,G_Nema Kunku,2G,Radio,site,Huawei,13.402433,-16.683128,255,GBA,Kombo North,Western Region
42,G_Kombo Kerewan,2G,Radio,site,Huawei,13.371528,-16.625793,90,GBA,Kombo North,Western Region
42,G_Kombo Kerewan,2G,Radio,site,Huawei,13.371528,-16.625793,150,GBA,Kombo North,Western Region
42,G_Kombo Kerewan,2G,Radio,site,Huawei,13.371528,-16.625793,230,GBA,Kombo North,Western Region
38,G_Somita,2G,Radio,site,Huawei,13.205891,-16.305407,110,Rural,Foni Brefet,Western Region
38,G_Somita,2G,Radio,site,Huawei,13.205891,-16.305407,190,Rural,Foni Brefet,Western Region
38,G_Somita,2G,Radio,site,Huawei,13.205891,-16.305407,270,Rural,Foni Brefet,Western Region
3,G_Jiboroh,2G,Radio,site,Huawei,13.185054,-16.577187,90,Rural,Kombo East,Western Region
3,G_Jiboroh,2G,Radio,site,Huawei,13.185054,-16.577187,190,Rural,Kombo East,Western Region
3,G_Jiboroh,2G,Radio,site,Huawei,13.185054,-16.577187,340,Rural,Kombo East,Western Region
77,G_Kerr Jarga,2G,Radio,site,Huawei,,,,,,
29,G_Sheraton,2G,Radio,site,Huawei,13.395622,-16.753732,60,GBA,Kombo North,Western Region
29,G_Sheraton,2G,Radio,site,Huawei,13.395622,-16.753732,140,GBA,Kombo North,Western Region
29,G_Sheraton,2G,Radio,site,Huawei,13.395622,-16.753732,220,GBA,Kombo North,Western Region
72,G_Bakadagi,2G,Radio,site,Huawei,13.302762,-14.387321,35,Rural,Jimara,Upper River Region
72,G_Bakadagi,2G,Radio,site,Huawei,13.302762,-14.387321,170,Rural,Jimara,Upper River Region
72,G_Bakadagi,2G,Radio,site,Huawei,13.302762,-14.387321,280,Rural,Jimara,Upper River Region
4,G_Gamstar,2G,Radio,site,Huawei,13.453018,-16.57429,185,GBA,Banjul,Banjul
4,G_Gamstar,2G,Radio,site,Huawei,13.453018,-16.57429,280,GBA,Banjul,Banjul
4,G_Gamstar,2G,Radio,site,Huawei,13.453018,-16.57429,310,GBA,Banjul,Banjul
23,G_Gamtel Bakau,2G,Radio,site,Huawei,13.479507,-16.66756,0,GBA,Kanifing,Kanifing Municipality
23,G_Gamtel Bakau,2G,Radio,site,Huawei,13.479507,-16.66756,100,GBA,Kanifing,Kanifing Municipality
23,G_Gamtel Bakau,2G,Radio,site,Huawei,13.479507,-16.66756,210,GBA,Kanifing,Kanifing Municipality
60,G_Bato Kunku,2G,Radio,site,Huawei,13.325792,-16.798796,10,GBA,Kombo South,Western Region
60,G_Bato Kunku,2G,Radio,site,Huawei,13.325792,-16.798796,90,GBA,Kombo South,Western Region
60,G_Bato Kunku,2G,Radio,site,Huawei,13.325792,-16.798796,170,GBA,Kombo South,Western Region
59,G_Ngeyen Sanjal,2G,Radio,site,Huawei,13.592373,-15.44222,30,Rural,Sabach - Sanjal,North Bank Region
59,G_Ngeyen Sanjal,2G,Radio,site,Huawei,13.592373,-15.44222,150,Rural,Sabach - Sanjal,North Bank Region
59,G_Ngeyen Sanjal,2G,Radio,site,Huawei,13.592373,-15.44222,300,Rural,Sabach - Sanjal,North Bank Region
91,G_Tanji,2G,Radio,site,Huawei,13.358275,-16.797257,45,GBA,Kombo South,Western Region
91,G_Tanji,2G,Radio,site,Huawei,13.358275,-16.797257,150,GBA,Kombo South,Western Region
91,G_Tanji,2G,Radio,site,Huawei,13.358275,-16.797257,245,GBA,Kombo South,Western Region
20,G_Brikama UTG,2G,Radio,site,Huawei,13.284296,-16.654309,30,GBA,Kombo Central,Western Region
20,G_Brikama UTG,2G,Radio,site,Huawei,13.284296,-16.654309,160,GBA,Kombo Central,Western Region
20,G_Brikama UTG,2G,Radio,site,Huawei,13.284296,-16.654309,280,GBA,Kombo Central,Western Region
98,G_Brikama Cow,2G,Radio,site,Huawei,13.272474,-16.65124,80,GBA,Kombo Central,Western Region
98,G_Brikama Cow,2G,Radio,site,Huawei,13.272474,-16.65124,170,GBA,Kombo Central,Western Region
98,G_Brikama Cow,2G,Radio,site,Huawei,13.272474,-16.65124,320,GBA,Kombo Central,Western Region
101,G_Tendaba Camp,2G,Radio,site,Huawei,,,,,,
31,G_Kudang,2G,Radio,site,Huawei,13.660402,-15.065687,0,Rural,Niamina East,Central River Region
31,G_Kudang,2G,Radio,site,Huawei,13.660402,-15.065687,120,Rural,Niamina East,Central River Region
31,G_Kudang,2G,Radio,site,Huawei,13.660402,-15.065687,200,Rural,Niamina East,Central River Region
14,G_Bulock,2G,Radio,site,Huawei,13.183806,-16.405517,80,Rural,Foni Brefet,Western Region
14,G_Bulock,2G,Radio,site,Huawei,13.183806,-16.405517,180,Rural,Foni Brefet,Western Region
14,G_Bulock,2G,Radio,site,Huawei,13.183806,-16.405517,290,Rural,Foni Brefet,Western Region
30,G_Kerewan,2G,Radio,site,Huawei,13.495771,-16.087754,30,Rural,Lower Badibu,North Bank Region
30,G_Kerewan,2G,Radio,site,Huawei,13.495771,-16.087754,125,Rural,Lower Badibu,North Bank Region
30,G_Kerewan,2G,Radio,site,Huawei,13.495771,-16.087754,290,Rural,Lower Badibu,North Bank Region
28,G_Kanuma,2G,Radio,site,Huawei,13.497422,-16.509055,20,Rural,Lower Niumi,North Bank Region
28,G_Kanuma,2G,Radio,site,Huawei,13.497422,-16.509055,120,Rural,Lower Niumi,North Bank Region
28,G_Kanuma,2G,Radio,site,Huawei,13.497422,-16.509055,250,Rural,Lower Niumi,North Bank Region
15,G_Bwiam,2G,Radio,site,Huawei,13.231701,-16.077638,0,Rural,Foni Kansala,Western Region
15,G_Bwiam,2G,Radio,site,Huawei,13.231701,-16.077638,100,Rural,Foni Kansala,Western Region
15,G_Bwiam,2G,Radio,site,Huawei,13.231701,-16.077638,230,Rural,Foni Kansala,Western Region
53,G_Brusubi,2G,Radio,site,Huawei,13.398599,-16.726664,40,GBA,Kombo North,Western Region
53,G_Brusubi,2G,Radio,site,Huawei,13.398599,-16.726664,120,GBA,Kombo North,Western Region
53,G_Brusubi,2G,Radio,site,Huawei,13.398599,-16.726664,230,GBA,Kombo North,Western Region
27,G_Kalaji,2G,Radio,site,Huawei,13.248927,-15.834784,160,Rural,Foni Jarrol,Western Region
27,G_Kalaji,2G,Radio,site,Huawei,13.248927,-15.834784,250,Rural,Foni Jarrol,Western Region
27,G_Kalaji,2G,Radio,site,Huawei,13.248927,-15.834784,350,Rural,Foni Jarrol,Western Region
18,G_Sibanor,2G,Radio,site,Huawei,13.207006,-16.191847,80,Rural,Foni Brefet,Western Region
18,G_Sibanor,2G,Radio,site,Huawei,13.207006,-16.191847,170,Rural,Foni Brefet,Western Region
18,G_Sibanor,2G,Radio,site,Huawei,13.207006,-16.191847,270,Rural,Foni Brefet,Western Region
19,G_Farababanta,2G,Radio,site,Huawei,13.248195,-16.520254,20,Rural,Kombo East,Western Region
19,G_Farababanta,2G,Radio,site,Huawei,13.248195,-16.520254,140,Rural,Kombo East,Western Region
19,G_Farababanta,2G,Radio,site,Huawei,13.248195,-16.520254,280,Rural,Kombo East,Western Region
41,G_Pakali Ba,2G,Radio,site,Huawei,,,,,,
67,G_Farafenni,2G,Radio,site,Huawei,13.572049,-15.596224,90,Rural,Upper Badibu,North Bank Region
67,G_Farafenni,2G,Radio,site,Huawei,13.572049,-15.596224,170,Rural,Upper Badibu,North Bank Region
67,G_Farafenni,2G,Radio,site,Huawei,13.572049,-15.596224,280,Rural,Upper Badibu,North Bank Region
5,G_Nemasu,2G,Radio,site,Huawei,13.416081,-16.690895,50,GBA,Kombo North,Western Region
5,G_Nemasu,2G,Radio,site,Huawei,13.416081,-16.690895,180,GBA,Kombo North,Western Region
5,G_Nemasu,2G,Radio,site,Huawei,13.416081,-16.690895,280,GBA,Kombo North,Western Region
9,G_Bansang,2G,Radio,site,Huawei,13.432151,-14.656466,30,Rural,Fuladou West,Upper River Region
9,G_Bansang,2G,Radio,site,Huawei,13.432151,-14.656466,160,Rural,Fuladou West,Upper River Region
9,G_Bansang,2G,Radio,site,Huawei,13.432151,-14.656466,280,Rural,Fuladou West,Upper River Region
17,G_Basse,2G,Radio,site,Huawei,13.31112,-14.213155,0,Rural,Fuladou East,Upper River Region
17,G_Basse,2G,Radio,site,Huawei,13.31112,-14.213155,160,Rural,Fuladou East,Upper River Region
17,G_Basse,2G,Radio,site,Huawei,13.31112,-14.213155,280,Rural,Fuladou East,Upper River Region
32,G_Kuntaur,2G,Radio,site,Huawei,13.65549,-14.871401,120,Rural,Niani,Central River Region
32,G_Kuntaur,2G,Radio,site,Huawei,13.65549,-14.871401,210,Rural,Niani,Central River Region
32,G_Kuntaur,2G,Radio,site,Huawei,13.65549,-14.871401,320,Rural,Niani,Central River Region
74,G_Diabugu,2G,Radio,site,Huawei,13.389266,-14.402954,80,Rural,Sandu,Upper River Region
74,G_Diabugu,2G,Radio,site,Huawei,13.389266,-14.402954,200,Rural,Sandu,Upper River Region
74,G_Diabugu,2G,Radio,site,Huawei,13.389266,-14.402954,280,Rural,Sandu,Upper River Region
24,G_George Town,2G,Radio,site,Huawei,13.538347,-14.756994,120,Rural,Janjanbureh,Central River Region
24,G_George Town,2G,Radio,site,Huawei,13.538347,-14.756994,240,Rural,Janjanbureh,Central River Region
24,G_George Town,2G,Radio,site,Huawei,13.538347,-14.756994,340,Rural,Janjanbureh,Central River Region
11,G_Bijilo Tower,2G,Radio,site,Huawei,13.420461,-16.727907,90,GBA,Kombo North,Western Region
11,G_Bijilo Tower,2G,Radio,site,Huawei,13.420461,-16.727907,250,GBA,Kombo North,Western Region
11,G_Bijilo Tower,2G,Radio,site,Huawei,13.420461,-16.727907,345,GBA,Kombo North,Western Region
46,G_Numuyel,2G,Radio,site,Huawei,13.281032,-14.296418,120,Rural,Fuladou East,Upper River Region
46,G_Numuyel,2G,Radio,site,Huawei,13.281032,-14.296418,200,Rural,Fuladou East,Upper River Region
46,G_Numuyel,2G,Radio,site,Huawei,13.281032,-14.296418,280,Rural,Fuladou East,Upper River Region
40,G_Sukuta,2G,Radio,site,Huawei,13.419277,-16.705192,50,GBA,Kombo North,Western Region
40,G_Sukuta,2G,Radio,site,Huawei,13.419277,-16.705192,170,GBA,Kombo North,Western Region
40,G_Sukuta,2G,Radio,site,Huawei,13.419277,-16.705192,290,GBA,Kombo North,Western Region
45,G_Kanilai Village,2G,Radio,site,Huawei,13.167975,-16.010147,60,Rural,Foni Kansala,Western Region
45,G_Kanilai Village,2G,Radio,site,Huawei,13.167975,-16.010147,230,Rural,Foni Kansala,Western Region
45,G_Kanilai Village,2G,Radio,site,Huawei,13.167975,-16.010147,330,Rural,Foni Kansala,Western Region
63,G_Comium Residence,2G,Radio,site,Huawei,13.437878,-16.718046,40,GBA,Kanifing,Kanifing Municipality
63,G_Comium Residence,2G,Radio,site,Huawei,13.437878,-16.718046,140,GBA,Kanifing,Kanifing Municipality
63,G_Comium Residence,2G,Radio,site,Huawei,13.437878,-16.718046,275,GBA,Kanifing,Kanifing Municipality
36,G_Mariama Kunda,2G,Radio,site,Huawei,13.36486,-16.729403,120,GBA,Kombo North,Western Region
36,G_Mariama Kunda,2G,Radio,site,Huawei,13.36486,-16.729403,240,GBA,Kombo North,Western Region
36,G_Mariama Kunda,2G,Radio,site,Huawei,13.36486,-16.729403,340,GBA,Kombo North,Western Region
69,G_Old Yundum,2G,Radio,site,Huawei,13.368239,-16.686616,160,GBA,Kombo North,Western Region
69,G_Old Yundum,2G,Radio,site,Huawei,13.368239,-16.686616,230,GBA,Kombo North,Western Region
69,G_Old Yundum,2G,Radio,site,Huawei,13.368239,-16.686616,300,GBA,Kombo North,Western Region
12,G_White House,2G,Radio,site,Huawei,13.433214,-16.691999,60,GBA,Kanifing,Kanifing Municipality
12,G_White House,2G,Radio,site,Huawei,13.433214,-16.691999,210,GBA,Kanifing,Kanifing Municipality
12,G_White House,2G,Radio,site,Huawei,13.433214,-16.691999,320,GBA,Kanifing,Kanifing Municipality
10,G_SOS,2G,Radio,site,Huawei,13.441559,-16.70297,60,GBA,Kanifing,Kanifing Municipality
10,G_SOS,2G,Radio,site,Huawei,13.441559,-16.70297,200,GBA,Kanifing,Kanifing Municipality
10,G_SOS,2G,Radio,site,Huawei,13.441559,-16.70297,315,GBA,Kanifing,Kanifing Municipality
78,G_Future Lecce,2G,Radio,site,Huawei,13.455391,-16.703818,80,GBA,Kanifing,Kanifing Municipality
78,G_Future Lecce,2G,Radio,site,Huawei,13.455391,-16.703818,160,GBA,Kanifing,Kanifing Municipality
78,G_Future Lecce,2G,Radio,site,Huawei,13.455391,-16.703818,240,GBA,Kanifing,Kanifing Municipality
7,G_Saad Raslan,2G,Radio,site,Huawei,13.457916,-16.662042,30,GBA,Kanifing,Kanifing Municipality
7,G_Saad Raslan,2G,Radio,site,Huawei,13.457916,-16.662042,180,GBA,Kanifing,Kanifing Municipality
7,G_Saad Raslan,2G,Radio,site,Huawei,13.457916,-16.662042,300,GBA,Kanifing,Kanifing Municipality
50,G_Soul Samba Street,2G,Radio,site,Huawei,13.474328,-16.678082,40,GBA,Kanifing,Kanifing Municipality
50,G_Soul Samba Street,2G,Radio,site,Huawei,13.474328,-16.678082,140,GBA,Kanifing,Kanifing Municipality
50,G_Soul Samba Street,2G,Radio,site,Huawei,13.474328,-16.678082,295,GBA,Kanifing,Kanifing Municipality
37,G_Minteh Kunda,2G,Radio,site,Huawei,13.572082,-15.865203,100,Rural,Central Baddibu,North Bank Region
37,G_Minteh Kunda,2G,Radio,site,Huawei,13.572082,-15.865203,180,Rural,Central Baddibu,North Bank Region
37,G_Minteh Kunda,2G,Radio,site,Huawei,13.572082,-15.865203,320,Rural,Central Baddibu,North Bank Region
54,G_Bureng,2G,Radio,site,Huawei,13.396583,-15.270363,140,Rural,Jarra East,Lower River Region
54,G_Bureng,2G,Radio,site,Huawei,13.396583,-15.270363,210,Rural,Jarra East,Lower River Region
54,G_Bureng,2G,Radio,site,Huawei,13.396583,-15.270363,300,Rural,Jarra East,Lower River Region
73,G_Brufut_Mkt,2G,Radio,site,Huawei,13.380397,-16.749969,20,GBA,Kombo North,Western Region
73,G_Brufut_Mkt,2G,Radio,site,Huawei,13.380397,-16.749969,155,GBA,Kombo North,Western Region
73,G_Brufut_Mkt,2G,Radio,site,Huawei,13.380397,-16.749969,245,GBA,Kombo North,Western Region
95,G_Sifo,2G,Radio,site,Huawei,,,,,,
96,G_Brikama Medina,2G,Radio,site,Huawei,13.262571,-16.652669,45,GBA,Kombo Central,Western Region
96,G_Brikama Medina,2G,Radio,site,Huawei,13.262571,-16.652669,165,GBA,Kombo Central,Western Region
96,G_Brikama Medina,2G,Radio,site,Huawei,13.262571,-16.652669,288,GBA,Kombo Central,Western Region
97,G_Busumbala Central,2G,Radio,site,Huawei,13.337755,-16.669288,3,GBA,Kombo North,Western Region
97,G_Busumbala Central,2G,Radio,site,Huawei,13.337755,-16.669288,121,GBA,Kombo North,Western Region
97,G_Busumbala Central,2G,Radio,site,Huawei,13.337755,-16.669288,240,GBA,Kombo North,Western Region
99,G_Brikama Newtown,2G,Radio,site,Huawei,13.276498,-16.639722,90,GBA,Kombo Central,Western Region
99,G_Brikama Newtown,2G,Radio,site,Huawei,13.276498,-16.639722,210,GBA,Kombo Central,Western Region
99,G_Brikama Newtown,2G,Radio,site,Huawei,13.276498,-16.639722,330,GBA,Kombo Central,Western Region
100,G_Farato,2G,Radio,site,Huawei,13.312439,-16.674004,30,GBA,Kombo South,Western Region
100,G_Farato,2G,Radio,site,Huawei,13.312439,-16.674004,140,GBA,Kombo South,Western Region
100,G_Farato,2G,Radio,site,Huawei,13.312439,-16.674004,290,GBA,Kombo South,Western Region
102,G_Jambajelli,2G,Radio,site,Huawei,13.281885,-16.733081,20,GBA,Kombo South,Western Region
102,G_Jambajelli,2G,Radio,site,Huawei,13.281885,-16.733081,120,GBA,Kombo South,Western Region
102,G_Jambajelli,2G,Radio,site,Huawei,13.281885,-16.733081,230,GBA,Kombo South,Western Region
103,G_Sk Primary School,2G,Radio,site,Huawei,,,,,,
104,G_Lamin 2,2G,Radio,site,Huawei,13.387227,-16.637169,30,GBA,Kombo North,Western Region
