begintime,sk_object,duration,M51363C0,M51363C1,M51363C2,M51363C3,M51363C4,M51363C5,M51363C6
2022-03-15 06:58:00,369.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 02:53:00,370.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 02:54:00,365.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 02:54:00,366.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 02:54:00,367.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 02:54:00,371.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 02:54:00,372.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 02:55:00,368.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 18:00:00,367.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 18:15:00,367.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 18:30:00,367.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 18:45:00,367.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 06:56:00,86709.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 13:46:00,369.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 16:58:00,369.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,369.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,372.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:50:00,369.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
