begintime,sk_object,duration,integrity,M51323C0,M51323C1,M51323C2,M51323C3
2022-03-12,15570.0,1440.0,100.0,60310698036.0,0.0,0.0,0.0
2022-03-18,15584.0,1440.0,100.0,308740156760.0,5589386586.0,248138783.0,4120614.0
2022-03-11,15581.0,1440.0,100.0,69684218397.0,3061323170.0,53074846.0,2241550.0
2022-03-16,15586.0,1378.0,95.69444444444444,214248971017.0,19027966887.0,171189506.0,14121276.0
2022-03-16,15577.0,1440.0,100.0,79871750629.0,8674094348.0,66709309.0,6497376.0
2022-03-17,15582.0,1380.0,95.83333333333333,257445631050.0,15607185939.0,201894514.0,11565925.0
2022-03-18,15582.0,1440.0,100.0,281471448494.0,15585681851.0,218728180.0,11517327.0
2022-03-18,15572.0,1440.0,100.0,184890357373.0,13736074192.0,143629667.0,10059505.0
2022-03-17,15578.0,1380.0,95.83333333333333,340499035778.0,40534287604.0,267637473.0,29965493.0
2022-03-12,15576.0,1440.0,100.0,410364897202.0,64778526108.0,328859971.0,47843979.0
2022-03-19,15584.0,1320.0,91.66666666666667,317943773789.0,4376645405.0,257700403.0,3211078.0
2022-03-12,15572.0,1440.0,100.0,172573429779.0,11219947170.0,132288172.0,8218153.0
2022-03-17,15580.0,1440.0,100.0,32933737578.0,4590773363.0,25252376.0,3377961.0
2022-03-19,15573.0,1310.0,90.97222222222223,400151685936.0,90621917121.0,333080820.0,68454490.0
2022-03-15,15587.0,1378.0,95.69444444444444,129437131194.0,23913976338.0,101059648.0,17890982.0
2022-03-13,15588.0,1440.0,100.0,26611506864.0,959507673.0,20797374.0,713096.0
2022-03-12,15587.0,1402.0,97.36111111111111,151258649262.0,29106521516.0,117229414.0,21832476.0
2022-03-18,15576.0,1440.0,100.0,436578401762.0,71326965459.0,348242422.0,52848429.0
2022-03-17,15581.0,1380.0,95.83333333333333,73059395608.0,3641336726.0,57174551.0,2661156.0
2022-03-18,15577.0,1440.0,100.0,106536476509.0,19139952434.0,87220385.0,14243518.0
2022-03-19,15574.0,1380.0,95.83333333333333,208163314484.0,5496007996.0,164263315.0,4068728.0
2022-03-16,15587.0,1400.0,97.22222222222223,145047764140.0,27273278385.0,113427179.0,20330175.0
2022-03-11,15577.0,1440.0,100.0,88184008363.0,14108832585.0,73317475.0,10459872.0
2022-03-11,15574.0,1440.0,100.0,195950581681.0,2730945544.0,155594416.0,2001178.0
2022-03-18,15586.0,1440.0,100.0,242032427055.0,27346232180.0,193902988.0,20362067.0
2022-03-14,15572.0,1440.0,100.0,169140380798.0,12528550455.0,130691164.0,9154520.0
2022-03-15,15574.0,1440.0,100.0,178626179939.0,1682087385.0,144301755.0,1226071.0
2022-03-13,15583.0,1440.0,100.0,361045545705.0,82587950980.0,293011720.0,62729378.0
2022-03-12,15579.0,1440.0,100.0,115043759096.0,12557655685.0,93324664.0,9323124.0
2022-03-14,15576.0,1440.0,100.0,441975809799.0,77798238884.0,349356164.0,57601608.0
2022-03-14,15582.0,1440.0,100.0,255456228028.0,11790837185.0,201257500.0,8693423.0
2022-03-15,15571.0,1440.0,100.0,84778623428.0,15271018329.0,67208367.0,11313269.0
2022-03-17,15574.0,1440.0,100.0,178145797108.0,2813974566.0,141880456.0,2058565.0
2022-03-16,15581.0,1399.0,97.15277777777777,59376787700.0,2057445084.0,46824714.0,1511662.0
2022-03-11,15582.0,1440.0,100.0,265328656410.0,11383794418.0,207853004.0,8374619.0
2022-03-15,15578.0,1416.0,98.33333333333333,313713951242.0,19707050002.0,245084177.0,14476828.0
2022-03-14,15580.0,1440.0,100.0,41672602558.0,4314783450.0,30933157.0,3197460.0
2022-03-13,15571.0,1440.0,100.0,71970903208.0,12087007832.0,56619416.0,8852125.0
2022-03-15,15585.0,1440.0,100.0,410594875040.0,77569667193.0,330950434.0,57866676.0
2022-03-19,15571.0,1310.0,90.97222222222223,67992387926.0,12186253619.0,53972296.0,8987516.0
2022-03-19,15582.0,1380.0,95.83333333333333,224569512310.0,10501741622.0,177734008.0,7727052.0
2022-03-16,15584.0,1399.0,97.15277777777777,323995625171.0,4043854567.0,259553487.0,2970907.0
2022-03-14,15581.0,1440.0,100.0,65679099967.0,3267799009.0,51493917.0,2379268.0
2022-03-14,15587.0,1440.0,100.0,146826260871.0,28657334644.0,114470230.0,21401939.0
2022-03-16,15572.0,1440.0,100.0,200131213716.0,11215880171.0,155164679.0,8281609.0
2022-03-14,15588.0,1440.0,100.0,20579329598.0,1069416274.0,16478733.0,773883.0
2022-03-15,15575.0,1380.0,95.83333333333333,438586273889.0,92170936316.0,362591865.0,69625798.0
2022-03-15,15570.0,1440.0,100.0,69461532909.0,0.0,0.0,0.0
2022-03-19,15577.0,1380.0,95.83333333333333,103091806782.0,16038943816.0,81088507.0,11961058.0
2022-03-17,15586.0,1440.0,100.0,222993959059.0,22139823208.0,178916378.0,16433008.0
2022-03-14,15571.0,1440.0,100.0,83536501587.0,15087641276.0,64408057.0,11134581.0
2022-03-18,15588.0,1440.0,100.0,25534777658.0,710898947.0,20277091.0,519974.0
2022-03-19,15586.0,1250.0,86.80555555555556,200962305590.0,20448153377.0,160882441.0,15422774.0
2022-03-13,15574.0,1440.0,100.0,200438977239.0,2318882000.0,161353537.0,1698497.0
2022-03-15,15579.0,1440.0,100.0,104765104763.0,10765072993.0,84093630.0,7935129.0
2022-03-13,15586.0,1440.0,100.0,251156258692.0,22356547142.0,199122256.0,16566174.0
2022-03-16,15570.0,1440.0,100.0,58725995007.0,0.0,0.0,0.0
2022-03-17,15587.0,1380.0,95.83333333333333,134852776766.0,26129588350.0,106982845.0,19605593.0
2022-03-12,15577.0,1440.0,100.0,104601773708.0,14551436868.0,80704512.0,10828178.0
2022-03-18,15570.0,1440.0,100.0,63831594608.0,0.0,0.0,0.0
2022-03-19,15579.0,1310.0,90.97222222222223,119915377036.0,12997464103.0,94524597.0,9632218.0
2022-03-18,15580.0,1440.0,100.0,29689675922.0,3253127595.0,21689654.0,2373741.0
2022-03-15,15586.0,1440.0,100.0,238750478908.0,27322121004.0,191337807.0,20424957.0
2022-03-19,15576.0,1380.0,95.83333333333333,420520452486.0,74322551365.0,332524935.0,54914534.0
2022-03-12,15586.0,1440.0,100.0,222018716506.0,16429901648.0,176693852.0,12149293.0
2022-03-17,15585.0,1440.0,100.0,412527128382.0,81952923935.0,333185216.0,61797508.0
2022-03-14,15570.0,1440.0,100.0,65114915564.0,0.0,0.0,0.0
2022-03-12,15573.0,1440.0,100.0,425705634333.0,80473855465.0,351149228.0,60273885.0
