begintime,sk_object,duration,integrity,M8083C0,M8083C1
2022-03-17,6440.0,5.0,0.3472222222222222,1474560000000.0,0.0
2022-03-17,6447.0,6.0,0.4166666666666667,589824000000.0,0.0
2022-03-17,6443.0,6.0,0.4166666666666667,1769472000000.0,0.0
2022-03-12,6435.0,10.0,0.6944444444444444,3244032000000.0,0.0
2022-03-17,6448.0,6.0,0.4166666666666667,1769472000000.0,0.0
2022-03-17,6438.0,6.0,0.4166666666666667,1769472000000.0,0.0
2022-03-12,6442.0,10.0,0.6944444444444444,3244032000000.0,0.0
2022-03-15,6435.0,2.0,0.1388888888888889,589824000000.0,0.0
2022-03-17,6444.0,5.0,0.3472222222222222,1474560000000.0,0.0
2022-03-19,6442.0,16.0,1.1111111111111112,5013504000000.0,0.0
2022-03-11,6442.0,13.0,0.9027777777777778,4128768000000.0,0.0
2022-03-17,6446.0,7.0,0.4861111111111111,2064384000000.0,0.0
2022-03-17,6437.0,6.0,0.4166666666666667,1769472000000.0,0.0
2022-03-17,6445.0,6.0,0.4166666666666667,1769472000000.0,0.0
2022-03-17,6441.0,7.0,0.4861111111111111,2064384000000.0,0.0
2022-03-19,87759.0,4.0,0.2777777777777778,1474560000000.0,0.0
2022-03-12,6447.0,5.0,0.3472222222222222,3833856000000.0,0.0
2022-03-17,6436.0,6.0,0.4166666666666667,1769472000000.0,0.0
2022-03-11,6435.0,13.0,0.9027777777777778,4128768000000.0,0.0
2022-03-17,6439.0,6.0,0.4166666666666667,1769472000000.0,0.0
2022-03-19,87760.0,4.0,0.2777777777777778,1474560000000.0,0.0
2022-03-19,6435.0,16.0,1.1111111111111112,4128768000000.0,0.0
2022-03-12,6443.0,5.0,0.3472222222222222,4128768000000.0,0.0
2022-03-15,6442.0,2.0,0.1388888888888889,589824000000.0,0.0
