begintime,duration,object,20000061,20000062,20000063
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Aich=1",1.0,3691.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Aich=1",0.0,2426.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,Aich=1",21.0,16254.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,Aich=1",0.0,2894.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,Aich=1",1.0,20372.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,Aich=1",1.0,5700.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=1,Aich=1",1.0,7715.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=2,Aich=1",0.0,489.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Aich=1",0.0,7014.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Aich=1",0.0,4807.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,Aich=1",0.0,4025.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,Aich=1",0.0,2846.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,Aich=1",0.0,8262.0,0.0
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,Aich=1",0.0,10003.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,Aich=1",0.0,3927.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,Aich=1",0.0,7616.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,Aich=1",0.0,1780.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,Aich=1",0.0,3590.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,Aich=1",0.0,11949.0,0.0
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,Aich=1",0.0,8727.0,0.0
