NE Name,fdn,BQMARGIN,DRHOLEVRANGE,IDTYPE,INTELEVHOHYST,INTERCELLHYST,ISCHAINNCELL,MINOFFSET,MOIndex,NBR2GNCELLID,PBGTMARGIN,SRC2GNCELLID,SRCHOCTRLSWITCH,className,name,neID
FTBSC02,"NE=280,G2GNCELL=633_405",69,72,BYID,69,70,NO,6,26_405_633,633,69,405,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=633, Source Cell Index=405",26
FTBSC02,"NE=280,G2GNCELL=405_633",69,72,BYID,69,70,NO,6,26_633_405,405,69,633,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=405, Source Cell Index=633",26
FTBSC02,"NE=280,G2GNCELL=633_406",69,72,BYID,69,70,NO,6,26_406_633,633,69,406,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=633, Source Cell Index=406",26
FTBSC02,"NE=280,G2GNCELL=406_633",69,72,BYID,69,70,NO,4,26_633_406,406,69,633,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=406, Source Cell Index=633",26
FTBSC02,"NE=280,G2GNCELL=633_433",69,72,BYID,69,70,NO,6,26_433_633,633,69,433,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=633, Source Cell Index=433",26
FTBSC02,"NE=280,G2GNCELL=433_633",67,72,BYID,69,70,NO,13,26_633_433,433,72,633,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=433, Source Cell Index=633",26
FTBSC02,"NE=280,G2GNCELL=7023_633",69,72,BYID,69,72,NO,8,26_633_7023,7023,71,633,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=7023, Source Cell Index=633",26
FTBSC02,"NE=280,G2GNCELL=7024_633",69,72,BYID,69,70,NO,6,26_633_7024,7024,69,633,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=7024, Source Cell Index=633",26
FTBSC02,"NE=280,G2GNCELL=7025_633",67,72,BYID,69,70,NO,9,26_633_7025,7025,72,633,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=7025, Source Cell Index=633",26
FTBSC02,"NE=280,G2GNCELL=7030_633",67,72,BYID,69,72,NO,12,26_633_7030,7030,74,633,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=7030, Source Cell Index=633",26
FTBSC02,"NE=280,G2GNCELL=634_401",66,72,BYID,69,71,NO,19,26_401_634,634,74,401,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=401",26
FTBSC02,"NE=280,G2GNCELL=401_634",69,72,BYID,69,70,NO,10,26_634_401,401,69,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=401, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=634_402",72,72,BYID,69,70,NO,13,26_402_634,634,66,402,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=402",26
FTBSC02,"NE=280,G2GNCELL=402_634",72,72,BYID,69,70,NO,1,26_634_402,402,66,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=402, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=634_403",69,72,BYID,69,70,NO,6,26_403_634,634,69,403,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=403",26
