NE Name,fdn,BQMARGIN,DRHOLEVRANGE,IDTYPE,INTELEVHOHYST,INTERCELLHYST,ISCHAINNCELL,MINOFFSET,MOIndex,NBR2GNCELLID,PBGTMARGIN,SRC2GNCELLID,SRCHOCTRLSWITCH,className,name,neID
FTBSC02,"NE=280,G2GNCELL=403_634",69,72,BYID,69,70,NO,4,26_634_403,403,69,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=403, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=634_404",72,72,BYID,69,71,NO,9,26_404_634,634,66,404,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=404",26
FTBSC02,"NE=280,G2GNCELL=404_634",67,72,BYID,69,70,NO,13,26_634_404,404,72,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=404, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=634_405",72,72,BYID,69,70,NO,13,26_405_634,634,66,405,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=405",26
FTBSC02,"NE=280,G2GNCELL=405_634",67,72,BYID,69,70,NO,9,26_634_405,405,72,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=405, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=634_406",69,72,BYID,69,70,NO,6,26_406_634,634,69,406,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=406",26
FTBSC02,"NE=280,G2GNCELL=634_433",69,72,BYID,69,71,NO,6,26_433_634,634,69,433,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=433",26
FTBSC02,"NE=280,G2GNCELL=433_634",69,72,BYID,69,70,NO,6,26_634_433,433,69,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=433, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=634_434",66,72,BYID,69,70,NO,11,26_434_634,634,74,434,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=434",26
FTBSC02,"NE=280,G2GNCELL=434_634",72,72,BYID,69,70,NO,3,26_634_434,434,66,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=434, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=514_404",72,72,BYID,69,71,NO,9,26_404_514,514,66,404,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=514, Source Cell Index=404",26
FTBSC02,"NE=280,G2GNCELL=490_406",71,72,BYID,69,71,NO,15,26_406_490,490,71,406,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=490, Source Cell Index=406",26
FTBSC02,"NE=280,G2GNCELL=570_468",69,72,BYID,67,68,NO,0,26_468_570,570,68,468,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=570, Source Cell Index=468",26
FTBSC02,"NE=280,G2GNCELL=468_570",69,72,BYID,67,68,NO,0,26_570_468,468,68,570,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=468, Source Cell Index=570",26
FTBSC02,"NE=280,G2GNCELL=466_619",69,72,BYID,69,71,NO,4,26_619_466,466,69,619,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=466, Source Cell Index=619",26
FTBSC02,"NE=280,G2GNCELL=570_467",69,72,BYID,69,71,NO,4,26_467_570,570,69,467,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=570, Source Cell Index=467",26
FTBSC02,"NE=280,G2GNCELL=468_467",69,72,BYID,67,68,NO,0,26_467_468,468,68,467,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=468, Source Cell Index=467",26
FTBSC02,"NE=280,G2GNCELL=467_468",69,72,BYID,67,68,NO,0,26_468_467,467,68,468,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=467, Source Cell Index=468",26
FTBSC02,"NE=280,G2GNCELL=469_467",69,72,BYID,67,68,NO,0,26_467_469,469,68,467,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=469, Source Cell Index=467",26
FTBSC02,"NE=280,G2GNCELL=467_469",69,72,BYID,67,68,NO,0,26_469_467,467,68,469,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=467, Source Cell Index=469",26
FTBSC02,"NE=280,G2GNCELL=469_468",69,72,BYID,67,68,NO,0,26_468_469,469,68,468,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=469, Source Cell Index=468",26
FTBSC02,"NE=280,G2GNCELL=468_469",69,72,BYID,67,68,NO,0,26_469_468,468,68,469,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=468, Source Cell Index=469",26
FTBSC02,"NE=280,G2GNCELL=470_467",69,72,BYID,67,68,NO,0,26_467_470,470,68,467,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=470, Source Cell Index=467",26
FTBSC02,"NE=280,G2GNCELL=467_470",69,72,BYID,67,68,NO,0,26_470_467,467,68,470,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=467, Source Cell Index=470",26
FTBSC02,"NE=280,G2GNCELL=470_468",69,72,BYID,67,68,NO,0,26_468_470,470,68,468,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=470, Source Cell Index=468",26
FTBSC02,"NE=280,G2GNCELL=468_470",69,72,BYID,67,68,NO,0,26_470_468,468,68,470,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=468, Source Cell Index=470",26
FTBSC02,"NE=280,G2GNCELL=470_469",69,72,BYID,67,68,NO,0,26_469_470,470,68,469,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=470, Source Cell Index=469",26
FTBSC02,"NE=280,G2GNCELL=469_470",69,72,BYID,67,68,NO,0,26_470_469,469,68,470,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=469, Source Cell Index=470",26
FTBSC02,"NE=280,G2GNCELL=634_569",67,72,BYID,69,70,NO,9,26_569_634,634,72,569,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=569",26
FTBSC02,"NE=280,G2GNCELL=569_634",72,72,BYID,69,71,NO,1,26_634_569,569,66,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=569, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=634_633",72,72,BYID,69,70,NO,1,26_633_634,634,66,633,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=633",26
FTBSC02,"NE=280,G2GNCELL=633_634",72,72,BYID,69,70,NO,1,26_634_633,633,66,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=633, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=7024_634",67,72,BYID,69,70,NO,10,26_634_7024,7024,72,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=7024, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=7030_634",72,72,BYID,69,71,NO,7,26_634_7030,7030,68,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=7030, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=401_635",72,72,BYID,69,70,NO,1,26_635_401,401,66,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=401, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=403_635",67,72,BYID,69,71,NO,9,26_635_403,403,72,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=403, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=404_635",67,72,BYID,69,70,NO,9,26_635_404,404,72,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=404, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=406_635",67,72,BYID,69,71,NO,9,26_635_406,406,72,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=406, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=635_433",69,72,BYID,69,70,NO,6,26_433_635,635,69,433,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=635, Source Cell Index=433",26
FTBSC02,"NE=280,G2GNCELL=433_635",69,72,BYID,69,71,NO,4,26_635_433,433,69,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=433, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=434_635",66,72,BYID,69,70,NO,20,26_635_434,434,80,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=434, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=635_435",72,72,BYID,69,70,NO,1,26_435_635,635,66,435,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=635, Source Cell Index=435",26
FTBSC02,"NE=280,G2GNCELL=435_635",72,72,BYID,69,70,NO,0,26_635_435,435,66,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=435, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=635_436",73,72,BYID,69,70,NO,6,26_436_635,635,69,436,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=635, Source Cell Index=436",26
FTBSC02,"NE=280,G2GNCELL=436_635",72,72,BYID,69,70,NO,0,26_635_436,436,66,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=436, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=635_437",69,72,BYID,69,69,NO,4,26_437_635,635,69,437,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=635, Source Cell Index=437",26
FTBSC02,"NE=280,G2GNCELL=437_635",72,72,BYID,69,69,NO,0,26_635_437,437,66,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=437, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=635_438",69,72,BYID,69,70,NO,6,26_438_635,635,69,438,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=635, Source Cell Index=438",26
FTBSC02,"NE=280,G2GNCELL=438_635",72,72,BYID,69,71,NO,0,26_635_438,438,66,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=438, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=635_569",66,72,BYID,69,70,NO,11,26_569_635,635,74,569,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=635, Source Cell Index=569",26
FTBSC02,"NE=280,G2GNCELL=569_635",72,72,BYID,69,71,NO,0,26_635_569,569,66,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=569, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=635_633",69,72,BYID,69,70,NO,6,26_633_635,635,69,633,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=635, Source Cell Index=633",26
FTBSC02,"NE=280,G2GNCELL=633_635",72,72,BYID,69,70,NO,1,26_635_633,633,66,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=633, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=635_634",69,72,BYID,69,70,NO,6,26_634_635,635,69,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=635, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=634_635",69,72,BYID,69,70,NO,6,26_635_634,634,69,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=7024_635",69,72,BYID,69,70,NO,6,26_635_7024,7024,69,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=7024, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=7025_635",69,72,BYID,69,70,NO,7,26_635_7025,7025,69,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=7025, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=7030_635",67,72,BYID,69,71,NO,9,26_635_7030,7030,72,635,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=7030, Source Cell Index=635",26
FTBSC02,"NE=280,G2GNCELL=570_569",69,72,BYID,69,70,NO,4,26_569_570,570,69,569,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=570, Source Cell Index=569",26
FTBSC02,"NE=280,G2GNCELL=569_570",69,72,BYID,69,71,NO,4,26_570_569,569,69,570,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=569, Source Cell Index=570",26
FTBSC02,"NE=280,G2GNCELL=571_434",72,72,BYID,69,70,NO,1,26_434_571,571,66,434,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=571, Source Cell Index=434",26
FTBSC02,"NE=280,G2GNCELL=434_571",72,72,BYID,69,70,NO,1,26_571_434,434,66,571,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=434, Source Cell Index=571",26
FTBSC02,"NE=280,G2GNCELL=571_435",72,72,BYID,69,70,NO,1,26_435_571,571,66,435,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=571, Source Cell Index=435",26
FTBSC02,"NE=280,G2GNCELL=435_571",69,72,BYID,69,70,NO,6,26_571_435,435,69,571,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=435, Source Cell Index=571",26
FTBSC02,"NE=280,G2GNCELL=571_437",69,72,BYID,69,68,NO,5,26_437_571,571,69,437,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=571, Source Cell Index=437",26
FTBSC02,"NE=280,G2GNCELL=437_571",69,72,BYID,69,68,NO,5,26_571_437,437,69,571,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=437, Source Cell Index=571",26
FTBSC02,"NE=280,G2GNCELL=571_569",72,72,BYID,69,70,NO,1,26_569_571,571,66,569,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=571, Source Cell Index=569",26
FTBSC02,"NE=280,G2GNCELL=569_571",69,72,BYID,69,70,NO,4,26_571_569,569,69,571,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=569, Source Cell Index=571",26
FTBSC02,"NE=280,G2GNCELL=571_570",72,72,BYID,69,70,NO,1,26_570_571,571,66,570,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=571, Source Cell Index=570",26
FTBSC02,"NE=280,G2GNCELL=570_571",69,72,BYID,69,70,NO,6,26_571_570,570,69,571,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=570, Source Cell Index=571",26
FTBSC02,"NE=280,G2GNCELL=7028_571",69,72,BYID,69,70,NO,4,26_571_7028,7028,69,571,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=7028, Source Cell Index=571",26
FTBSC02,"NE=280,G2GNCELL=7040_571",69,72,BYID,69,72,NO,9,26_571_7040,7040,71,571,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=7040, Source Cell Index=571",26
FTBSC02,"NE=280,G2GNCELL=572_434",72,70,BYID,68,70,NO,9,26_434_572,572,66,434,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=572, Source Cell Index=434",26
FTBSC02,"NE=280,G2GNCELL=434_572",66,70,BYID,68,70,NO,11,26_572_434,434,74,572,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=434, Source Cell Index=572",26
FTBSC02,"NE=280,G2GNCELL=572_437",72,70,BYID,68,68,NO,7,26_437_572,572,66,437,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=572, Source Cell Index=437",26
FTBSC02,"NE=280,G2GNCELL=437_572",69,70,BYID,68,68,NO,5,26_572_437,437,69,572,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=437, Source Cell Index=572",26
FTBSC02,"NE=280,G2GNCELL=572_569",69,70,BYID,68,70,NO,4,26_569_572,572,69,569,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=572, Source Cell Index=569",26
FTBSC02,"NE=280,G2GNCELL=569_572",69,70,BYID,68,70,NO,4,26_572_569,569,69,572,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=569, Source Cell Index=572",26
FTBSC02,"NE=280,G2GNCELL=572_570",69,70,BYID,68,70,NO,6,26_570_572,572,69,570,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=572, Source Cell Index=570",26
FTBSC02,"NE=280,G2GNCELL=570_572",69,70,BYID,68,70,NO,6,26_572_570,570,69,572,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=570, Source Cell Index=572",26
FTBSC02,"NE=280,G2GNCELL=572_571",68,70,BYID,68,68,NO,4,26_571_572,572,69,571,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=572, Source Cell Index=571",26
FTBSC02,"NE=280,G2GNCELL=571_572",71,70,BYID,68,68,NO,0,26_572_571,571,66,572,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=571, Source Cell Index=572",26
FTBSC02,"NE=280,G2GNCELL=573_569",72,72,BYID,69,70,NO,1,26_569_573,573,66,569,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=573, Source Cell Index=569",26
FTBSC02,"NE=280,G2GNCELL=569_573",69,72,BYID,69,70,NO,6,26_573_569,569,69,573,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=569, Source Cell Index=573",26
FTBSC02,"NE=280,G2GNCELL=573_570",69,72,BYID,69,71,NO,4,26_570_573,573,69,570,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=573, Source Cell Index=570",26
FTBSC02,"NE=280,G2GNCELL=570_573",69,72,BYID,69,70,NO,4,26_573_570,570,69,573,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=570, Source Cell Index=573",26
FTBSC02,"NE=280,G2GNCELL=573_571",69,72,BYID,69,70,NO,4,26_571_573,573,69,571,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=573, Source Cell Index=571",26
FTBSC02,"NE=280,G2GNCELL=571_573",72,72,BYID,69,70,NO,1,26_573_571,571,66,573,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=571, Source Cell Index=573",26
FTBSC02,"NE=280,G2GNCELL=617_634",69,72,BYID,69,70,NO,18,26_634_617,617,69,634,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=617, Source Cell Index=634",26
FTBSC02,"NE=280,G2GNCELL=634_617",69,72,BYID,69,71,NO,11,26_617_634,634,71,617,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=634, Source Cell Index=617",26
FTBSC02,"NE=280,G2GNCELL=617_569",69,72,BYID,67,71,NO,9,26_569_617,617,71,569,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=617, Source Cell Index=569",26
FTBSC02,"NE=280,G2GNCELL=569_617",69,72,BYID,69,71,NO,14,26_617_569,569,69,617,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=569, Source Cell Index=617",26
FTBSC02,"NE=280,G2GNCELL=969_1547",69,72,BYID,69,71,NO,4,26_1547_969,969,71,1547,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=969, Source Cell Index=1547",26
FTBSC02,"NE=280,G2GNCELL=434_617",66,72,BYID,69,71,NO,15,26_617_434,434,74,617,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=434, Source Cell Index=617",26
FTBSC02,"NE=280,G2GNCELL=465_617",66,70,BYID,68,68,NO,13,26_617_465,465,74,617,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=465, Source Cell Index=617",26
FTBSC02,"NE=280,G2GNCELL=1547_970",69,72,BYID,69,71,NO,4,26_970_1547,1547,71,970,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1547, Source Cell Index=970",26
FTBSC02,"NE=280,G2GNCELL=970_1547",69,72,BYID,69,71,NO,4,26_1547_970,970,71,1547,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=970, Source Cell Index=1547",26
FTBSC02,"NE=280,G2GNCELL=1547_972",69,72,BYID,69,71,NO,4,26_972_1547,1547,71,972,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1547, Source Cell Index=972",26
FTBSC02,"NE=280,G2GNCELL=972_1547",69,72,BYID,69,71,NO,6,26_1547_972,972,71,1547,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=972, Source Cell Index=1547",26
FTBSC02,"NE=280,G2GNCELL=977_1547",74,72,BYID,69,76,NO,9,26_1547_977,977,71,1547,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=977, Source Cell Index=1547",26
FTBSC02,"NE=280,G2GNCELL=1547_979",69,72,BYID,69,74,NO,6,26_979_1547,1547,71,979,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1547, Source Cell Index=979",26
FTBSC02,"NE=280,G2GNCELL=1547_980",69,72,BYID,69,71,NO,4,26_980_1547,1547,71,980,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1547, Source Cell Index=980",26
FTBSC02,"NE=280,G2GNCELL=1547_982",66,72,BYID,69,71,NO,20,26_982_1547,1547,80,982,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1547, Source Cell Index=982",26
FTBSC02,"NE=280,G2GNCELL=982_1547",69,72,BYID,69,71,NO,6,26_1547_982,982,71,1547,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=982, Source Cell Index=1547",26
FTBSC02,"NE=280,G2GNCELL=1547_1073",67,72,BYID,69,71,NO,7,26_1073_1547,1547,74,1073,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1547, Source Cell Index=1073",26
FTBSC02,"NE=280,G2GNCELL=1073_1547",69,72,BYID,69,75,NO,8,26_1547_1073,1073,71,1547,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1073, Source Cell Index=1547",26
FTBSC02,"NE=280,G2GNCELL=1547_1074",69,72,BYID,69,71,NO,4,26_1074_1547,1547,71,1074,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1547, Source Cell Index=1074",26
FTBSC02,"NE=280,G2GNCELL=1074_1547",69,72,BYID,69,71,NO,4,26_1547_1074,1074,71,1547,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1074, Source Cell Index=1547",26
FTBSC02,"NE=280,G2GNCELL=1547_1075",69,72,BYID,69,71,NO,4,26_1075_1547,1547,71,1075,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1547, Source Cell Index=1075",26
FTBSC02,"NE=280,G2GNCELL=1075_1547",69,72,BYID,69,71,NO,4,26_1547_1075,1075,71,1547,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1075, Source Cell Index=1547",26
FTBSC02,"NE=280,G2GNCELL=1547_1076",69,72,BYID,69,71,NO,4,26_1076_1547,1547,71,1076,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1547, Source Cell Index=1076",26
FTBSC02,"NE=280,G2GNCELL=1076_1547",66,72,BYID,69,71,NO,9,26_1547_1076,1076,76,1547,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1076, Source Cell Index=1547",26
FTBSC02,"NE=280,G2GNCELL=1547_1545",69,72,BYID,69,71,NO,4,26_1545_1547,1547,71,1545,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1547, Source Cell Index=1545",26
FTBSC02,"NE=280,G2GNCELL=1545_1547",69,72,BYID,69,71,NO,4,26_1547_1545,1545,71,1547,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1545, Source Cell Index=1547",26
FTBSC02,"NE=280,G2GNCELL=1547_1546",69,72,BYID,69,71,NO,4,26_1546_1547,1547,71,1546,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1547, Source Cell Index=1546",26
FTBSC02,"NE=280,G2GNCELL=1546_1547",72,72,BYID,69,71,NO,0,26_1547_1546,1546,68,1547,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1546, Source Cell Index=1547",26
FTBSC02,"NE=280,G2GNCELL=865_1035",69,72,BYID,69,71,NO,4,26_1035_865,865,71,1035,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=865, Source Cell Index=1035",26
FTBSC02,"NE=280,G2GNCELL=1035_867",69,72,BYID,69,73,NO,8,26_867_1035,1035,71,867,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1035, Source Cell Index=867",26
FTBSC02,"NE=280,G2GNCELL=867_1035",69,72,BYID,69,71,NO,4,26_1035_867,867,71,1035,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=867, Source Cell Index=1035",26
FTBSC02,"NE=280,G2GNCELL=1035_868",69,72,BYID,69,71,NO,6,26_868_1035,1035,71,868,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1035, Source Cell Index=868",26
FTBSC02,"NE=280,G2GNCELL=868_1035",69,72,BYID,69,71,NO,4,26_1035_868,868,71,1035,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=868, Source Cell Index=1035",26
FTBSC02,"NE=280,G2GNCELL=1035_1033",69,72,BYID,69,71,NO,6,26_1033_1035,1035,71,1033,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1035, Source Cell Index=1033",26
FTBSC02,"NE=280,G2GNCELL=1033_1035",69,72,BYID,69,71,NO,4,26_1035_1033,1033,71,1035,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1033, Source Cell Index=1035",26
FTBSC02,"NE=280,G2GNCELL=1035_1034",69,72,BYID,69,71,NO,6,26_1034_1035,1035,71,1034,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1035, Source Cell Index=1034",26
FTBSC02,"NE=280,G2GNCELL=1034_1035",69,72,BYID,69,71,NO,4,26_1035_1034,1034,71,1035,HOALGORITHM1,BSC6900GSMG2GNCELL,"Neighbor 2G Cell Index=1034, Source Cell Index=1035",26
