begintime,sk_object,duration,integrity,M51323C0,M51323C1,M51323C2,M51323C3
2022-03-15 01:00:00,15570.0,60.0,100.0,1027973985.0,0.0,0.0,0.0
2022-03-18 18:00:00,15581.0,60.0,100.0,1412270488.0,67979004.0,1179726.0,49456.0
2022-03-15 20:00:00,15570.0,60.0,100.0,5693481836.0,0.0,0.0,0.0
2022-03-12 23:00:00,15570.0,60.0,100.0,5497529021.0,0.0,0.0,0.0
2022-03-12 16:00:00,15570.0,60.0,100.0,3018497785.0,0.0,0.0,0.0
2022-03-16 04:00:00,15587.0,60.0,100.0,1284096751.0,18640313.0,1014501.0,13276.0
2022-03-14 20:00:00,15572.0,60.0,100.0,1171540200.0,0.0,940039.0,0.0
2022-03-11 08:00:00,15575.0,60.0,100.0,23206756423.0,6182829667.0,18920088.0,4629616.0
2022-03-11 05:00:00,15581.0,60.0,100.0,888767736.0,10793574.0,662427.0,7973.0
2022-03-11 10:00:00,15584.0,60.0,100.0,15345634384.0,25252839.0,11571920.0,18265.0
2022-03-11 11:00:00,15579.0,60.0,100.0,6902879383.0,965455416.0,5515329.0,727498.0
2022-03-11 08:00:00,15574.0,60.0,100.0,7617662173.0,35969606.0,6077219.0,26542.0
2022-03-11 05:00:00,15579.0,60.0,100.0,1562281798.0,45359969.0,1241799.0,34247.0
2022-03-11 08:00:00,15571.0,60.0,100.0,2518759559.0,347511254.0,1973635.0,254609.0
2022-03-11 01:00:00,15580.0,60.0,100.0,435686497.0,26581048.0,406321.0,19797.0
2022-03-11 00:00:00,15579.0,60.0,100.0,4732755583.0,391744299.0,3864011.0,287216.0
2022-03-11 07:00:00,15583.0,60.0,100.0,14822335395.0,2989934559.0,11604669.0,2210024.0
2022-03-11 06:00:00,15580.0,60.0,100.0,673517823.0,84784406.0,517937.0,63066.0
2022-03-11 01:00:00,15588.0,60.0,100.0,415651498.0,169887.0,379376.0,133.0
2022-03-11 12:00:00,15576.0,60.0,100.0,24783939327.0,6604008471.0,19897714.0,4904174.0
2022-03-11 10:00:00,15585.0,60.0,100.0,21197527003.0,5119712365.0,17015577.0,3828921.0
2022-03-11 00:00:00,15586.0,60.0,100.0,11212773188.0,531588005.0,8860481.0,389717.0
2022-03-11 01:00:00,15578.0,60.0,100.0,7347429445.0,187495439.0,5831916.0,134846.0
2022-03-11 10:00:00,15577.0,60.0,100.0,4607593164.0,704095977.0,3733586.0,526661.0
2022-03-11 06:00:00,15579.0,60.0,100.0,1770004924.0,64131834.0,1434823.0,46322.0
2022-03-11 12:00:00,15586.0,60.0,100.0,9796340139.0,304158269.0,7571130.0,221255.0
2022-03-11 06:00:00,15586.0,60.0,100.0,5970841658.0,216980071.0,4761730.0,160386.0
2022-03-11 02:00:00,15575.0,60.0,100.0,13928607389.0,510437139.0,10855793.0,380403.0
2022-03-11 09:00:00,15573.0,60.0,100.0,17791252067.0,3661901738.0,14421602.0,2721861.0
2022-03-11 04:00:00,15577.0,60.0,100.0,674016991.0,49436777.0,562709.0,35850.0
2022-03-11 03:00:00,15582.0,60.0,100.0,5076884909.0,19103418.0,4000280.0,13794.0
2022-03-11 11:00:00,15570.0,60.0,100.0,3075991399.0,0.0,0.0,0.0
2022-03-11 06:00:00,15577.0,60.0,100.0,805785760.0,30002371.0,780018.0,22042.0
2022-03-11 03:00:00,15572.0,60.0,100.0,2535711695.0,31845994.0,1936659.0,22924.0
2022-03-11 00:00:00,15587.0,60.0,100.0,8361255568.0,2140729712.0,6453870.0,1599313.0
2022-03-11 11:00:00,15576.0,60.0,100.0,25028960610.0,6563403019.0,19912317.0,4860304.0
2022-03-11 07:00:00,15575.0,60.0,100.0,19835086566.0,4783111192.0,15874983.0,3555963.0
2022-03-11 01:00:00,15570.0,60.0,100.0,1556089636.0,0.0,0.0,0.0
2022-03-11 03:00:00,15570.0,60.0,100.0,1168552757.0,0.0,0.0,0.0
2022-03-11 02:00:00,15570.0,60.0,100.0,1387714542.0,0.0,0.0,0.0
2022-03-11 02:00:00,15580.0,60.0,100.0,209377113.0,8860628.0,167351.0,6270.0
2022-03-11 05:00:00,15582.0,60.0,100.0,3607942270.0,66094286.0,2835091.0,47984.0
2022-03-11 04:00:00,15571.0,60.0,100.0,807030406.0,18325428.0,603826.0,12931.0
2022-03-11 05:00:00,15584.0,60.0,100.0,7377152703.0,23562511.0,5700411.0,17041.0
2022-03-11 06:00:00,15584.0,60.0,100.0,11304706970.0,178724172.0,9025063.0,134498.0
2022-03-11 05:00:00,15570.0,60.0,100.0,2477850429.0,0.0,0.0,0.0
2022-03-11 11:00:00,15583.0,60.0,100.0,15371217743.0,2685764353.0,12299140.0,1995815.0
2022-03-11 07:00:00,15584.0,60.0,100.0,14362221627.0,111052706.0,11456239.0,80433.0
2022-03-11 09:00:00,15579.0,60.0,100.0,6754020139.0,760506990.0,5127375.0,571513.0
2022-03-11 03:00:00,15587.0,60.0,100.0,866461236.0,24878268.0,675746.0,18078.0
2022-03-11 10:00:00,15572.0,60.0,100.0,9839596952.0,591388620.0,7466621.0,432931.0
2022-03-11 04:00:00,15572.0,60.0,100.0,1726269203.0,2640266.0,1356559.0,1849.0
2022-03-11 04:00:00,15586.0,60.0,100.0,3637727102.0,14148766.0,2825053.0,10266.0
2022-03-11 10:00:00,15570.0,60.0,100.0,2161234012.0,0.0,0.0,0.0
2022-03-11 08:00:00,15579.0,60.0,100.0,4935505044.0,399714802.0,3888403.0,293477.0
2022-03-11 00:00:00,15571.0,60.0,100.0,4337916670.0,769137471.0,3458721.0,574821.0
2022-03-11 02:00:00,15586.0,60.0,100.0,5111458338.0,4069042.0,3898656.0,3044.0
2022-03-11 07:00:00,15571.0,60.0,100.0,2934586998.0,558598889.0,2267915.0,408909.0
2022-03-14 20:00:00,15570.0,60.0,100.0,3447978592.0,0.0,0.0,0.0
2022-03-11 12:00:00,15584.0,60.0,100.0,15041070875.0,151803617.0,12183111.0,111195.0
2022-03-11 02:00:00,15572.0,60.0,100.0,4270645069.0,28657345.0,3160044.0,20404.0
2022-03-11 09:00:00,15587.0,60.0,100.0,7060258213.0,1367182000.0,5687698.0,1027627.0
2022-03-11 12:00:00,15574.0,60.0,100.0,9017201358.0,16477340.0,7119815.0,11946.0
2022-03-11 00:00:00,15578.0,60.0,100.0,12049371545.0,408607778.0,9528298.0,302472.0
2022-03-11 03:00:00,15580.0,60.0,100.0,27897702.0,2126029.0,27044.0,1486.0
2022-03-11 06:00:00,15588.0,60.0,100.0,554581480.0,2308179.0,446261.0,1618.0
2022-03-11 02:00:00,15579.0,60.0,100.0,1501782578.0,47261425.0,1730398.0,34126.0
