begintime,sk_object,duration,M8069C0,M8069C1
2022-03-15 06:58:00,6236.0,2,0.0,0.0
2022-03-17 02:53:00,6234.0,7,0.0,0.0
2022-03-17 02:54:00,6229.0,6,0.0,0.0
2022-03-17 02:54:00,6231.0,6,0.0,0.0
2022-03-17 02:54:00,6232.0,6,0.0,0.0
2022-03-17 02:54:00,6233.0,6,0.0,0.0
2022-03-17 02:54:00,6235.0,6,0.0,0.0
2022-03-17 02:55:00,6230.0,5,0.0,0.0
2022-03-18 18:00:00,6235.0,15,0.0,0.0
2022-03-18 18:15:00,6235.0,15,0.0,0.0
2022-03-18 18:30:00,6235.0,15,0.0,0.0
2022-03-18 18:45:00,6235.0,15,0.0,0.0
2022-03-19 06:56:00,87700.0,4,0.0,0.0
2022-03-19 13:46:00,6236.0,14,0.0,0.0
2022-03-19 16:58:00,6236.0,2,0.0,0.0
2022-03-11 21:47:00,6236.0,13,0.0,0.0
2022-03-12 05:55:00,6229.0,5,0.0,0.0
2022-03-12 06:50:00,6236.0,10,0.0,0.0
