begintime,sk_object,67194651,67194652,67194653,67194654,67194655,67194656,67194657,duration
2022-03-01 00:00:00,7669464.0,0.0,0.0,0.0,2344865.0,2363721.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7669465.0,0.0,0.0,0.0,186650.0,191945.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7669466.0,0.0,0.0,0.0,2348054.0,2364419.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7669467.0,0.0,0.0,0.0,821276.0,947168.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7669468.0,0.0,0.0,0.0,821914.0,947150.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7669469.0,0.0,0.0,0.0,2341652.0,2363819.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7669470.0,0.0,0.0,0.0,2341561.0,2364126.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7669471.0,0.0,0.0,0.0,186765.0,189179.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7669472.0,0.0,0.0,0.0,822046.0,947653.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7669473.0,0.0,0.0,0.0,186864.0,188345.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7669474.0,0.0,0.0,0.0,821715.0,947969.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7669475.0,0.0,0.0,0.0,190322.0,187213.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669464.0,0.0,0.0,0.0,2148652.0,2158351.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669465.0,0.0,0.0,0.0,142529.0,146858.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669466.0,0.0,0.0,0.0,2155289.0,2156667.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669467.0,0.0,0.0,0.0,600632.0,691180.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669468.0,0.0,0.0,0.0,601185.0,692058.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669469.0,0.0,0.0,0.0,2148895.0,2155938.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669470.0,0.0,0.0,0.0,2144233.0,2159371.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669471.0,0.0,0.0,0.0,146873.0,145997.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669472.0,0.0,0.0,0.0,601577.0,691392.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669473.0,0.0,0.0,0.0,139162.0,143953.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669474.0,0.0,0.0,0.0,600896.0,691477.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7669475.0,0.0,0.0,0.0,140748.0,146827.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669464.0,0.0,0.0,0.0,2084334.0,2085962.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669465.0,0.0,0.0,0.0,120469.0,122811.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669466.0,0.0,0.0,0.0,2078044.0,2084425.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669467.0,0.0,0.0,0.0,504771.0,579413.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669468.0,0.0,0.0,0.0,504621.0,579830.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669469.0,0.0,0.0,0.0,2078237.0,2084894.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669470.0,0.0,0.0,0.0,2076594.0,2083706.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669471.0,0.0,0.0,0.0,122707.0,129538.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669472.0,0.0,0.0,0.0,504673.0,579863.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669473.0,0.0,0.0,0.0,121345.0,123678.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669474.0,0.0,0.0,0.0,504867.0,579974.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7669475.0,0.0,0.0,0.0,120760.0,123982.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669464.0,0.0,0.0,0.0,2086120.0,2102164.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669465.0,0.0,0.0,0.0,116724.0,114822.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669466.0,0.0,0.0,0.0,2083916.0,2099033.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669467.0,0.0,0.0,0.0,484443.0,557013.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669468.0,0.0,0.0,0.0,484381.0,556713.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669469.0,0.0,0.0,0.0,2086870.0,2098458.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669470.0,0.0,0.0,0.0,2086802.0,2100050.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669471.0,0.0,0.0,0.0,111584.0,117446.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669472.0,0.0,0.0,0.0,484559.0,556434.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669473.0,0.0,0.0,0.0,113504.0,112232.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669474.0,0.0,0.0,0.0,484379.0,556585.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7669475.0,0.0,0.0,0.0,114428.0,110565.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7669464.0,0.0,0.0,0.0,2108862.0,2128618.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7669465.0,0.0,0.0,0.0,114579.0,108754.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7669466.0,0.0,0.0,0.0,2100314.0,2126597.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7669467.0,0.0,0.0,0.0,490436.0,564647.0,0.0,0.0,PT3600S
