begintime,sk_object,duration,integrity,M51352C0,M51352C1,M51352C6,M51352C7,M51352C8,M51352C9
2022-03-11 10:00:00,15717.0,60.0,100.0,871398023.0,3224144.0,0.0,0.0,0.0,0.0
2022-03-12 13:00:00,15722.0,60.0,100.0,4055976256.0,14092199.0,0.0,0.0,0.0,0.0
2022-03-12 22:00:00,15718.0,60.0,100.0,2875319018.0,14336801.0,0.0,0.0,0.0,0.0
2022-03-11 17:00:00,15705.0,60.0,100.0,2803323413.0,12098469.0,0.0,0.0,0.0,0.0
2022-03-13 13:00:00,15697.0,60.0,100.0,2737473259.0,10843785.0,0.0,0.0,0.0,0.0
2022-03-13 03:00:00,15699.0,60.0,100.0,371253995.0,2320162.0,0.0,0.0,0.0,0.0
2022-03-11 16:00:00,15728.0,60.0,100.0,1176044678.0,3989640.0,0.0,0.0,0.0,0.0
2022-03-12 04:00:00,15723.0,60.0,100.0,1053485483.0,1853331.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15698.0,60.0,100.0,763452475.0,3520295.0,0.0,0.0,0.0,0.0
2022-03-12 03:00:00,15722.0,20.0,33.333333333333336,347698438.0,1178117.0,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,15721.0,60.0,100.0,1167735340.0,5145274.0,0.0,0.0,0.0,0.0
2022-03-12 12:00:00,15702.0,60.0,100.0,236174781.0,1010968.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15724.0,60.0,100.0,298346274.0,2149072.0,0.0,0.0,0.0,0.0
2022-03-11 03:00:00,15706.0,60.0,100.0,69205828.0,533511.0,0.0,0.0,0.0,0.0
2022-03-12 06:00:00,15694.0,60.0,100.0,44594824.0,234532.0,0.0,0.0,0.0,0.0
2022-03-12 05:00:00,15728.0,22.0,36.666666666666664,74730967.0,109686.0,0.0,0.0,0.0,0.0
2022-03-11 16:00:00,15722.0,60.0,100.0,5033180584.0,15688220.0,0.0,0.0,0.0,0.0
2022-03-11 16:00:00,15712.0,60.0,100.0,949881453.0,2442122.0,0.0,0.0,0.0,0.0
2022-03-12 20:00:00,15717.0,60.0,100.0,663967994.0,3412383.0,0.0,0.0,0.0,0.0
2022-03-12 08:00:00,15708.0,60.0,100.0,732293411.0,3108496.0,0.0,0.0,0.0,0.0
2022-03-13 07:00:00,15698.0,60.0,100.0,746900858.0,4051864.0,0.0,0.0,0.0,0.0
2022-03-11 13:00:00,15703.0,60.0,100.0,258373667.0,1597975.0,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,15698.0,60.0,100.0,337271351.0,2249833.0,0.0,0.0,0.0,0.0
2022-03-12 19:00:00,15711.0,60.0,100.0,1970628191.0,5953682.0,0.0,0.0,0.0,0.0
2022-03-13 14:00:00,15708.0,60.0,100.0,1204782675.0,4779682.0,0.0,0.0,0.0,0.0
2022-03-12 01:00:00,15728.0,60.0,100.0,316911373.0,2086846.0,0.0,0.0,0.0,0.0
2022-03-11 16:00:00,15695.0,60.0,100.0,977340813.0,3830762.0,0.0,0.0,0.0,0.0
2022-03-12 12:00:00,15697.0,60.0,100.0,2728628329.0,10477895.0,0.0,0.0,0.0,0.0
2022-03-13 09:00:00,15717.0,60.0,100.0,645261083.0,2663674.0,0.0,0.0,0.0,0.0
2022-03-12 22:00:00,15699.0,60.0,100.0,3138620794.0,14944067.0,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,15724.0,60.0,100.0,350447485.0,689563.0,0.0,0.0,0.0,0.0
2022-03-11 20:00:00,15723.0,60.0,100.0,1373555431.0,5696721.0,0.0,0.0,0.0,0.0
2022-03-12 15:00:00,15696.0,60.0,100.0,440041617.0,1653397.0,0.0,0.0,0.0,0.0
2022-03-11 14:00:00,15703.0,60.0,100.0,361011038.0,2052611.0,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,15717.0,60.0,100.0,605617393.0,2569262.0,0.0,0.0,0.0,0.0
2022-03-13 14:00:00,15722.0,60.0,100.0,2842624992.0,12430004.0,0.0,0.0,0.0,0.0
2022-03-13 12:00:00,15707.0,60.0,100.0,317927107.0,1144280.0,0.0,0.0,0.0,0.0
2022-03-13 12:00:00,15697.0,60.0,100.0,2013360463.0,10125986.0,0.0,0.0,0.0,0.0
2022-03-12 13:00:00,15719.0,60.0,100.0,271455217.0,1087983.0,0.0,0.0,0.0,0.0
2022-03-13 15:00:00,15693.0,60.0,100.0,3137926264.0,11591903.0,0.0,0.0,0.0,0.0
2022-03-12 07:00:00,15727.0,60.0,100.0,1539698190.0,7365645.0,0.0,0.0,0.0,0.0
2022-03-12 18:00:00,15706.0,60.0,100.0,724404275.0,3333158.0,0.0,0.0,0.0,0.0
2022-03-11 11:00:00,15712.0,60.0,100.0,933102818.0,3348895.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15728.0,60.0,100.0,797638855.0,4208731.0,0.0,0.0,0.0,0.0
2022-03-13 08:00:00,15707.0,60.0,100.0,59688708.0,355403.0,0.0,0.0,0.0,0.0
2022-03-12 11:00:00,15704.0,60.0,100.0,1887220267.0,8580411.0,0.0,0.0,0.0,0.0
2022-03-12 07:00:00,15723.0,60.0,100.0,442266703.0,1793509.0,0.0,0.0,0.0,0.0
2022-03-12 14:00:00,15694.0,60.0,100.0,154937036.0,993485.0,0.0,0.0,0.0,0.0
2022-03-12 17:00:00,15707.0,60.0,100.0,554225171.0,2008132.0,0.0,0.0,0.0,0.0
2022-03-13 13:00:00,15708.0,60.0,100.0,1223550220.0,5164855.0,0.0,0.0,0.0,0.0
2022-03-13 13:00:00,15709.0,60.0,100.0,2407416647.0,8186676.0,0.0,0.0,0.0,0.0
2022-03-11 04:00:00,15710.0,60.0,100.0,62416259.0,445520.0,0.0,0.0,0.0,0.0
2022-03-11 19:00:00,15707.0,60.0,100.0,104269283.0,655486.0,0.0,0.0,0.0,0.0
2022-03-13 04:00:00,15715.0,60.0,100.0,412195759.0,2943764.0,0.0,0.0,0.0,0.0
2022-03-11 19:00:00,15704.0,60.0,100.0,2731192456.0,11164178.0,0.0,0.0,0.0,0.0
2022-03-11 20:00:00,15695.0,60.0,100.0,612254380.0,3092711.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,15723.0,60.0,100.0,399025408.0,2051142.0,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,15726.0,60.0,100.0,1060877377.0,4713908.0,0.0,0.0,0.0,0.0
2022-03-12 21:00:00,15693.0,60.0,100.0,3487125890.0,15979469.0,0.0,0.0,0.0,0.0
2022-03-12 03:00:00,15710.0,60.0,100.0,103480867.0,762851.0,0.0,0.0,0.0,0.0
2022-03-13 10:00:00,15694.0,60.0,100.0,112438858.0,755465.0,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,15705.0,60.0,100.0,2361288777.0,11065506.0,0.0,0.0,0.0,0.0
2022-03-13 10:00:00,15725.0,60.0,100.0,2396111020.0,8881222.0,0.0,0.0,0.0,0.0
2022-03-12 17:00:00,15715.0,60.0,100.0,1857412282.0,8995273.0,0.0,0.0,0.0,0.0
2022-03-13 08:00:00,15718.0,60.0,100.0,1404747211.0,7453634.0,0.0,0.0,0.0,0.0
2022-03-11 04:00:00,15711.0,60.0,100.0,200412426.0,1067721.0,0.0,0.0,0.0,0.0
2022-03-12 15:00:00,15720.0,60.0,100.0,1977583342.0,5463201.0,0.0,0.0,0.0,0.0
2022-03-12 11:00:00,15692.0,60.0,100.0,2620314731.0,12358308.0,0.0,0.0,0.0,0.0
