begintime,sk_object,duration,integrity,1279870419,1277269435,1277269436,1277269440,1282411395,1282412159,1282412160,1282411396,1282411397,1282411394,1277269417,1277269419,1277269418,1277269441,1277269437,1277269438,1277269439,1277269420,1277269421,1277269422,1277269423,1277269424,1277269425,1277269426,1277269427,1277269428,1277269429,1277269430,1277269431,1277269432,1277269433,1277269434,1277269442,1277269443,1277269447,1277269449,1277869417,1277869418,1277869419,1278069417,1278069418,1278069419,1278069420,1278069421,1278069422,1279870420,1279870421,1279870422,1279869421,1279869422,1279869423,1279870423,1279869424,1279869425,1282411392,1282411393,1279869430,1279869420,1279870418,1279869417,1279869427,1279869429,1282423788,1282423789,1282432598,1282432498,1282435898
2022-03-09,335936.0,3600.0,4.166666666666667,9533863.0,0.0,0.0,0.0,171.0,24069.0,150521.0,2238.0,2201.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,174590.0,0.0,107665.0,5256115.0,7138559.0,178243.0,142309.0,,,8208.0,17294.0,6691.0,164865.0,47319.0,0.0,13241.0,6669.0,7227.0,727.0,708.0,7654.0,6024.865,4818070.0,6669.0,7134.832,0.0,,,0.0,0.0,0.0
2022-02-04,335936.0,86400.0,100.0,223426262.0,0.0,0.0,0.0,166.45833333333334,971553.0,7238112.0,2232.4583333333335,2217.7916666666665,167.95833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,8209665.0,0.0,2527464.0,262704214.0,358885265.0,8634216.0,7094312.0,,,13473.0,25190.0,7597.416666666667,164235.0,6573862.0,0.0,12929.166666666666,6508.0,7015.0,708.8333333333334,704.0,7441.0,4273.187833333333,131291710.0,6508.0,5456.748333333333,0.0,,,0.0,0.0,0.0
2022-02-17,335936.0,75600.0,87.5,220011570.0,0.0,0.0,0.0,168.33333333333334,894037.0,6992191.0,2261.8571428571427,2250.809523809524,169.1904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,7886228.0,0.0,2417909.0,258966641.0,352146644.0,8493762.0,6934634.0,,,13642.0,26647.0,8299.666666666666,167914.0,7066145.0,0.0,14550.57142857143,6699.0,7167.0,712.3333333333334,710.2857142857143,7626.0,4533.5077619047615,125498372.0,6699.0,5669.815047619048,0.0,,,0.0,0.0,0.0
2022-03-03,335936.0,86400.0,100.0,225334590.0,0.0,0.0,0.0,172.29166666666666,937767.0,7044943.0,2276.6666666666665,2255.6666666666665,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,7982710.0,0.0,2500239.0,262711082.0,350334973.0,8570321.0,6909099.0,,,12865.0,25285.0,7435.583333333333,164300.0,6882841.0,0.0,13039.625,6601.0,7169.0,726.875,720.8333333333334,7666.0,4338.814208333333,128493681.0,6601.0,5550.430333333334,0.0,,,0.0,0.0,0.0
2022-03-12,335936.0,68400.0,79.16666666666667,190612460.0,0.0,0.0,0.0,171.42105263157896,874202.0,6698977.0,2240.7368421052633,2208.5263157894738,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,7573179.0,0.0,2046100.0,252615239.0,331749346.0,8286388.0,6612858.0,,,12958.0,23986.0,8249.894736842105,144251.0,5687596.0,0.0,13932.21052631579,6260.0,6905.0,727.0,716.7368421052631,7356.0,4612.732,112873238.0,6260.0,5763.695578947369,0.0,,,0.0,0.0,0.0
2022-03-11,335936.0,86400.0,100.0,215851654.0,0.0,0.0,0.0,172.66666666666666,961997.0,7144109.0,2238.0,2221.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,8106106.0,0.0,2463594.0,265759870.0,358478010.0,8685251.0,7042594.0,,,13395.0,25272.0,7447.958333333333,152458.0,6529189.0,0.0,12490.958333333334,6219.0,6837.0,727.0,721.7083333333334,7280.0,4201.473541666666,128710495.0,6219.0,5419.489625,0.0,,,0.0,0.0,0.0
2022-03-10,335936.0,79200.0,91.66666666666667,206769773.0,0.0,0.0,0.0,171.6818181818182,884744.0,6608840.0,2238.0,2214.2272727272725,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,7493584.0,0.0,2303130.0,246612053.0,329150313.0,8026238.0,6486541.0,,,12835.0,25043.0,7536.090909090909,160100.0,6535395.0,0.0,13053.227272727272,6496.0,7033.0,727.0,718.2727272727273,7476.0,4292.855090909091,119379943.0,6496.0,5493.8857727272725,0.0,,,0.0,0.0,0.0
2022-02-18,335936.0,86400.0,100.0,230828018.0,0.0,0.0,0.0,169.16666666666666,893841.0,6935458.0,2272.0,2263.875,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,7829299.0,0.0,2491562.0,258977559.0,348745143.0,8538159.0,6927905.0,,,13242.0,25798.0,7613.041666666667,167894.0,5038209.0,0.0,13357.666666666666,6694.0,7196.0,715.0,713.1666666666666,7634.0,4457.17675,131563089.0,6694.0,5654.706166666667,0.0,,,0.0,0.0,0.0
2022-02-03,335936.0,86400.0,100.0,225791092.0,0.0,0.0,0.0,166.04166666666666,922879.0,7050598.0,2233.0,2210.5833333333335,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,7973477.0,0.0,2565336.0,255142602.0,348118568.0,8427100.0,6923875.0,,,12795.0,25533.0,7374.875,166730.0,7016531.0,0.0,13066.25,6612.0,7079.0,709.0,702.125,7465.0,4254.9942083333335,127447285.0,6612.0,5440.097708333334,0.0,,,0.0,0.0,0.0
